,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,184.44,200.91,68.9,434.71,150.13,329.54,86.77,434.62,209.34,270.09,148.83,517.51,245.72,371.14,153.36,849.2,248.02,329.96,173.04,548.81,Upgrade
1,Other Revenue,-14.81,14.81,-,23.78,-10.1,10.1,-,12.06,-7.63,7.63,-,23.06,-10.8,10.8,-,26.08,-14.37,14.37,-,19.43,Upgrade
2,Revenue,169.64,215.71,68.9,458.49,140.02,339.64,86.77,446.68,201.71,277.72,148.83,540.57,234.92,381.95,153.36,875.29,233.65,344.33,173.04,568.24,Upgrade
3,Revenue Growth (YoY),21.15%,-36.49%,-20.59%,2.64%,-30.58%,22.30%,-41.70%,-17.37%,-14.13%,-27.29%,-2.96%,-38.24%,0.54%,10.92%,-11.37%,54.03%,-18.93%,51.73%,-50.17%,-26.49%,Upgrade
4,Cost of Revenue,76.01,115.39,41.63,227.17,94.23,182.3,57.76,294.52,89.97,118.3,77.42,406.88,117.3,200.67,82.45,564.19,170.12,171.7,105.77,463.64,Upgrade
5,Gross Profit,93.62,100.32,27.27,231.33,45.79,157.35,29.01,152.16,111.75,159.42,71.41,133.69,117.62,181.27,70.91,311.1,63.54,172.63,67.26,104.6,Upgrade
6,"Selling, General & Admin",44.94,35.97,37.49,87.94,41.15,28.56,35.81,72.77,45.2,60.26,47.13,84.76,71.23,70.79,67.96,189.59,84.38,89.77,96.94,133.38,Upgrade
7,Research & Development,43.08,37.69,52.05,35.02,52.47,58.17,41.64,44.8,44.94,38.19,52.18,96.77,48.07,51.12,52.25,252.33,84.09,48.6,43.12,93.86,Upgrade
8,Other Operating Expenses,-2.69,0.15,0.28,4.74,-2.2,0.76,-0.31,5.39,0.63,3.93,0.77,8.13,1.2,1.37,-2.06,23.4,-1.48,-6.61,-1.78,67.45,Upgrade
9,Operating Expenses,86.95,81.88,98.2,141.88,94.88,99.03,75.41,126.57,86.62,105.1,69.85,174.93,109.56,91.28,119.06,524.81,178.24,140.17,138.99,346.25,Upgrade
10,Operating Income,6.67,18.44,-70.93,89.44,-49.09,58.31,-46.4,25.59,25.12,54.32,1.56,-41.24,8.06,90,-48.15,-213.71,-114.7,32.45,-71.72,-241.65,Upgrade
11,Interest Expense,-11.69,-5.32,-2.52,-0.94,-3.4,-2.65,-5.19,-3.82,-3.62,-24.73,-9.04,-22.49,-16.16,-22.92,-22.37,-43.68,-29.64,-32.59,-30.22,-56.45,Upgrade
12,Interest & Investment Income,3.24,1.2,1.52,59.96,3.02,2.25,2.85,108.39,1.5,3.35,4.79,5.06,4.7,6.17,0.88,30.49,4.41,1.05,0.55,-,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.96,-11.96,-,Upgrade
14,Currency Exchange Gain (Loss),0,-0,-,-0.31,0.05,-0.05,-,0.38,0.11,-0.11,-,-0.76,0.8,-0.8,-,-8.21,-0.69,0.69,-,0.83,Upgrade
15,Other Non Operating Income (Expenses),37.65,-0.03,-0.12,-2.12,11.39,-1.29,-0.8,9.44,-1.98,0.08,-0.53,9.6,2.91,-1.3,0.43,-263.05,-13.95,-17.24,1.24,32.75,Upgrade
16,EBT Excluding Unusual Items,35.87,14.27,-72.04,146.03,-38.04,56.58,-49.55,139.99,21.14,32.9,-3.23,-49.82,0.3,71.15,-69.2,-498.16,-154.58,-3.68,-112.11,-264.52,Upgrade
17,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-568.95,-,-,-,-130.71,Upgrade
18,Gain (Loss) on Sale of Investments,-13.41,-6.86,-7.58,39.48,10.89,-61.28,-25.95,-5.69,-29.71,20.84,-44.7,93.51,-50.1,-48.91,-45.09,-61.73,-7.71,-37.61,-,-50.55,Upgrade
19,Gain (Loss) on Sale of Assets,-,-0.01,-,-2.24,0.42,-,-,1.89,-0.28,0.29,11.37,290.94,0,0,-,0.78,-0.35,0.49,-0.31,-0.87,Upgrade
20,Asset Writedown,0.98,0.3,-0.3,19.65,-23.41,2.14,-2.14,-34.32,1.37,-1.4,1.4,-125.41,-0.75,1.36,-1.36,-122.91,0.04,1.26,-1.26,-1.07,Upgrade
21,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-90.27,1.48,-1.48,-,-45.2,Upgrade
22,Other Unusual Items,-38.23,37.44,0.79,11.08,-0.34,0.34,-,11.52,-0.15,0.15,-,9.14,-0.1,0.1,-,15.23,-,-,-,91.81,Upgrade
23,Pretax Income,-14.8,45.14,-79.14,214,-50.47,-2.23,-77.64,113.39,-7.64,52.79,-35.15,218.36,-50.65,23.71,-115.65,-1326,-161.12,-41.02,-113.68,-401.11,Upgrade
24,Income Tax Expense,5.96,3.54,-,11.16,0.08,-11.87,0.02,0.32,12.53,-4.13,3.26,5.39,8.66,-3.85,-6.39,44.12,-5.73,10.29,1.01,6.31,Upgrade
25,Earnings From Continuing Operations,-20.75,41.6,-79.14,202.84,-50.55,9.64,-77.66,113.07,-20.17,56.92,-38.41,212.97,-59.31,27.56,-109.25,-1370,-155.39,-51.31,-114.69,-407.42,Upgrade
26,Minority Interest in Earnings,-7.98,-28.93,4.65,-37.07,11.77,-30.13,10.26,-13.51,-21.91,-33.4,-4.95,-169.47,4.66,7.68,34.22,304.6,44.13,11.85,10.98,62.2,Upgrade
27,Net Income,-28.74,12.67,-74.49,165.77,-38.79,-20.49,-67.4,99.56,-42.08,23.52,-43.36,43.5,-54.65,35.24,-75.03,-1066,-111.26,-39.46,-103.72,-345.22,Upgrade
28,Net Income to Common,-28.74,12.67,-74.49,165.77,-38.79,-20.49,-67.4,99.56,-42.08,23.52,-43.36,43.5,-54.65,35.24,-75.03,-1066,-111.26,-39.46,-103.72,-345.22,Upgrade
29,Net Income Growth,-,-,-,66.50%,-,-,-,128.90%,-,-33.26%,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Shares Outstanding (Basic),1306,1310,1309,1305,1315,1314,1314,1303,1316,1314,1314,1120,1121,1125,1123,1845,882,882,882,882,Upgrade
31,Shares Outstanding (Diluted),1306,1310,1309,1305,1315,1314,1314,1303,1316,1314,1314,1120,1121,1125,1123,1845,882,882,882,882,Upgrade
