,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,94.44,57.64,31.73,74.8,145.75,179.45,132.01,152.66,163.81,135.92
1,Short-Term Investments,-,-,1.08,0.91,1.11,46.62,49.27,23.9,1.9,89.01
2,Cash & Short-Term Investments,94.44,57.64,32.81,75.71,146.86,226.07,181.27,176.56,165.71,224.93
3,Cash Growth,187.85%,-23.87%,-77.66%,-66.51%,-18.98%,28.04%,9.39%,-21.50%,-38.54%,-28.86%
4,Accounts Receivable,466.84,557.33,693.78,636.74,503.05,334.2,384.24,310.24,222.87,275.08
5,Other Receivables,160.38,147.22,4.58,6.5,3.52,2.97,2.5,2.33,0.89,3.51
6,Receivables,627.22,704.55,698.35,643.24,506.57,337.17,386.75,312.58,223.77,278.59
7,Inventory,108.58,44.42,89.34,12.85,45.81,-,-,-,-,-
8,Prepaid Expenses,-,-,101.71,102.13,116.52,27.38,5.83,12.27,27.05,31.04
9,Other Current Assets,28.48,24.77,40.22,34.37,35.9,31.16,57.63,57.14,54.37,42.38
10,Total Current Assets,858.73,831.38,962.43,868.3,851.65,621.78,631.48,558.54,470.9,576.92
11,"Property, Plant & Equipment",273.72,231.62,154.58,113.26,55.29,53.26,52.62,51,54.26,57.65
12,Long-Term Investments,7.66,14.81,14.08,13.88,10.64,7.75,2.91,1.06,0.52,0.25
13,Other Long-Term Assets,1.25,10.48,-,-,-,-,-,-,0.32,-
14,Total Assets,1141,1088,1131,995.43,917.58,682.79,687.01,610.59,525.99,634.82
15,Accounts Payable,230.57,170.42,183.89,226.24,212.22,68.74,44.27,46.82,13.5,38.4
16,Accrued Expenses,29.79,31.65,28.36,28.6,29.39,22.58,11.93,13.04,8.98,18.12
17,Short-Term Debt,200.67,13.25,-,90.64,-,-,-,-,-,-
18,Current Portion of Long-Term Debt,-,235.15,186.5,-,-,-,-,-,-,-
19,Current Portion of Leases,0.19,0.19,-,-,-,-,-,-,-,-
20,Current Income Taxes Payable,10.96,10.41,28.65,18.03,29.94,24.67,22.3,13.66,15.13,29.09
21,Current Unearned Revenue,7.39,19.6,-,-,-,-,-,-,2.47,2.47
22,Other Current Liabilities,93.81,95.44,139.2,148.52,172.13,119.27,164,98.05,67.96,83.8
23,Total Current Liabilities,573.37,576.11,566.6,512.03,443.67,235.26,242.5,171.56,108.04,171.89
24,Long-Term Debt,86.37,32.05,43.31,-,-,-,-,-,-,-
25,Long-Term Leases,0.07,0.17,-,-,-,-,-,-,-,-
26,Total Liabilities,659.8,608.33,609.91,512.03,443.67,235.26,242.5,171.56,108.04,171.89
27,Common Stock,41.06,41.06,41.16,27.44,27.53,18.36,18.41,12.3,12.32,12.34
28,Additional Paid-In Capital,335.6,335.52,340.63,354.75,373.41,384.28,401.98,419.75,423.57,426.09
29,Retained Earnings,166.47,159.52,203.34,171.1,182.97,191.63,171.23,153.48,127.88,170.17
30,Comprehensive Income & Other,-163.96,-159.98,-156.68,-156.65,-150.94,-146.74,-147.11,-146.49,-145.81,-145.66
31,Total Common Equity,379.16,376.11,428.46,396.64,432.97,447.53,444.51,439.03,417.95,462.94
32,Minority Interest,102.4,103.85,92.73,86.76,40.94,-,-,-,-,-
33,Shareholders' Equity,481.56,479.97,521.18,483.4,473.91,447.53,444.51,439.03,417.95,462.94
34,Total Liabilities & Equity,1141,1088,1131,995.43,917.58,682.79,687.01,610.59,525.99,634.82
35,Total Debt,287.29,280.8,229.81,90.64,-,-,-,-,-,-
36,Net Cash (Debt),-192.85,-223.17,-197,-14.93,146.86,226.07,181.27,176.56,165.71,224.93
37,Net Cash Growth,-,-,-,-,-18.98%,28.04%,9.39%,-21.50%,-38.54%,-28.86%
38,Net Cash Per Share,-0.05,-0.06,-0.05,-0.00,0.04,0.06,0.05,0.04,0.04,0.06
39,Filing Date Shares Outstanding,3986,3986,3996,3996,4010,4010,4021,4029,4037,4044
40,Total Common Shares Outstanding,3986,3986,3996,3996,4010,4010,4021,4029,4037,4044
41,Working Capital,285.36,255.27,395.84,356.26,407.98,386.52,388.98,386.98,362.86,405.03
42,Book Value Per Share,0.10,0.09,0.11,0.10,0.11,0.11,0.11,0.11,0.10,0.11
43,Tangible Book Value,379.16,376.11,428.46,396.64,432.97,447.53,444.51,439.03,417.95,462.94
44,Tangible Book Value Per Share,0.10,0.09,0.11,0.10,0.11,0.11,0.11,0.11,0.10,0.11
45,Land,-,93.48,-,93.42,-,43.98,-,42.89,-,42.89
46,Machinery,-,52.62,-,53.55,-,45.89,-,37.7,-,37.62
47,Construction In Progress,-,124.83,-,9.31,-,-,-,-,-,-
48,Order Backlog,1239,-,-,-,-,-,-,-,-,-
