,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,613,698,1196,3956,5248,6309,6416,6970,4273,1435,1414
1,Market Cap Growth,-82.37%,-82.37%,-77.22%,-37.29%,-18.21%,-9.49%,50.15%,385.58%,202.27%,-0.16%,11.14%
2,Enterprise Value,900,1015,1477,4055,5145,6089,6240,6799,4112,1217,1152
3,Last Close Price,0.15,0.17,0.30,0.99,1.31,1.56,1.58,1.70,1.03,0.34,0.32
4,PE Ratio,-,-19.48,-,66.07,66.46,52.48,52.26,77.62,86.44,22.87,25.85
5,PS Ratio,0.44,0.50,0.82,2.63,4.03,5.97,7.25,8.62,6.22,2.26,2.92
6,PB Ratio,1.67,1.49,2.57,7.82,11.18,13.71,14.77,16.15,10.03,3.54,3.15
7,P/TBV Ratio,1.89,1.89,3.27,9.51,13.63,15.01,14.77,16.15,10.03,3.54,3.15
8,P/FCF Ratio,-,-168.34,-,-,-,-,48.02,77.55,117.58,-,-47.97
9,P/OCF Ratio,5.61,5.61,-17.04,-,-,-,44.94,75.16,116.98,-,110.77
10,EV/Sales Ratio,0.64,0.72,1.02,2.69,3.95,5.76,7.05,8.41,5.99,1.92,2.38
11,EV/EBITDA Ratio,-,-27.95,-,37.89,51.97,46.30,45.11,61.59,67.74,16.64,17.70
12,EV/EBIT Ratio,-,-22.83,-,40.86,55.52,48.65,47.52,65.46,76.03,18.61,20.27
13,EV/FCF Ratio,-217.12,-244.98,-,-,-,-,46.70,75.64,113.16,-,-39.09
14,Debt / Equity Ratio,0.60,0.60,0.59,0.44,0.19,-,-,-,-,-,-
15,Debt / FCF Ratio,-,-67.31,-,-,-,-,-,-,-,-,-
16,Return on Capital Employed (ROCE),-,-8.06%,-,18.11%,19.75%,27.20%,30.22%,24.07%,12.69%,16.11%,12.64%
17,Earnings Yield,-5.84%,-5.13%,-0.94%,1.51%,1.50%,1.91%,1.91%,1.29%,1.16%,4.37%,3.87%
18,FCF Yield,-0.68%,-0.59%,-17.01%,-6.85%,-3.33%,0.43%,2.08%,1.29%,0.85%,-1.02%,-2.08%
19,Dividend Yield,0.00%,-,-,-,-,1.58%,1.72%,1.25%,1.15%,0.88%,-
20,Buyback Yield / Dilution,0.27%,0.25%,0.28%,0.34%,0.32%,0.45%,0.52%,0.34%,0.16%,0.16%,0.20%
21,Total Shareholder Return,0.27%,0.25%,0.28%,0.34%,0.32%,2.03%,2.24%,1.60%,1.31%,1.03%,0.20%
