,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,4976,4993,5114,4695,3206,2675,1772,1843,907.41,1150,Upgrade
1,Revenue Growth (YoY),-2.69%,6.35%,59.52%,75.50%,80.91%,45.14%,95.29%,60.23%,-5.96%,0.61%,Upgrade
2,Cost of Revenue,3940,4177,4025,3995,2600,2136,1378,1452,662.09,733.65,Upgrade
3,Gross Profit,1036,816.35,1089,700.36,605.46,538.98,394.57,391.18,245.32,416.73,Upgrade
4,"Selling, General & Admin",474.02,520.19,453.3,506.98,321.21,291.39,196.84,224.9,113.07,139.6,Upgrade
5,Other Operating Expenses,-1.12,0.21,-0.04,-7.76,-0.29,-,-,-,-,-,Upgrade
6,Operating Expenses,472.55,595.8,457.59,531.77,324.45,369.84,196.03,245.33,113.07,139.6,Upgrade
7,Operating Income,563.8,220.55,631.69,168.59,281.01,169.14,198.54,145.85,132.26,277.13,Upgrade
8,Interest Expense,-39.84,-53.71,-61.15,-40.52,-15.38,-10.36,-5.88,-7.68,-9.34,-8.99,Upgrade
9,Interest & Investment Income,14.79,28.09,61.11,46.94,49.66,42.4,37.84,50.33,32.22,34.47,Upgrade
10,Earnings From Equity Investments,44.33,49.25,41.53,56.86,31.21,39.84,43.71,34.56,0.4,2.93,Upgrade
11,Currency Exchange Gain (Loss),-0.12,-12.72,-64.97,-81.83,-77.05,24.7,2.1,54.52,-10.21,-9.51,Upgrade
12,Other Non Operating Income (Expenses),50.7,0.25,23.71,56.5,44.54,-36.02,15.71,8.05,6.16,4.92,Upgrade
13,EBT Excluding Unusual Items,633.66,231.71,631.93,206.55,313.99,229.7,292.03,285.64,151.49,300.95,Upgrade
14,Impairment of Goodwill,-,-141.02,-,-108.32,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-5.52,-16.09,-0.43,5.91,-0.28,-218.22,-21.88,-20.6,-4.55,-13.18,Upgrade
16,Gain (Loss) on Sale of Assets,-0.81,3.98,-6.37,5.16,0.26,-,-,0.18,-0.18,-0.42,Upgrade
17,Asset Writedown,-,-210.79,-,-0.51,-,-11.14,-0.01,-3.59,-,-,Upgrade
18,Other Unusual Items,-,-,-,0.2,-,-,-,0.36,9.43,-,Upgrade
19,Pretax Income,627.33,-132.21,625.13,108.98,313.96,0.33,270.14,261.99,156.19,287.36,Upgrade
20,Income Tax Expense,115.67,26.77,138.26,51.3,43.37,-220.21,64.82,51.89,45.97,75.25,Upgrade
21,Earnings From Continuing Operations,511.66,-158.98,486.87,57.69,270.6,220.54,205.33,210.1,110.22,212.11,Upgrade
22,Minority Interest in Earnings,-77.71,18.98,-89.19,-36.5,-25.93,-1.94,-6.01,-7.72,-2.47,-4.37,Upgrade
23,Net Income,433.95,-140,397.68,21.19,244.67,218.6,199.32,202.38,107.75,207.74,Upgrade
24,Net Income to Common,433.95,-140,397.68,21.19,244.67,218.6,199.32,202.38,107.75,207.74,Upgrade
25,Net Income Growth,9.12%,-,62.54%,-90.31%,22.75%,8.02%,84.97%,-2.58%,-41.16%,-9.25%,Upgrade
26,Shares Outstanding (Basic),1264,1264,1264,1266,1258,1256,1256,1254,1258,1256,Upgrade
27,Shares Outstanding (Diluted),1264,1264,1264,1266,1259,1264,1263,1262,1260,1259,Upgrade
28,Shares Change (YoY),-,-0.16%,0.45%,0.15%,-0.35%,0.21%,0.21%,0.21%,0.80%,0.14%,Upgrade
29,EPS (Basic),0.34,-0.11,0.31,0.02,0.19,0.17,0.16,0.16,0.09,0.17,Upgrade
30,EPS (Diluted),0.34,-0.11,0.31,0.02,0.19,0.17,0.16,0.16,0.09,0.16,Upgrade
31,EPS Growth,9.68%,-,63.16%,-90.16%,19.73%,6.27%,85.22%,-0.00%,-41.49%,-11.16%,Upgrade
32,Free Cash Flow,259.37,361.7,346.74,409.4,-12.09,458.92,53.08,226.38,207.76,331.96,Upgrade
33,Free Cash Flow Per Share,0.21,0.29,0.27,0.32,-0.01,0.36,0.04,0.18,0.16,0.26,Upgrade
34,Dividend Per Share,0.050,-,-,-,-,-,-,-,-,-,Upgrade
35,Operating Margin,11.33%,4.42%,12.35%,3.59%,8.77%,6.32%,11.20%,7.91%,14.58%,24.09%,Upgrade
36,Profit Margin,8.72%,-2.80%,7.78%,0.45%,7.63%,8.17%,11.25%,10.98%,11.87%,18.06%,Upgrade
37,Free Cash Flow Margin,5.21%,7.24%,6.78%,8.72%,-0.38%,17.15%,3.00%,12.28%,22.90%,28.86%,Upgrade
38,EBITDA,840.13,519.06,892.29,436.92,445.82,270.98,256.92,199.31,173.27,303.97,Upgrade
39,D&A For EBITDA,276.34,298.51,260.6,268.33,164.81,101.84,58.38,53.45,41.02,26.83,Upgrade
40,EBIT,563.8,220.55,631.69,168.59,281.01,169.14,198.54,145.85,132.26,277.13,Upgrade
