,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1290,1236,4003,3100,2343,2324,1487,2701,1408,2006,Upgrade
1,Short-Term Investments,-,-,385.97,324.3,210.54,311.03,523.88,164.93,21.15,25.11,Upgrade
2,Trading Asset Securities,-,-,-,-,80.67,-,324.06,105.3,1476,244.77,Upgrade
3,Cash & Short-Term Investments,1290,1236,4389,3424,2635,2635,2335,2972,2905,2276,Upgrade
4,Cash Growth,-70.60%,-63.90%,66.60%,29.95%,12.84%,-11.32%,-19.62%,30.56%,48.63%,19.98%,Upgrade
5,Accounts Receivable,1590,1567,1701,1513,1040,799.46,879.53,641.48,596.74,636.86,Upgrade
6,Other Receivables,78.71,66.54,915.94,1208,87.85,80.17,33.03,59.6,2.5,20.91,Upgrade
7,Receivables,1669,1633,2617,2720,1128,879.63,912.55,701.08,599.24,657.77,Upgrade
8,Inventory,274.19,302.08,356.35,367.48,178.56,185.08,145.75,142.04,109.68,62.12,Upgrade
9,Other Current Assets,289.03,257.79,239.89,254.16,213.69,224.8,413.55,332.18,294.27,202.21,Upgrade
10,Total Current Assets,3522,3429,7602,6766,4155,3925,3807,4147,3908,3198,Upgrade
11,"Property, Plant & Equipment",5298,5362,5425,5418,2283,2118,1588,1046,913.04,337.43,Upgrade
12,Long-Term Investments,1070,1031,1449,1573,1772,1928,1660,748.31,622.6,626.66,Upgrade
13,Goodwill,3599,3599,3740,3740,2435,2276,1721,1472,1472,1464,Upgrade
14,Other Intangible Assets,43.17,45.3,65.31,68.66,72,75.35,1342,1346,1437,2036,Upgrade
15,Long-Term Deferred Tax Assets,39.85,42.18,31.55,26.3,10.56,10.18,0.19,0.19,-,-,Upgrade
16,Other Long-Term Assets,146.05,145.32,190.72,225.81,136.26,135.17,155.71,153.48,157.49,157.25,Upgrade
17,Total Assets,13719,13654,18504,17818,10863,10468,10327,8963,8566,7874,Upgrade
18,Accounts Payable,1951,2080,6184,1734,1034,947.71,694.97,657.49,428.95,243.44,Upgrade
19,Accrued Expenses,-,756.23,-,844.33,-,448.21,-,320.56,-,124.87,Upgrade
20,Short-Term Debt,-,-,-,-,-,1666,1902,902.02,950.18,833.91,Upgrade
21,Current Portion of Long-Term Debt,398.89,1278,1385,1311,802.31,-,-,-,-,-,Upgrade
22,Current Portion of Leases,38.06,45.03,40.29,38.52,38.45,22.23,17.09,19.4,22.84,5.29,Upgrade
23,Current Income Taxes Payable,42.66,90.44,227.94,35.4,40.29,42.78,41.03,46.79,33.57,46.8,Upgrade
24,Current Unearned Revenue,21.11,135.91,1.15,170.41,2.43,91.72,0.82,117.18,-,4.67,Upgrade
25,Other Current Liabilities,1658,821.72,1726,990.72,755.11,225.03,584.07,143.76,466.64,125.29,Upgrade
26,Total Current Liabilities,4110,5207,9564,5124,2672,3444,3240,2207,1902,1384,Upgrade
27,Long-Term Debt,1617,884.85,1049,1017,940.71,-,-,-,-,-,Upgrade
28,Long-Term Leases,103.14,103.64,50.8,35.31,45.97,40.25,44.57,46.78,71.88,13.6,Upgrade
29,Long-Term Unearned Revenue,21.23,23.06,48.77,41.45,15.02,4.12,3,-,-,-,Upgrade
30,Long-Term Deferred Tax Liabilities,30.67,33.78,70.92,71.32,70.22,95.25,372.38,317.62,320.08,317.83,Upgrade
31,Other Long-Term Liabilities,23.85,24,169.53,499.17,1.83,0.33,0.27,3.84,5.03,-,Upgrade
32,Total Liabilities,6270,6641,11325,7164,3795,3621,3706,2623,2342,1734,Upgrade
33,Common Stock,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,Upgrade
34,Additional Paid-In Capital,5496,5572,5572,5615,5623,5785,5787,5878,5878,5993,Upgrade
35,Retained Earnings,2228,1794,1938,1537,1472,1271,1052,852.85,650.47,542.72,Upgrade
36,Treasury Stock,-206.58,-206.58,-206.58,-206.58,-213.78,-280.45,-282.77,-282.77,-283.15,-283.15,Upgrade
37,Comprehensive Income & Other,-1348,-1348,-1344,2561,-356.53,-325.28,-336.54,-342.69,-342.75,-349.03,Upgrade
38,Total Common Equity,6170,5812,5959,9506,6525,6451,6220,6105,5903,5904,Upgrade
39,Minority Interest,1279,1201,1220,1148,543.17,395.67,400.74,235,321.32,236.48,Upgrade
