,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,135721,135721,99671,99671,162307,75392,28933,-,18770,46462,-,55641,-,-,-,23990,99863,28914,12118,13406,Upgrade
1,Cash & Short-Term Investments,135721,135721,99671,99671,162307,75392,28933,-,18770,46462,55641,55641,-,-,-,23990,99863,28914,12118,13406,Upgrade
2,Cash Growth,-16.38%,80.02%,244.49%,-,764.72%,62.27%,-48.00%,-,-,-,-,131.93%,-,-,-,78.96%,358.99%,-,-25.11%,-35.00%,Upgrade
3,Accounts Receivable,545119,545119,620263,620263,790291,719775,747565,-,888497,917148,-,727951,-,-,-,778279,793645,852979,882234,866029,Upgrade
4,Other Receivables,60563,60563,58325,58325,51750,53264,53787,-,55152,50156,-,54399,-,-,-,18569,12457,12779,9931,22747,Upgrade
5,Receivables,605682,605682,678588,678588,842041,773039,801352,-,943649,967304,-,782350,-,-,-,796848,806102,865758,892165,888776,Upgrade
6,Inventory,546240,546240,556447,556447,427481,417019,461015,-,542965,839040,-,621519,-,-,-,463650,474634,345355,517548,417819,Upgrade
7,Prepaid Expenses,85.88,85.88,3712,3712,6982,1487,2802,-,1862,219.8,-,-,-,-,-,500,620.42,2216,2967,2085,Upgrade
8,Other Current Assets,39237,39237,39002,39002,41556,11378,11912,-,27435,50347,-,26695,-,-,-,18896,105108,13703,23258,19774,Upgrade
9,Total Current Assets,1326965,1326965,1377420,1377420,1480367,1278315,1306014,-,1534681,1903373,-,1486205,-,-,-,1303883,1486326,1255946,1448056,1341860,Upgrade
10,"Property, Plant & Equipment",856841,856841,824889,824889,817134,808772,636004,-,443937,433115,-,421244,-,-,-,188967,191619,197059,202165,200089,Upgrade
11,Long-Term Investments,124535,124535,117220,117220,113639,110307,111998,-,163459,160803,-,139536,-,-,-,119239,110851,110851,110584,110584,Upgrade
