,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,1639576,1773404,1887528,1887528,2139107,1716829,1577672,1849879,1938179,1688167,2097287,1810987,1256438,1961909,1808081,1839155,1527258,1459659,1843648,1612571,Upgrade
1,Revenue Growth (YoY),-23.35%,3.30%,19.64%,2.04%,10.37%,1.70%,-24.78%,2.15%,54.26%,-13.95%,16.00%,-1.53%,-17.73%,34.41%,-1.93%,14.05%,-13.25%,-9.56%,-0.31%,14.94%,Upgrade
2,Cost of Revenue,1531975,1699912,1850025,1850025,2074894,1671971,1537789,1808959,1910644,1635745,2037436,1730522,1195698,1891301,1747118,1732526,1468794,1414716,1792956,1531891,Upgrade
3,Gross Profit,107601,73492,37503,37503,64213,44858,39883,40920,27534,52422,59851,80465,60739,70608,60963,106629,58463,44943,50692,80680,Upgrade
4,"Selling, General & Admin",21867,20554,18523,18523,28573,22446,16955,17096,16711,14569,16777,35156,17570,28032,24484,38631,24396,23860,27497,31846,Upgrade
5,Operating Expenses,21867,20554,18523,18523,28573,22446,16955,17096,16711,14569,16777,35156,17570,28032,24484,38631,24396,23860,27497,31846,Upgrade
6,Operating Income,85734,52938,18980,18980,35640,22412,22928,23824,10823,37853,43074,45309,43169,42576,36479,67997,34067,21083,23195,48834,Upgrade
7,Interest Expense,-5419,-5419,-4970,-4970,-7530,-9230,-9966,-9703,-8534,-9786,-8111,-7106,-7380,-6138,-5775,-5593,-6618,-11180,-6934,-9370,Upgrade
8,Interest & Investment Income,878.7,447.37,29.92,29.92,19.96,31.84,60913,30542,30.73,18.03,17.31,19.98,755.02,12.79,17.09,11.74,13.41,116.7,13.19,11.09,Upgrade
