,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1621,1435,1261,1114,971.19,860.03,806,636.56,557.47,-
1,Revenue Growth (YoY),28.57%,28.79%,29.83%,29.55%,20.49%,35.11%,44.58%,-,20.14%,-
2,Cost of Revenue,568.55,533,506.86,430.25,467.8,267.69,273.25,198.42,201.73,-
3,Gross Profit,1053,901.85,754.02,683.89,503.39,592.33,532.76,438.14,355.73,-
4,"Selling, General & Admin",382.55,363.4,365.7,355.89,319.08,341.51,314.46,257.84,235.58,-
5,Research & Development,425.27,341.22,294.26,320.88,265.49,286.03,259.46,216.2,188.01,-
6,Operating Expenses,807.82,704.62,659.97,676.77,584.56,627.55,573.92,474.04,423.59,-
7,Operating Income,244.79,197.24,94.05,7.12,-81.18,-35.22,-41.16,-35.9,-67.86,-
8,Interest Expense,-,-4.79,-,-8.92,-,-0.66,-,-8.21,-,-
9,Interest & Investment Income,23.9,46.68,23.58,16.15,-,6.57,7.66,16.4,25.5,-
10,Earnings From Equity Investments,-13.49,-6.17,-12.89,-7.44,-5.72,-0.76,-0.88,3.08,1.48,-
11,Currency Exchange Gain (Loss),-,2.47,-,7.7,-,-1.18,-1.99,-4.19,0.05,-
12,Other Non Operating Income (Expenses),85.63,132.74,220.3,65.16,-221.31,166.52,-55.65,30.01,23.08,-
13,EBT Excluding Unusual Items,340.83,368.18,325.04,79.76,-308.21,135.27,-92.02,1.19,-17.75,-
14,Impairment of Goodwill,-,-155.27,-,-,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,2.83,-78.68,-88.48,471.72,50.5,196.62,-23.18,-10.29,-9.26,-
16,Gain (Loss) on Sale of Assets,-,67.3,-,-,-,-,-,-9.5,9.5,-
17,Asset Writedown,-,-,-,-118.54,-,-227.62,-,-,-,-
18,Pretax Income,343.66,201.53,236.56,432.94,-257.71,104.27,-115.2,-18.59,-17.51,-
19,Income Tax Expense,39.94,44.58,27.09,132.44,23.9,44.02,22.48,16.55,7.48,-
20,Earnings From Continuing Operations,303.72,156.95,209.47,300.5,-281.61,60.25,-137.68,-35.14,-24.99,-
21,Net Income to Company,303.72,156.95,209.47,300.5,-281.61,60.25,-137.68,-35.14,-24.99,-
22,Minority Interest in Earnings,-0.29,-6.28,18.16,59.88,15.37,23.9,9.01,10.12,9.04,-
23,Net Income,303.43,150.67,227.63,360.39,-266.25,84.15,-128.67,-25.02,-15.95,-
24,Net Income to Common,303.43,150.67,227.63,360.39,-266.25,84.15,-128.67,-25.02,-15.95,-
25,Net Income Growth,33.30%,-58.19%,-,328.26%,-,-,-,-,-,-
26,Shares Outstanding (Basic),4468,4424,4406,4387,4366,4322,4315,4300,4280,-
27,Shares Outstanding (Diluted),4484,4468,4463,4534,4366,4322,4315,4300,4280,-
28,Shares Change (YoY),0.47%,-1.47%,2.23%,4.92%,1.17%,0.50%,0.82%,-,2.17%,-
29,EPS (Basic),0.07,0.03,0.05,0.08,-0.06,0.02,-0.03,-0.01,-0.00,-
30,EPS (Diluted),0.06,0.03,0.05,0.08,-0.06,0.02,-0.03,-0.01,-0.00,-
31,EPS Growth,28.35%,-61.23%,-,297.51%,-,-,-,-,-,-
32,Free Cash Flow,237.61,250.08,111.38,325.77,-142.19,303.82,-364.8,-178.04,-84.31,-
33,Free Cash Flow Per Share,0.05,0.06,0.02,0.07,-0.03,0.07,-0.08,-0.04,-0.02,-
34,Operating Margin,15.10%,13.75%,7.46%,0.64%,-8.36%,-4.09%,-5.11%,-5.64%,-12.17%,-
35,Profit Margin,18.72%,10.50%,18.05%,32.35%,-27.41%,9.78%,-15.96%,-3.93%,-2.86%,-
36,Free Cash Flow Margin,14.66%,17.43%,8.83%,29.24%,-14.64%,35.33%,-45.26%,-27.97%,-15.12%,-
37,EBITDA,265.17,213.84,118.82,2.72,-49.75,-11.75,-29.48,-13.34,-34.31,-
38,D&A For EBITDA,20.38,16.6,24.77,-4.4,31.43,23.46,11.68,22.56,33.55,39.52
39,EBIT,244.79,197.24,94.05,7.12,-81.18,-35.22,-41.16,-35.9,-67.86,-
40,Advertising Expenses,114.86,-,101.41,-,-,-,-,-,-,-
