,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,351.5,640.63,664.57,946.6,793.07,738.73,772.26,1158,649.29,864.61
1,Short-Term Investments,907,673.81,576.1,393.43,227.43,489.46,295.39,873.9,1755,1647
2,Cash & Short-Term Investments,1259,1314,1241,1340,1020,1228,1068,2032,2404,2512
3,Cash Growth,1.44%,-1.91%,21.58%,9.11%,-4.42%,-39.56%,-55.60%,-19.09%,-2.22%,-6.75%
4,Accounts Receivable,443.81,1124,920.48,861.85,1014,1016,1062,689.83,617.22,656.5
5,Other Receivables,-1.57,64.79,45.33,55.55,37.77,45.01,28.25,73.91,67.66,78.24
6,Receivables,465.25,1209,985.81,937.4,1073,1107,1090,763.73,684.88,734.74
7,Inventory,121.81,53.84,52.44,25.59,45.09,4.89,3.57,1.48,4.34,14.31
8,Prepaid Expenses,70.18,66.69,83.42,66.06,107.5,131.66,150.33,66.16,52.13,30.28
9,Restricted Cash,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5
10,Other Current Assets,931.63,124.35,91.23,86.46,77.64,60.56,65.7,45.7,33.43,49.5
11,Total Current Assets,2848,2769,2454,2456,2324,2533,2378,2910,3180,3341
12,"Property, Plant & Equipment",545.17,539.64,484.66,469.11,450.13,424.57,404.05,390.67,63.21,126.51
13,Long-Term Investments,1747,1653,1455,1405,909,986.29,730.78,802.28,772.51,637.97
14,Goodwill,396.34,82.67,237.94,237.94,237.94,16.4,178.44,178.44,-,220.89
15,Other Intangible Assets,841.17,693.08,621.9,421.91,517.33,761,732.32,214.51,405.29,276.91
16,Long-Term Deferred Tax Assets,13.06,9.29,10.73,8.94,8.33,7.02,7.74,3.78,3.04,3.04
17,Other Long-Term Assets,11.17,20.24,9.51,5.64,2.69,19.5,4.13,7.89,9.76,9.47
18,Total Assets,6401,5767,5274,5004,4449,4747,4435,4507,4434,4616
19,Accounts Payable,173.75,140.6,131.64,135.32,92.95,104.16,96.32,107.61,98.61,117.8
20,Accrued Expenses,429.24,522.91,520.97,441.17,443.02,621.33,483.4,464.91,279.6,385.68
21,Short-Term Debt,93.8,14.98,19.98,10,10,10,10,5,-,-
22,Current Portion of Long-Term Debt,135.41,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,26.98,29.96,16.15,16.78,16.3,20.63,24.37,25.98,27.76,30.76
24,Current Income Taxes Payable,91.6,60.69,80.14,62.74,48.57,55.96,52.59,50.66,49.35,44.06
25,Current Unearned Revenue,652.35,423.59,233.05,245.24,180.76,158.38,106.49,71.59,47.56,58.95
26,Other Current Liabilities,86.9,71.7,142.2,157.62,178.69,78.42,68.94,87.84,159.63,94.01
27,Total Current Liabilities,1690,1264,1144,1069,970.28,1049,842.11,813.6,662.51,731.25
28,Long-Term Debt,-,134.57,-,-,-,-,-,-,-,-
29,Long-Term Leases,35.33,45.35,9.71,11.37,15.74,17.91,11.04,2.81,7.82,18.65
30,Long-Term Deferred Tax Liabilities,212.95,209.15,205.62,214.6,105.61,80.28,53.15,41.95,34.5,45.52
31,Other Long-Term Liabilities,-,-,-,-,-,84.43,82.49,80.97,-,85.09
32,Total Liabilities,1938,1653,1359,1295,1092,1232,988.79,939.33,704.83,880.51
33,Common Stock,0.29,0.28,0.28,0.28,0.3,0.28,0.28,0.28,0.28,0.28
34,Additional Paid-In Capital,7104,7094,7094,7174,7174,7137,7137,7135,7135,7134
35,Retained Earnings,-2726,-3030,-3180,-3408,-3768,-3502,-3579,-3451,-3425,-3410
36,Comprehensive Income & Other,79.36,44.46,117.75,3.18,-48.67,-118.47,-116.25,-130.66,-6.94,-86.58
37,Total Common Equity,4458,4109,4031,3770,3357,3516,3441,3554,3703,3638
38,Minority Interest,5.14,4.84,-116.78,-60.11,0.48,-0.56,5.44,13.91,25.69,97.34
39,Shareholders' Equity,4463,4114,3914,3710,3358,3516,3447,3568,3729,3735
40,Total Liabilities & Equity,6401,5767,5274,5004,4449,4747,4435,4507,4434,4616
41,Total Debt,291.52,224.85,45.84,38.15,42.03,48.54,45.41,33.78,35.58,49.4
42,Net Cash (Debt),966.98,1090,1195,1302,978.46,1180,1022,1998,2369,2462
43,Net Cash Growth,-19.07%,-16.31%,22.11%,10.36%,-4.28%,-40.97%,-56.85%,-18.84%,-1.28%,-8.25%
44,Net Cash Per Share,0.22,0.24,0.27,0.29,0.22,0.27,0.24,0.46,0.55,-
45,Filing Date Shares Outstanding,4535,4535,4447,4444,4412,4412,4352,4314,4312,4311
46,Total Common Shares Outstanding,4535,4478,4447,4443,4412,4352,4352,4314,4312,4289
47,Working Capital,1158,1504,1310,1387,1354,1484,1536,2096,2517,2610
48,Book Value Per Share,0.98,0.92,0.91,0.85,0.76,0.81,0.79,0.82,0.86,0.85
49,Tangible Book Value,3220,3333,3171,3110,2602,2739,2530,3161,3298,3140
50,Tangible Book Value Per Share,0.71,0.74,0.71,0.70,0.59,0.63,0.58,0.73,0.76,0.73
51,Buildings,430.95,426.26,424.26,-,-,-,-,-,-,-
52,Machinery,147.61,122.26,-,84.46,-,74.49,-,64.76,-,191.41
53,Construction In Progress,3.6,4.74,0.56,428.38,401.86,365.79,-,343.42,-,-
54,Leasehold Improvements,-,-,-,-,-,41.1,-,38.67,-,56.33
