,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,27351,11973,16120,13162,6087,4589,6746,7659,6213,6555,7033
1,Market Cap Growth,-9.03%,-9.03%,164.84%,186.83%,-9.78%,-40.09%,8.58%,16.85%,-11.66%,-38.37%,-23.49%
2,Enterprise Value,26318,10778,14702,11622,4941,3140,5523,5303,3642,3909,4406
3,Last Close Price,6.00,2.58,3.48,2.86,1.31,0.99,1.48,1.68,1.38,1.45,1.57
4,PE Ratio,59.25,24.54,38.68,20.71,57.19,-,-123.47,-,-,-,-
5,Forward PE,35.97,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,34.64,-
6,PS Ratio,8.12,3.65,5.43,5.13,2.58,2.14,3.30,4.41,4.38,10.72,-
7,PB Ratio,5.68,2.50,3.56,3.11,1.45,1.17,1.56,1.85,1.47,1.60,1.68
8,P/TBV Ratio,3.46,3.46,4.39,3.84,1.73,1.51,2.01,2.52,1.66,1.81,2.00
9,P/FCF Ratio,52.20,22.85,40.48,27.86,29.33,-,-90.13,-,-,-,-
10,P/OCF Ratio,20.84,20.84,35.41,24.52,23.01,-,-208.83,-,58.64,-,-
11,EV/Sales Ratio,8.01,3.28,4.95,4.53,2.10,1.46,2.70,3.06,2.57,6.39,-
12,EV/EBITDA Ratio,51.72,20.94,40.12,88.50,-92.94,-,-,-,-,-,-
13,EV/EBIT Ratio,57.99,22.69,45.82,106.31,-59.02,-,-,-,-,-,-
14,EV/FCF Ratio,50.22,20.57,36.92,24.60,23.81,-,-73.80,-,-,-,-
15,Debt / Equity Ratio,0.07,0.07,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
16,Debt / FCF Ratio,0.60,0.60,0.62,0.10,0.21,-,-0.80,-,-,-,-
17,Return on Capital Employed (ROCE),9.38%,9.38%,6.47%,2.45%,-1.88%,-,-,-,-,-,-
18,Earnings Yield,1.78%,4.08%,2.59%,4.83%,1.75%,-4.65%,-0.81%,-2.41%,-0.78%,-0.27%,-
19,FCF Yield,1.92%,4.38%,2.47%,3.59%,3.41%,4.13%,-1.11%,-8.52%,-5.01%,-1.41%,-
20,Buyback Yield / Dilution,0.51%,-0.47%,1.47%,-2.23%,-4.92%,-1.17%,-0.50%,-0.82%,-,-2.17%,-
21,Total Shareholder Return,1.11%,-0.47%,1.47%,-2.23%,-4.92%,-1.17%,-0.50%,-0.82%,-,-2.17%,-
