,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,8644,6363,6322,5843,6529,9132,10637,9124,9250,6069,5813,Upgrade
1,Market Cap Growth,8.91%,8.91%,-3.17%,-36.02%,-38.62%,0.09%,14.99%,50.35%,59.12%,-3.79%,5.21%,Upgrade
2,Enterprise Value,14176,10671,10485,9612,10750,11795,10290,12341,14691,11869,12408,Upgrade
3,Last Close Price,6.04,4.43,4.16,3.81,4.09,5.70,6.36,5.46,5.38,3.53,3.22,Upgrade
4,PE Ratio,9.66,7.29,6.86,7.10,7.93,7.79,8.10,7.07,8.66,7.23,7.18,Upgrade
5,Forward PE,8.78,6.21,6.21,6.21,4.57,6.45,7.92,7.48,9.22,7.39,6.14,Upgrade
6,PS Ratio,0.11,0.08,0.09,0.08,0.08,0.11,0.14,0.12,0.13,0.09,0.09,Upgrade
7,PB Ratio,1.09,0.78,0.77,0.77,0.85,1.21,1.34,1.29,1.36,1.08,1.03,Upgrade
8,P/TBV Ratio,0.84,0.84,0.80,0.81,0.89,1.27,1.41,1.35,1.43,1.15,1.09,Upgrade
9,P/FCF Ratio,11.50,8.46,10.51,3.25,143.91,-,-,3.37,3.57,3.22,5.23,Upgrade
10,P/OCF Ratio,8.05,8.05,9.88,3.21,97.51,-,-,3.34,3.54,3.16,5.07,Upgrade
11,PEG Ratio,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,Upgrade
12,EV/Sales Ratio,0.18,0.13,0.14,0.13,0.14,0.14,0.13,0.16,0.21,0.18,0.19,Upgrade
13,EV/EBITDA Ratio,8.76,7.23,7.13,6.44,7.89,7.52,6.25,7.67,10.17,9.48,9.86,Upgrade
14,EV/EBIT Ratio,9.41,7.45,7.36,6.67,8.15,7.72,6.39,7.86,10.45,9.78,10.17,Upgrade
15,EV/FCF Ratio,18.85,14.19,17.43,5.35,236.95,-,-,4.56,5.67,6.30,11.17,Upgrade
16,Debt / Equity Ratio,1.21,1.21,1.03,1.09,1.13,1.14,0.86,0.72,1.06,1.39,1.51,Upgrade
17,Debt / FCF Ratio,13.11,13.11,14.04,4.62,190.62,-,-,1.89,2.80,4.15,7.66,Upgrade
18,Return on Capital Employed (ROCE),17.12%,17.12%,16.82%,15.76%,14.23%,16.57%,16.68%,21.55%,20.00%,16.70%,16.64%,Upgrade
19,Earnings Yield,10.10%,13.72%,14.58%,14.08%,12.61%,12.83%,12.35%,14.15%,11.54%,13.83%,13.93%,Upgrade
20,FCF Yield,8.70%,11.82%,9.51%,30.75%,0.69%,-20.03%,6.03%,29.67%,28.01%,31.03%,19.12%,Upgrade
21,Buyback Yield / Dilution,1.08%,1.29%,0.87%,0.59%,0.50%,-0.27%,-0.45%,0.16%,0.49%,0.51%,1.23%,Upgrade
22,Total Shareholder Return,5.33%,1.29%,0.87%,0.59%,0.50%,-0.27%,-0.45%,0.16%,0.49%,0.51%,1.23%,Upgrade
