,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,40083,39859,34032,39258,38066,43462,34873,41130,28832,36178,Upgrade
1,Revenue Growth (YoY),17.78%,1.53%,-10.60%,-9.67%,9.16%,5.67%,20.96%,13.69%,-4.00%,4.74%,Upgrade
2,Cost of Revenue,38309,38157,32238,37654,36293,41514,33182,39376,27459,34641,Upgrade
3,Gross Profit,1774,1702,1794,1604,1774,1948,1691,1754,1373,1537,Upgrade
4,"Selling, General & Admin",1012,1039,1032,980.94,1084,1118,925.74,942.71,800.27,899.84,Upgrade
5,Other Operating Expenses,-30.51,24.15,-22.06,-33.6,28.34,-36.29,22.55,-14.67,-7.46,3.22,Upgrade
6,Operating Expenses,981.2,1063,1010,947.34,1112,1082,948.29,928.04,792.82,903.06,Upgrade
7,Operating Income,793.24,638.89,784.94,657,661.22,866.4,742.88,826.41,580.05,633.83,Upgrade
8,Interest Expense,-201.13,-177.01,-163.05,-155.19,-103.3,-74.42,-72.1,-83.76,-110.15,-163.51,Upgrade
9,Interest & Investment Income,-,29.26,-,20.17,-,20.57,-,13.92,-,21.82,Upgrade
10,Earnings From Equity Investments,25.74,48.23,18.88,-2.43,14.44,27.53,12.92,-13.9,34.72,28.23,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,9.59,Upgrade
12,EBT Excluding Unusual Items,617.85,539.37,640.78,519.55,572.35,840.07,683.7,742.66,504.62,529.95,Upgrade
13,Gain (Loss) on Sale of Investments,-17.85,11.58,-29.52,-49.65,39.53,-44.73,76.1,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-0.02,-,0.33,Upgrade
15,Pretax Income,600.01,550.94,611.26,469.9,611.88,795.34,759.8,742.65,504.62,530.28,Upgrade
16,Income Tax Expense,122.47,130.99,109.18,149.44,109.28,126.34,114.77,96.41,83.28,112.34,Upgrade
17,Earnings From Continuing Operations,477.53,419.95,502.08,320.47,502.6,669,645.02,646.24,421.34,417.94,Upgrade
18,Minority Interest in Earnings,-24.22,-,-,-,-,-,-,-,-,-,Upgrade
19,Net Income,453.32,419.95,502.08,320.47,502.6,669,645.02,646.24,421.34,417.94,Upgrade
20,Net Income to Common,453.32,419.95,502.08,320.47,502.6,669,645.02,646.24,421.34,417.94,Upgrade
21,Net Income Growth,-9.71%,31.04%,-0.10%,-52.10%,-22.08%,3.52%,53.09%,54.63%,7.48%,10.32%,Upgrade
22,Shares Outstanding (Basic),1392,1400,1410,1412,1418,1419,1414,1411,1415,1418,Upgrade
23,Shares Outstanding (Diluted),1392,1400,1410,1412,1418,1419,1415,1413,1417,1420,Upgrade
24,Shares Change (YoY),-1.29%,-0.87%,-0.59%,-0.50%,0.27%,0.45%,-0.16%,-0.49%,-0.51%,-1.23%,Upgrade
25,EPS (Basic),0.33,0.30,0.36,0.23,0.35,0.47,0.46,0.46,0.30,0.29,Upgrade
26,EPS (Diluted),0.33,0.30,0.36,0.23,0.35,0.47,0.46,0.46,0.30,0.29,Upgrade
27,EPS Growth,-8.53%,32.21%,0.49%,-51.87%,-22.29%,3.06%,53.33%,55.38%,8.03%,11.70%,Upgrade
28,Free Cash Flow,611.93,140.01,461.4,1335,-1290,-539.63,1181,1526,1066,817.23,Upgrade
29,Free Cash Flow Per Share,0.44,0.10,0.33,0.95,-0.91,-0.38,0.84,1.08,0.75,0.58,Upgrade
30,Operating Margin,1.98%,1.60%,2.31%,1.67%,1.74%,1.99%,2.13%,2.01%,2.01%,1.75%,Upgrade
31,Profit Margin,1.13%,1.05%,1.48%,0.82%,1.32%,1.54%,1.85%,1.57%,1.46%,1.16%,Upgrade
32,Free Cash Flow Margin,1.53%,0.35%,1.36%,3.40%,-3.39%,-1.24%,3.39%,3.71%,3.70%,2.26%,Upgrade
33,EBITDA,816.72,659.95,811.2,680.72,682.49,885.81,761.29,846.89,598.24,653.44,Upgrade
34,D&A For EBITDA,23.48,21.06,26.25,23.72,21.27,19.4,18.41,20.48,18.2,19.62,Upgrade
35,EBIT,793.24,638.89,784.94,657,661.22,866.4,742.88,826.41,580.05,633.83,Upgrade
