,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3694,3325,3331,3829,3233,3247,2564,3559,2364,2328,Upgrade
1,Short-Term Investments,38,38,809.08,16,1147,16,2886,848.04,-,385.02,Upgrade
2,Trading Asset Securities,787.55,771.56,-,1034,-,862.13,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,4519,4135,4140,4879,4380,4126,5450,4407,2364,2713,Upgrade
4,Cash Growth,9.15%,-15.25%,-5.48%,18.25%,-19.64%,-6.39%,130.51%,62.47%,35.00%,48.31%,Upgrade
5,Accounts Receivable,15475,14646,13210,13071,15128,14700,12404,13207,11341,12719,Upgrade
6,Other Receivables,2256,2166,1702,1260,1975,1529,1190,1450,1889,1446,Upgrade
7,Receivables,17731,16812,14912,14331,17103,16229,13594,14657,13230,14165,Upgrade
8,Inventory,10315,11309,9704,10072,9302,9337,5461,5502,5361,5986,Upgrade
9,Other Current Assets,536.97,629.81,268.94,3360,587.83,263.92,3.43,2660,4.25,4.23,Upgrade
10,Total Current Assets,33102,32885,29025,32642,31372,29955,24509,27227,20960,22867,Upgrade
11,"Property, Plant & Equipment",918.42,909.42,903.83,917.52,619.56,680.4,672.92,682.14,628.56,649.87,Upgrade
12,Long-Term Investments,559.52,723.51,679.95,684.3,698.75,1000,1145,982.66,964.34,970.8,Upgrade
13,Goodwill,-,334.1,-,330.95,-,329.2,-,332.34,319.93,324.1,Upgrade
14,Other Intangible Assets,347.52,20.56,351.49,25.09,352.43,28.87,354.74,27.04,-,-,Upgrade
15,Long-Term Deferred Tax Assets,153.31,146.13,144.95,166.05,177.43,182.67,168.37,174.53,123.47,123.08,Upgrade
16,Long-Term Deferred Charges,2.31,1.56,1.33,0.99,0.02,0.05,0.19,0.35,0.51,0.89,Upgrade
17,Total Assets,35083,35020,31107,34767,33220,32176,26850,29426,22996,24936,Upgrade
18,Accounts Payable,13974,15562,13105,13127,14147,15224,10250,10795,8421,9627,Upgrade
19,Short-Term Debt,-,-,-,2.9,5.84,269.54,12.84,269.84,255.78,264.75,Upgrade
20,Current Portion of Long-Term Debt,9550,8104,6673,6972,6873,4727,4841,6733,5845,6502,Upgrade
21,Current Portion of Leases,123.24,129.38,102.08,107.84,106.35,102.53,97.91,95.8,77.9,90.13,Upgrade
22,Current Income Taxes Payable,140.5,132.16,128.23,148.19,122.14,123.95,130.02,134.8,94.25,94.98,Upgrade
23,Current Unearned Revenue,309.36,559.14,279.26,449.34,605.84,707.98,708.42,711.46,317.67,544.7,Upgrade
24,Other Current Liabilities,2621,2069,1671,4698,2142,1375,3529,3652,716.16,481.65,Upgrade
25,Total Current Liabilities,26718,26556,21959,25505,24002,22530,19569,22393,15727,17605,Upgrade
26,Long-Term Debt,0.36,-,1400,1447,1498,1543,-,-,1456,1488,Upgrade
27,Long-Term Leases,184.42,209.01,127.96,117.41,117.85,147,150.96,165.94,170.45,168.07,Upgrade
28,Long-Term Unearned Revenue,0.62,1.18,3.09,2.38,0.53,0.86,0.26,0.48,0.7,1.19,Upgrade
29,Long-Term Deferred Tax Liabilities,30.21,31.21,30.78,36.32,48.08,44.57,38.67,40.25,29.01,19.19,Upgrade
30,Total Liabilities,26933,26798,23521,27109,25666,24265,19759,22599,17384,19282,Upgrade
31,Common Stock,143.69,143.69,144.99,145.09,145.42,145.52,145.52,145.45,145.18,145.33,Upgrade
32,Additional Paid-In Capital,883.19,883.19,883.19,883.19,883.19,883.19,883.19,880.91,872.85,872.14,Upgrade
33,Retained Earnings,7957,7873,7505,7254,6949,6846,6177,5852,5206,5033,Upgrade
34,Comprehensive Income & Other,-1027,-676.81,-947.66,-624.16,-423.76,37,-113.71,-51.91,-610.74,-395.58,Upgrade
35,Total Common Equity,7957,8223,7585,7658,7554,7911,7092,6826,5613,5654,Upgrade
36,Minority Interest,193.06,-,-,-,-,-,-,-,-,-,Upgrade
37,Shareholders' Equity,8150,8223,7585,7658,7554,7911,7092,6826,5613,5654,Upgrade
38,Total Liabilities & Equity,35083,35020,31107,34767,33220,32176,26850,29426,22996,24936,Upgrade
39,Total Debt,9858,8442,8303,8648,8601,6789,5103,7265,7805,8513,Upgrade
40,Net Cash (Debt),-5338,-4308,-4163,-3769,-4221,-2663,347.3,-2858,-5441,-5800,Upgrade
41,Net Cash Per Share,-3.84,-3.08,-2.95,-2.67,-2.98,-1.88,0.25,-2.02,-3.84,-4.08,Upgrade
42,Filing Date Shares Outstanding,1436,1437,1450,1451,1454,1455,1455,1454,1452,1453,Upgrade
