,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,26671,27658,33760,38350,48170,42824,46659,61232,65130,72214,66027,Upgrade
1,Market Cap Growth,-27.88%,-27.88%,-29.92%,-10.45%,3.24%,-30.06%,-28.36%,-15.21%,-1.36%,5.66%,-2.81%,Upgrade
2,Enterprise Value,26554,23565,30939,36789,46608,43121,47434,61854,67077,73725,70629,Upgrade
3,Last Close Price,22.95,23.05,27.38,30.26,37.15,32.30,34.40,43.33,44.37,47.93,42.88,Upgrade
4,PE Ratio,8.23,8.63,10.94,18.93,22.13,13.59,11.61,12.13,11.94,15.34,15.10,Upgrade
5,Forward PE,9.14,8.26,10.07,11.17,13.12,11.22,10.00,11.31,11.39,14.69,13.92,Upgrade
6,PS Ratio,1.05,1.10,1.29,1.50,1.88,1.66,1.83,2.38,2.45,2.91,2.62,Upgrade
7,PB Ratio,1.19,1.22,1.49,1.75,2.15,1.84,1.97,2.60,2.79,3.48,3.25,Upgrade
8,P/TBV Ratio,1.27,1.27,1.55,1.83,2.26,1.93,2.08,2.74,2.94,3.68,3.44,Upgrade
9,P/FCF Ratio,12.74,13.21,12.74,16.82,15.85,9.96,9.94,14.36,12.81,14.19,23.44,Upgrade
10,P/OCF Ratio,7.37,7.37,7.91,9.79,11.18,8.10,8.26,11.73,10.88,11.92,17.28,Upgrade
11,PEG Ratio,2.29,2.29,0.57,0.46,3.09,2.64,-,-,1.46,1.83,2.40,Upgrade
12,EV/Sales Ratio,1.06,0.94,1.18,1.44,1.82,1.67,1.86,2.40,2.52,2.97,2.81,Upgrade
13,EV/EBITDA Ratio,5.35,4.80,6.48,8.65,9.99,9.46,8.49,9.54,9.38,10.69,11.02,Upgrade
14,EV/EBIT Ratio,6.67,5.92,8.00,10.88,12.44,11.96,10.32,11.19,10.78,12.19,12.71,Upgrade
15,EV/FCF Ratio,12.68,11.25,11.67,16.14,15.34,10.03,10.11,14.51,13.19,14.49,25.08,Upgrade
16,Debt / Equity Ratio,0.98,0.98,0.69,1.18,0.86,1.15,0.95,1.21,1.06,1.56,1.19,Upgrade
17,Debt / FCF Ratio,10.62,10.62,5.93,11.33,6.35,6.25,4.78,6.70,4.88,6.36,8.59,Upgrade
18,Return on Capital Employed (ROCE),15.65%,15.65%,16.59%,15.13%,15.10%,13.85%,18.49%,21.29%,23.42%,25.40%,25.38%,Upgrade
19,Earnings Yield,12.02%,11.59%,9.14%,5.28%,4.52%,7.36%,8.61%,8.24%,8.38%,6.52%,6.62%,Upgrade
20,FCF Yield,7.85%,7.57%,7.85%,5.94%,6.31%,10.04%,10.06%,6.96%,7.81%,7.04%,4.27%,Upgrade
21,Dividend Yield,6.55%,6.53%,5.63%,5.00%,4.26%,5.08%,6.07%,6.38%,6.69%,5.61%,5.87%,Upgrade
22,Buyback Yield / Dilution,1.06%,1.71%,0.41%,-,0.47%,1.69%,1.76%,0.63%,0.09%,0.00%,1.96%,Upgrade
23,Total Shareholder Return,7.61%,8.24%,6.04%,5.00%,4.73%,6.77%,7.83%,7.02%,6.78%,5.61%,7.83%,Upgrade
