,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,95,104,134,144,146,164,188,190,178,172,204,213,259,269,308,319,209,199,170,168,264,Upgrade
1,Market Cap Growth,-36.30%,-36.30%,-28.57%,-24.12%,-18.24%,-5.19%,-7.69%,-10.53%,-31.17%,-35.83%,-33.82%,-33.33%,23.53%,34.83%,80.92%,90.00%,-20.76%,-17.21%,-48.47%,-49.15%,11.32%,Upgrade
2,Enterprise Value,53,53,93,77,78,98,122,114,102,86,117,123,168,172,212,232,122,133,104,105,202,Upgrade
3,Last Close Price,0.09,0.09,0.11,0.11,0.12,0.12,0.13,0.14,0.13,0.11,0.13,0.13,0.16,0.17,0.18,0.18,0.12,0.11,0.10,0.10,0.15,Upgrade
4,PE Ratio,9.49,10.38,9.41,9.68,10.25,7.89,9.86,9.18,7.59,7.94,9.33,10.58,12.25,11.83,11.87,11.76,7.84,8.72,10.30,10.60,13.83,Upgrade
5,PS Ratio,0.72,0.79,0.93,0.97,0.95,1.03,1.16,1.11,1.00,0.98,1.18,1.32,1.65,1.73,2.03,2.14,1.47,1.42,1.21,1.18,1.79,Upgrade
6,PB Ratio,0.68,0.75,0.97,1.02,1.03,1.12,1.30,1.31,1.19,1.15,1.40,1.46,-,2.00,2.02,2.10,-,1.44,1.36,1.34,-,Upgrade
7,P/TBV Ratio,0.75,0.75,0.97,1.02,1.03,1.12,1.30,1.31,1.19,1.15,1.40,1.46,-,2.00,2.02,2.10,-,1.44,1.36,1.34,-,Upgrade
8,P/FCF Ratio,5.57,6.09,11.41,22.38,45.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,4.91,4.91,8.85,15.77,31.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.40,0.40,0.65,0.52,0.51,0.61,0.75,0.66,0.57,0.49,0.68,0.76,1.07,1.11,1.39,1.56,0.86,0.94,0.74,0.74,1.36,Upgrade
