,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,30318,36101,32137,25952,26767,30344,24904,17758,13684,17046,14867,13513,11314,13611,12470,11625,10059,10934,10504,9754,Upgrade
1,Trading Asset Securities,1797,0,1284,1427,1109,200.06,994.73,1073,1310,1303,807.76,706.35,200.42,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,32115,36101,33420,27379,27876,30545,25899,18831,14994,18349,15674,14220,11514,13611,12470,11625,10059,10934,10504,9754,Upgrade
3,Cash Growth,15.20%,18.19%,29.04%,45.39%,85.91%,66.46%,65.23%,32.43%,30.22%,34.81%,25.70%,22.32%,14.47%,24.49%,18.71%,19.18%,-2.79%,12.73%,11.98%,4.12%,Upgrade
4,Accounts Receivable,4546,4093,5352,5956,4978,2780,4306,4589,2583,1673,2647,4759,3452,2150,3643,3211,3061,2862,15.37,2412,Upgrade
5,Other Receivables,19.67,37.21,23.44,26.45,16.12,36.95,24.72,27.82,54.8,74.27,36.39,33.22,44.81,148.94,122.51,127.03,168.57,205.47,2265,159.75,Upgrade
6,Receivables,4566,4130,5376,5982,4994,2817,4331,4617,2638,1747,2683,4792,3497,2299,3766,3338,3230,3067,2280,2572,Upgrade
7,Inventory,12300,12354,11827,11622,11009,10794,10150,9841,8977,8713,7951,7278,6609,5917,5153,4696,3656,3805,3775,3641,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.08,-,-,Upgrade
9,Other Current Assets,210.83,312.55,370.75,375.26,252.62,285.8,353.75,262.87,174.84,186.64,302.15,285.46,294.41,245,300.63,231.25,339.43,383.21,438.1,346.99,Upgrade
10,Total Current Assets,49191,52898,50993,45358,44132,44441,40733,33552,26784,28996,26611,26575,21914,22072,21689,19890,17284,18219,16997,16314,Upgrade
11,"Property, Plant & Equipment",10094,10178,10251,10355,10322,9838,9774,9702,9333,9312,9410,9401,9256,9225,9146,8898,10271,9897,9290,8774,Upgrade
12,Long-Term Investments,3119,3063,3116,3111,3146,3167,3703,3804,3637,2995,2912,2990,2953,2913,2845,2825,2804,2666,2583,2583,Upgrade
13,Other Intangible Assets,3353,3377,3401,3398,3042,3057,3077,3083,2534,2545,2590,2606,2618,2630,2641,2657,433.05,437.89,328.58,332.23,Upgrade
14,Long-Term Deferred Tax Assets,278.44,262.13,467.59,674.43,517.06,667.17,818.06,1005,430.92,552.38,778.85,986.11,600.93,648.58,773.8,725.21,535.93,491.39,492.3,676.15,Upgrade
15,Long-Term Deferred Charges,1.75,1.57,0.83,0.96,1.07,0.45,0.49,0.71,0.83,1.04,1.25,1.46,1.67,1.88,2.1,2.31,2.52,2.73,0.89,0.93,Upgrade
16,Other Long-Term Assets,458.79,458.98,395.93,396.72,244.51,353.06,235.4,238.16,752.82,804.35,760.99,651.66,19.33,13.25,10.78,12.3,36.63,43.8,63.16,239.53,Upgrade
17,Total Assets,66497,70239,68626,63294,61406,61525,58341,51385,43472,45206,43064,43212,37364,37504,37108,35009,31367,31758,29755,28920,Upgrade
18,Accounts Payable,1955,2163,2257,2357,2390,2165,2260,2312,1853,1729,2248,2420,2484,2372,2572,2726,1900,2037,1717,1869,Upgrade
19,Accrued Expenses,454.04,1132,315.28,2457,541.76,770.93,402.46,2801,613.97,923.92,385.16,2483,514.99,732.15,442.84,1940,441.27,885.35,338.38,1318,Upgrade
20,Current Portion of Long-Term Debt,2769,1546,1543,73.8,102.85,71.02,56.82,67.35,61.13,90.14,68.75,72.22,50.11,89.99,64.41,72.22,-,-,-,-,Upgrade
21,Current Portion of Leases,-,8.93,-,5.11,-,9.31,-,14.53,-,12.88,-,13.98,-,10.84,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,1956,828.04,2200,998.67,1881,1003,2155,1345,1435,595.52,1997,1328,966.6,541.67,2129,606.14,1037,754.32,1088,663.46,Upgrade
23,Current Unearned Revenue,2654,2342,2535,2673,2962,1934,1726,2566,1900,2330,1763,3510,1905,1408,1692,1679,1231,588.28,626.36,-,Upgrade
24,Other Current Liabilities,1182,9107,1226,1506,1558,7668,1496,1546,1503,6282,1412,1119,836.26,3755,720.23,725.16,672.47,2972,681.78,2937,Upgrade
25,Total Current Liabilities,10971,17127,10077,10071,9435,13621,8095,10652,7366,11963,7873,10947,6758,8910,7621,7748,5282,7237,4451,6787,Upgrade
26,Long-Term Debt,9780,10990,11990,11499,13002,12512,12012,6176,3977,3992,3992,3991,3990,3989,3989,3988,3987,3986,3986,2491,Upgrade
27,Long-Term Leases,28.35,28.42,30.19,22.36,26.54,26.1,29.78,29.1,39.46,39.34,40.81,40.67,41.49,46.47,50.08,-,-,-,-,-,Upgrade
28,Long-Term Unearned Revenue,22.13,24.92,25.15,27.77,27.18,29.47,31.77,33.7,23.92,25.46,26.99,28.53,32.61,34.54,34.8,29.74,27.22,23.35,23.85,23.85,Upgrade
29,Long-Term Deferred Tax Liabilities,121.3,120.18,132.37,142.77,93.79,92.38,126.75,166.04,89.62,60.41,55.89,67.58,64.24,64.68,57.77,62.15,62.57,63.95,52.95,63.43,Upgrade
30,Total Liabilities,20922,28291,22255,21763,22584,26281,20296,17057,11497,16080,11989,15075,10886,13045,11752,11827,9359,11311,8513,9365,Upgrade
31,Common Stock,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1472,1465,1465,1465,1465,1465,1465,1465,1465,1465,Upgrade
32,Additional Paid-In Capital,5329,5286,5237,5185,5104,5005,4915,4800,4700,4172,4479,3543,3723,3723,3723,3723,3723,3723,3723,3723,Upgrade
33,Retained Earnings,38932,35366,39862,35288,32607,29132,31957,28244,26096,23411,25528,22653,20973,18923,19868,17701,16511,14916,15732,14024,Upgrade
34,Treasury Stock,-357.64,-359.45,-383.64,-616.74,-616.74,-616.74,-647.31,-639.02,-644.6,-613.97,-636.23,-,-,-,-,-,-,-,-,-,Upgrade
35,Comprehensive Income & Other,52.43,28.48,44.03,63.13,92.04,95.07,217.91,330.75,211.09,542.01,118.91,379.91,189.83,196.2,174.52,186.06,193.03,196.67,160.67,194.82,Upgrade
36,Total Common Equity,45428,41793,46231,41391,38659,35086,37915,34208,31835,28983,30962,28040,26350,24307,25230,23075,21891,20300,21080,19407,Upgrade
37,Minority Interest,146.9,155.4,140.55,140.3,162.55,157.58,131.03,120.92,141.08,143.27,113.41,97.01,127.73,151.84,126.1,107.01,116.44,147.11,162.09,147.89,Upgrade
38,Shareholders' Equity,45574,41948,46371,41532,38821,35244,38046,34329,31976,29126,31075,28137,26478,24459,25356,23182,22008,20447,21242,19555,Upgrade
39,Total Liabilities & Equity,66497,70239,68626,63294,61406,61525,58341,51385,43472,45206,43064,43212,37364,37504,37108,35009,31367,31758,29755,28920,Upgrade
40,Total Debt,12577,12574,13564,11600,13132,12618,12098,6287,4078,4135,4101,4118,4082,4137,4103,4060,3987,3986,3986,2491,Upgrade
41,Net Cash (Debt),19538,23527,19857,15779,14745,17926,13801,12544,10917,14214,11573,10102,7432,9475,8367,7565,6072,6947,6518,7263,Upgrade
42,Net Cash Growth,32.51%,31.24%,43.88%,25.78%,35.07%,26.11%,19.25%,24.17%,46.88%,50.02%,38.33%,33.54%,22.41%,36.38%,28.35%,4.16%,-22.72%,-28.37%,-30.51%,-22.47%,Upgrade
43,Net Cash Per Share,13.31,15.96,13.54,10.77,10.05,12.16,9.40,8.58,7.44,9.63,7.89,6.91,5.04,6.49,5.71,5.15,4.15,4.73,4.47,4.97,Upgrade
44,Filing Date Shares Outstanding,1468,1472,1472,1472,1472,1472,1472,1472,1472,1475,1472,1465,1465,1465,1465,1465,1463,1465,1465,1465,Upgrade
45,Total Common Shares Outstanding,1468,1472,1472,1472,1472,1472,1472,1472,1472,1475,1472,1465,1465,1465,1465,1465,1463,1465,1465,1465,Upgrade
46,Working Capital,38221,35771,40917,35288,34698,30821,32638,22900,19418,17033,18737,15628,15157,13162,14068,12142,12002,10982,12546,9527,Upgrade
47,Book Value Per Share,30.96,28.39,31.41,28.12,26.26,23.84,25.76,23.24,21.63,19.64,21.04,19.14,17.99,16.59,17.22,15.75,14.96,13.86,14.39,13.25,Upgrade
48,Tangible Book Value,42074,38415,42830,37994,35616,32029,34838,31125,29301,26437,28371,25434,23731,21677,22589,20418,21458,19862,20751,19075,Upgrade
49,Tangible Book Value Per Share,28.67,26.10,29.10,25.81,24.20,21.76,23.67,21.15,19.91,17.92,19.28,17.36,16.20,14.80,15.42,13.94,14.67,13.56,14.17,13.02,Upgrade
50,Buildings,-,8268,-,7601,-,7517,-,7584,-,7185,-,6809,-,6524,-,5628,-,1879,-,1268,Upgrade
51,Machinery,-,4675,-,4173,-,3956,-,3918,-,3788,-,3548,-,3374,-,3048,-,2583,-,1845,Upgrade
52,Construction In Progress,-,561.12,-,1718,-,1210,-,808.92,-,724.13,-,1260,-,1291,-,2012,-,7066,-,7257,Upgrade
