,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,100.28,93.25,80.18,79.16,65.55,81.13,67.15,66.08,27.84,36.54
1,Short-Term Investments,-,0.1,-,0.75,0.77,-,1.03,1,-,-
2,Trading Asset Securities,1.64,1.2,1.3,1.36,2.58,2.74,0.35,4.74,-,-
3,Cash & Short-Term Investments,101.92,94.55,81.48,81.27,68.9,83.87,68.53,71.82,27.84,36.54
4,Cash Growth,25.08%,16.35%,18.26%,-3.11%,0.55%,16.78%,146.18%,96.54%,14.42%,-9.29%
5,Accounts Receivable,7.55,8.44,7.84,7.35,10.09,6.31,4.48,5.12,4.84,12.73
6,Other Receivables,-,-,-,-,-,-,0.27,0.29,0.48,-
7,Receivables,7.55,8.44,7.84,7.35,10.09,6.31,4.76,5.42,5.31,12.73
8,Inventory,40.22,41.5,43.32,45.01,36.05,19.99,34.75,30.21,32.74,37
9,Prepaid Expenses,0.29,0.48,0.83,1.26,0.94,2.15,2.59,2.72,0.87,0.37
10,Other Current Assets,5.8,6.96,5.8,8.56,19.68,17.77,14.86,16.07,17.82,1.03
11,Total Current Assets,155.77,151.92,139.28,143.44,135.66,130.08,125.48,126.24,84.58,87.67
12,"Property, Plant & Equipment",54.86,54.88,53.68,29.78,29.45,29.77,28.59,29.51,29.92,30.01
13,Long-Term Investments,30.8,32.15,-,-,-,-,-,-,-,-
14,Other Intangible Assets,0.86,1,1.19,1.3,1.49,1.54,-,-,-,-
15,Long-Term Deferred Tax Assets,1.96,1.9,1.64,1.69,2.58,3.14,3.02,3.14,3.02,3.2
16,Other Long-Term Assets,-,-,-,10.24,9.44,4.72,4.72,-,-,-
17,Total Assets,244.24,241.85,195.79,186.45,178.62,169.24,161.8,158.89,117.52,120.88
18,Accounts Payable,1.42,1.52,1.41,1.37,1.27,1.08,1.02,1.36,0.4,1.4
19,Accrued Expenses,5.62,5.94,5.37,4.25,5.93,3.28,3.77,2.14,3.09,3.64
20,Short-Term Debt,-,-,-,-,-,-,-,-,0.01,-
21,Current Portion of Long-Term Debt,0.97,0.97,0.93,0.92,1.01,0.95,0.99,1.59,1.02,1.55
22,Current Portion of Leases,0.76,0.65,0.57,0.77,0.58,0.58,0.27,0.48,0.59,0.4
23,Current Income Taxes Payable,0.18,0.23,0.11,0,0.77,0.62,-,-,-,1.41
24,Current Unearned Revenue,-,-,-,-,-,-,-,-,2.43,4.08
25,Other Current Liabilities,26.16,31.16,-,-,-,-,1.28,-,8.74,2.97
26,Total Current Liabilities,35.1,40.46,8.39,7.31,9.56,6.5,7.32,5.56,16.28,15.45
27,Long-Term Debt,4.3,4.67,5.02,5.36,5.66,6.03,6.35,6.74,7.72,7.5
28,Long-Term Leases,0.46,0.17,0.15,0.38,0.53,0.69,0.3,0.36,0.57,0.61
29,Total Liabilities,39.86,45.3,13.56,13.05,15.76,13.22,13.97,12.67,24.58,23.56
30,Common Stock,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,-,-
31,Additional Paid-In Capital,45.54,45.54,45.54,45.54,45.54,45.54,45.54,45.54,-,-
32,Retained Earnings,144.38,138.17,125.01,117.54,108.45,102.44,95.84,93.11,88.57,92.73
33,Comprehensive Income & Other,5.7,4.54,4.38,3.56,3.42,2.84,1.6,2.65,2.78,2.75
34,Total Common Equity,199,191.63,178.31,170.02,160.79,154.21,146.36,144.69,91.36,95.48
35,Minority Interest,5.38,4.92,3.92,3.38,2.08,1.81,1.48,1.54,1.59,1.85
36,Shareholders' Equity,204.39,196.55,182.23,173.4,162.87,156.02,147.84,146.22,92.94,97.33
37,Total Liabilities & Equity,244.24,241.85,195.79,186.45,178.62,169.24,161.8,158.89,117.52,120.88
38,Total Debt,6.49,6.46,6.67,7.43,7.79,8.25,7.9,9.17,9.92,10.06
39,Net Cash (Debt),95.43,88.09,74.81,73.84,61.12,75.62,60.63,62.65,17.92,26.48
40,Net Cash Growth,27.56%,19.31%,22.42%,-2.36%,0.81%,20.70%,238.35%,136.61%,46.01%,164.87%
41,Net Cash Per Share,0.15,0.14,0.12,0.12,0.10,0.12,0.10,0.10,0.04,0.06
42,Filing Date Shares Outstanding,628,628,628,628,628,628,628,628,471,628
43,Total Common Shares Outstanding,628,628,628,628,628,628,628,628,471,628
44,Working Capital,120.67,111.45,130.89,136.13,126.11,123.58,118.16,120.68,68.3,72.23
45,Book Value Per Share,0.32,0.31,0.28,0.27,0.26,0.25,0.23,0.23,0.19,0.15
46,Tangible Book Value,198.15,190.62,177.12,168.72,159.3,152.67,146.36,144.69,91.36,95.48
47,Tangible Book Value Per Share,0.32,0.30,0.28,0.27,0.25,0.24,0.23,0.23,0.19,0.15
48,Land,38.43,38.43,38.43,14.18,14.18,14.18,14.18,14.18,14.18,14.18
49,Buildings,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
50,Machinery,13.29,13.29,11.57,10.77,10.41,10.23,8.94,9.04,8.89,8.51
51,Leasehold Improvements,2.09,2.1,2.39,2.38,1.97,1.81,1.81,1.81,1.83,1.83
