,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,73,170,253,767,971,699,326,101,68,102,210,Upgrade
1,Market Cap Growth,-77.80%,-77.80%,-73.98%,9.79%,197.99%,592.23%,380.69%,-1.21%,-67.69%,-37.65%,-32.65%,Upgrade
2,Enterprise Value,185,278,425,970,1223,1085,864,650,670,655,786,Upgrade
3,Last Close Price,0.77,1.90,2.82,8.90,12.60,10.80,13.60,5.60,4.88,9.00,22.20,Upgrade
4,PS Ratio,1.45,3.17,4.41,10.98,14.57,13.99,7.30,3.79,2.26,1.92,3.77,Upgrade
5,PB Ratio,0.34,0.69,0.98,0.99,1.28,0.91,0.45,0.12,0.07,0.06,0.11,Upgrade
6,P/TBV Ratio,10.31,10.31,8.02,2.32,3.15,2.09,1.35,0.29,0.17,0.09,0.18,Upgrade
7,P/FCF Ratio,351.73,-48.03,-,-,-,-,-,-,-,1.28,4.08,Upgrade
8,P/OCF Ratio,351.73,-48.03,-,-,-,-,-,-,-,1.28,4.08,Upgrade
9,EV/Sales Ratio,3.45,5.17,7.42,13.88,18.34,21.73,19.37,24.38,22.28,12.31,14.10,Upgrade
10,EV/EBITDA Ratio,-,-10.52,-,-38.66,-,-215.42,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-10.46,-,-38.55,-,-215.76,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,574.07,-78.40,-,-,-,-,-,-,-,8.23,15.28,Upgrade
13,Debt / Equity Ratio,0.30,0.30,0.28,0.09,0.15,0.21,0.38,0.54,0.43,0.24,0.19,Upgrade
14,Debt / FCF Ratio,151.73,-20.72,-,-,-,-,-,-,-,5.61,7.32,Upgrade
15,Return on Capital Employed (ROCE),-,-8.34%,-,-2.99%,-,-0.57%,-,-,-,-,-,Upgrade
16,Earnings Yield,-694.19%,-299.22%,-206.52%,-15.64%,-22.45%,-36.17%,-84.77%,-1006.21%,-1460.03%,-274.85%,-105.41%,Upgrade
17,FCF Yield,0.28%,-2.08%,-9.55%,-7.56%,-5.34%,-4.01%,-6.08%,-89.21%,-118.14%,77.90%,24.49%,Upgrade
18,Buyback Yield / Dilution,-58.07%,-63.37%,-54.11%,-14.52%,-194.65%,-222.47%,-83.16%,-39.84%,-59.84%,-34.24%,29.01%,Upgrade
19,Total Shareholder Return,-58.07%,-63.37%,-54.11%,-14.52%,-194.65%,-222.47%,-83.16%,-39.84%,-59.84%,-34.24%,29.01%,Upgrade
