,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3.13,3.75,3.59,5.33,3.22,3.14,2.58,0.85,3.03,3.84,Upgrade
1,Revenue Growth (YoY),-12.71%,-29.62%,11.32%,69.63%,24.83%,269.53%,-14.67%,-77.84%,-8.77%,5.33%,Upgrade
2,Cost of Revenue,1.68,2.4,2.41,4.31,1.78,2.74,1.47,1.63,1.64,2.3,Upgrade
3,Gross Profit,1.45,1.35,1.18,1.02,1.44,0.4,1.11,-0.78,1.39,1.53,Upgrade
4,"Selling, General & Admin",0.59,2.6,0.99,3.91,1.21,1.09,1.82,1.57,1.41,2.44,Upgrade
5,Other Operating Expenses,0.06,0.08,0.02,0.27,0.07,0.11,0.04,0.1,0.08,0.17,Upgrade
6,Operating Expenses,0.91,5.29,1.01,4.41,1.28,1.2,1.86,1.66,1.5,2.62,Upgrade
7,Operating Income,0.54,-3.94,0.17,-3.38,0.16,-0.81,-0.75,-2.45,-0.11,-1.08,Upgrade
8,Interest Expense,-0.32,-0.37,-0.49,-1.48,-0.92,-2.11,-3.02,-2.9,-2.72,-2.68,Upgrade
9,Interest & Investment Income,-,-,-,-,-,-,-,-,-,0,Upgrade
10,Earnings From Equity Investments,-0.34,-48.38,-1.22,-10.75,-9.52,-34.94,-9.34,-92.87,-6.58,-3.99,Upgrade
11,Currency Exchange Gain (Loss),-0.01,0.01,-0.01,0.01,-0.01,0,-0,-0.01,0,-0,Upgrade
12,Other Non Operating Income (Expenses),0,0,0,0,-,0,-,-0.24,0.34,-,Upgrade
13,EBT Excluding Unusual Items,-0.13,-52.68,-1.54,-15.6,-10.28,-37.85,-13.12,-98.48,-9.06,-7.76,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-1.05,-,-0.6,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-0.57,-,-,Upgrade
16,Asset Writedown,-,-19.56,-0.66,2.4,-6.05,1.75,-8.7,-17.28,-7,-16.93,Upgrade
17,Other Unusual Items,-,-,-,0.02,0.01,19.9,0.04,0.12,0.14,0.45,Upgrade
18,Pretax Income,-0.13,-72.25,-2.2,-13.19,-16.32,-16.2,-21.77,-117.26,-15.93,-24.84,Upgrade
19,Income Tax Expense,-,0.52,-,0.02,-,-,-,-0.24,0.24,0.05,Upgrade
20,Earnings From Continuing Operations,-0.13,-72.77,-2.2,-13.21,-16.32,-16.2,-21.77,-117.03,-16.17,-24.89,Upgrade
21,Minority Interest in Earnings,-0.36,8.01,0.14,-0.04,1.6,-1.28,3.82,4.19,1.3,3.52,Upgrade
22,Net Income,-0.5,-64.75,-2.06,-13.25,-14.73,-17.48,-17.96,-112.84,-14.86,-21.37,Upgrade
23,Net Income to Common,-0.5,-64.75,-2.06,-13.25,-14.73,-17.48,-17.96,-112.84,-14.86,-21.37,Upgrade
24,Shares Outstanding (Basic),90,113,55,73,48,19,15,14,11,9,Upgrade
25,Shares Outstanding (Diluted),90,113,55,73,48,25,15,14,11,9,Upgrade
26,Shares Change (YoY),63.37%,54.11%,14.52%,194.65%,222.47%,83.16%,39.84%,59.84%,34.24%,-29.01%,Upgrade
27,EPS (Basic),-0.01,-0.57,-0.04,-0.18,-0.31,-0.91,-1.21,-8.30,-1.40,-2.51,Upgrade
28,EPS (Diluted),-0.01,-0.58,-0.04,-0.18,-0.31,-1.34,-1.21,-8.31,-1.40,-2.51,Upgrade
29,Free Cash Flow,0.51,-0.96,-2.13,-5.28,-1.37,-2.2,-0.34,-11.26,0.92,9.35,Upgrade
30,Free Cash Flow Per Share,0.01,-0.01,-0.04,-0.07,-0.03,-0.09,-0.02,-0.83,0.09,1.10,Upgrade
31,Operating Margin,17.18%,-105.07%,4.82%,-63.48%,5.09%,-25.63%,-29.05%,-288.00%,-3.67%,-28.23%,Upgrade
32,Profit Margin,-15.90%,-1726.77%,-57.39%,-248.65%,-456.87%,-556.54%,-695.43%,-13274.82%,-491.21%,-557.12%,Upgrade
33,Free Cash Flow Margin,16.28%,-25.71%,-59.28%,-99.04%,-42.51%,-70.14%,-13.17%,-1324.24%,30.50%,243.67%,Upgrade
34,EBITDA,0.55,-3.94,0.2,-3.4,0.23,-0.88,-0.55,-2.38,-0.02,-1,Upgrade
35,D&A For EBITDA,0.01,0,0.02,-0.01,0.07,-0.07,0.2,0.07,0.09,0.08,Upgrade
36,EBIT,0.54,-3.94,0.17,-3.38,0.16,-0.81,-0.75,-2.45,-0.11,-1.08,Upgrade
