,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1081,829.56,669.1,636.23,826.09,794.56,769.21,640.78,850.92,869.56,500.39,541.97,582.48,411.17,395,612.82,553.27,388.12,321.37,574.08,Upgrade
1,Short-Term Investments,-,10.29,-,10.2,-,10.11,-,5.03,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,0.91,1.14,2.26,1.03,0.69,2.17,0.78,2.81,2.53,0.31,7.08,1.72,0.65,0.36,0.37,0.39,51.87,57.82,0.42,1.54,Upgrade
3,Cash & Short-Term Investments,1082,840.99,671.36,647.46,826.78,806.84,769.99,648.63,853.45,869.87,507.47,543.69,583.13,411.52,395.36,613.2,605.14,445.94,321.79,575.62,Upgrade
4,Cash Growth,30.90%,4.23%,-12.81%,-0.18%,-3.12%,-7.25%,51.73%,19.30%,46.36%,111.38%,28.36%,-11.34%,-3.64%,-7.72%,22.86%,6.53%,-8.26%,-28.92%,-30.42%,62.22%,Upgrade
5,Accounts Receivable,1874,1945,1823,1997,2133,2062,1855,1868,1977,1818,1523,1571,1509,1439,1329,1287,1274,1225,1114,1168,Upgrade
6,Other Receivables,72.61,144.51,55.83,116.4,59.41,118.15,38.86,62.67,39.42,67.95,34.06,40.62,28.32,67.14,37.99,30.56,28.02,37.69,60.24,23.48,Upgrade
7,Receivables,1947,2090,1879,2113,2193,2181,1894,1931,2017,1886,1557,1611,1537,1506,1367,1318,1302,1263,1174,1192,Upgrade
8,Inventory,894.68,1249,1162,977.64,1009,979.61,950.1,799.66,882.27,1088,992.39,605.72,903.45,899.39,700.52,530.78,855.1,863.41,688.87,551.11,Upgrade
9,Other Current Assets,207.59,88.47,141.26,33.9,126.92,178.34,103.47,28.39,82.81,48.55,103.07,15.63,50.4,26.98,24.28,4.33,15.5,19.57,63.89,14.62,Upgrade
10,Total Current Assets,4131,4269,3854,3772,4155,4145,3718,3408,3835,3892,3160,2776,3074,2844,2487,2466,2777,2592,2249,2333,Upgrade
11,"Property, Plant & Equipment",2059,1969,1962,1924,1814,1792,1512,1418,1293,1239,1235,1209,1188,1156,1164,1183,1215,1231,1256,1277,Upgrade
12,Long-Term Investments,123.7,117.09,113.24,114.51,113.44,109.8,111.64,119.59,113.33,119.99,119.28,114.48,109.04,114.48,123.56,111.7,94.12,90.15,88.54,102.99,Upgrade
13,Other Intangible Assets,341.18,343.44,345.76,347.96,350.23,238.45,240.06,241.77,243.46,237.59,199.9,200.89,202.13,203.64,170.07,171.4,170.03,170.68,171.7,172.87,Upgrade
14,Long-Term Deferred Tax Assets,50.36,60.63,57.99,55.34,47.39,47.67,42.89,40.26,43.22,42.69,38.94,38.93,40.14,40.3,35.93,35.87,42.85,45.3,49.58,40.57,Upgrade
15,Long-Term Deferred Charges,5.56,6.46,7.36,6.4,6.55,7.61,8.02,8.58,8.08,7.32,8.31,9.58,10.6,8.59,9.47,10.53,5.88,6.82,7.75,8.08,Upgrade
16,Other Long-Term Assets,16.69,91,56.03,45.31,104.29,158.43,289.51,172.28,56.58,58.71,7.7,28.61,20.76,58.48,42.09,30.29,20.35,15.92,9.03,10.41,Upgrade
17,Total Assets,6728,6856,6396,6265,6592,6499,5922,5408,5593,5597,4769,4377,4645,4425,4033,4009,4325,4152,3831,3945,Upgrade
18,Accounts Payable,761.92,667.91,663.7,669.72,667.91,634.86,569.65,595.2,547.05,330.62,303.24,287.45,41.98,166.25,155.86,113.18,154.93,120.14,89.29,109.58,Upgrade
19,Accrued Expenses,16.6,52.32,13.47,98.26,21.46,55.12,14.21,70.3,23.72,55.73,15.12,74.47,17.19,33.95,13.91,75.57,24.61,74.68,14.09,72.75,Upgrade
20,Short-Term Debt,2334,2049,1496,1219,2004,1976,1262,984.72,1723,2046,1130,655.9,1334,991.47,895.99,826.12,1935,1920,1527,1493,Upgrade
21,Current Portion of Long-Term Debt,8.84,28.68,27.61,9.91,52.83,62.74,281.01,314.86,457.79,418.72,227.97,123.77,29.03,31.03,22.02,20.02,-,-,-,-,Upgrade
22,Current Portion of Leases,-,1.61,-,1.23,-,0.05,-,1.42,-,0.88,-,1.09,-,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,38.29,18.89,30.74,26.14,53.35,27.7,24.7,23.28,53.05,23.7,21.91,20.01,33.71,16.46,26.77,18.48,60.09,27.59,59.16,13.58,Upgrade
24,Current Unearned Revenue,169.07,402.56,584.49,701.41,203.93,252.79,389.98,564.59,257.72,268.08,345.51,545.07,317.55,215.96,309.93,485.9,182.87,223.25,364.03,-,Upgrade
25,Other Current Liabilities,61.16,75.34,111.96,119.15,83.3,57.8,89.74,104.56,80.49,70.75,84.87,98.03,76.75,56.28,80.4,92.27,43.53,79.84,76.72,540.47,Upgrade
26,Total Current Liabilities,3390,3296,2928,2845,3086,3067,2631,2659,3142,3214,2129,1806,1850,1511,1505,1632,2401,2445,2130,2229,Upgrade
27,Long-Term Debt,942.86,1095,1035,1015,1095,1030,990.46,481.53,295,327,549,598,876.85,974.95,637.68,540.58,147,-,-,-,Upgrade
28,Long-Term Leases,1.05,1.16,3.02,1.97,3.61,3.75,4.18,3.17,4.96,2.98,3.86,3.2,1.9,2.06,-,-,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,75.03,77.66,80.28,83.03,85.78,88.77,92.43,94.8,97.65,99.51,101.83,106.14,109.84,103.06,107.94,114.6,122.42,131.05,139.14,145.94,Upgrade
30,Total Liabilities,4409,4470,4046,3945,4271,4189,3719,3238,3540,3644,2784,2513,2839,2591,2251,2287,2670,2577,2269,2375,Upgrade
31,Common Stock,722.33,722.33,722.33,722.33,722.33,656.67,656.67,656.67,656.67,656.67,656.67,656.67,656.67,656.67,656.67,656.67,656.67,656.67,596.97,596.97,Upgrade
32,Additional Paid-In Capital,347.03,347.03,347.03,347.03,347.03,347.03,347.03,347.03,347.03,347.03,347.79,347.79,347.79,347.79,347.79,347.79,347.79,347.79,347.79,347.79,Upgrade
33,Retained Earnings,770.98,853.99,819.27,791.28,773.78,843.89,780.45,746.07,681.41,625.65,656.01,624.72,575.4,600.04,565.63,544.97,497.34,431.97,489.04,486.47,Upgrade
34,Comprehensive Income & Other,47.87,43.13,38.6,39.83,40.2,38.48,41.62,43.26,40.79,49.38,51.48,47.92,46.04,51.68,60.33,52.25,40.09,38.85,39.01,49.05,Upgrade
35,Total Common Equity,1888,1966,1927,1900,1883,1886,1826,1793,1726,1679,1712,1677,1626,1656,1630,1602,1542,1475,1473,1480,Upgrade
36,Minority Interest,430.67,419.55,423.01,420.41,437.53,424.62,377.69,376.36,326.84,275.07,273.67,187.19,180.8,177.75,151.8,120.81,112.81,100.4,88.9,89.5,Upgrade
37,Shareholders' Equity,2319,2386,2350,2321,2321,2311,2203,2169,2053,1954,1986,1864,1807,1834,1782,1722,1655,1576,1562,1570,Upgrade
38,Total Liabilities & Equity,6728,6856,6396,6265,6592,6499,5922,5408,5593,5597,4769,4377,4645,4425,4033,4009,4325,4152,3831,3945,Upgrade
39,Total Debt,3287,3176,2561,2247,3155,3072,2538,1786,2480,2795,1911,1382,2242,2000,1556,1387,2082,1920,1527,1493,Upgrade
40,Net Cash (Debt),-2204,-2335,-1890,-1599,-2328,-2265,-1768,-1137,-1627,-1925,-1404,-838.27,-1659,-1588,-1160,-773.52,-1477,-1474,-1205,-917.38,Upgrade
41,Net Cash Per Share,-3.05,-3.23,-2.61,-2.21,-3.23,-3.13,-2.45,-1.57,-2.26,-2.66,-1.95,-1.16,-2.29,-2.20,-1.61,-1.07,-2.04,-2.08,-1.64,-1.27,Upgrade
