,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2549,1520,1715,1952,2482,3208,3795,3979,2153,1899,1856,Upgrade
1,Market Cap Growth,-22.14%,-22.14%,-30.90%,-39.16%,-34.61%,-19.37%,76.32%,109.52%,16.01%,-37.87%,-52.59%,Upgrade
2,Enterprise Value,4470,3406,3658,2699,3206,4066,3870,4032,2362,2202,2137,Upgrade
3,Last Close Price,1.55,1.09,1.23,1.40,1.73,2.22,2.60,2.73,1.48,1.30,1.26,Upgrade
4,PE Ratio,8.56,6.13,7.39,6.56,6.98,8.63,10.44,24.77,14.71,10.06,15.07,Upgrade
5,Forward PE,-,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,Upgrade
6,PS Ratio,0.21,0.15,0.18,0.21,0.23,0.27,0.33,0.48,0.29,0.27,0.28,Upgrade
7,PB Ratio,0.54,0.33,0.34,0.39,0.49,0.61,0.68,0.78,0.43,0.39,0.39,Upgrade
8,P/TBV Ratio,0.52,0.52,0.53,0.65,0.92,1.05,1.20,1.65,0.77,0.66,0.64,Upgrade
9,P/FCF Ratio,-,-223.87,-,-,3.34,-9.13,-,-,5.99,2.03,2.34,Upgrade
10,P/OCF Ratio,619.53,619.53,-,-,3.33,-9.18,-,-,5.94,2.02,2.33,Upgrade
11,PEG Ratio,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,Upgrade
12,EV/Sales Ratio,0.45,0.34,0.37,0.29,0.30,0.34,0.33,0.49,0.32,0.31,0.33,Upgrade
13,EV/EBITDA Ratio,10.80,9.03,6.93,3.42,5.02,6.63,5.58,7.60,6.78,6.66,9.70,Upgrade
14,EV/EBIT Ratio,9.82,7.70,8.05,4.24,5.48,7.57,6.62,10.55,9.48,11.25,12.92,Upgrade
15,EV/FCF Ratio,-658.49,-501.73,-,-,4.32,-11.57,-,-,6.57,2.35,2.69,Upgrade
16,Debt / Equity Ratio,0.41,0.41,0.36,0.40,0.21,0.19,0.10,0.06,0.04,0.05,0.05,Upgrade
17,Debt / FCF Ratio,-,-276.40,-,-,1.40,-2.85,-,-,0.62,0.23,0.29,Upgrade
18,Return on Capital Employed (ROCE),9.58%,9.58%,7.98%,11.03%,10.19%,8.92%,9.24%,6.56%,4.51%,3.95%,3.39%,Upgrade
19,Earnings Yield,9.73%,16.32%,13.54%,15.24%,14.32%,11.59%,9.58%,4.04%,6.80%,9.94%,6.64%,Upgrade
20,FCF Yield,-0.27%,-0.45%,-37.40%,-0.90%,29.93%,-10.95%,-14.44%,1.02%,16.69%,49.37%,42.82%,Upgrade
21,Buyback Yield / Dilution,1.53%,0.00%,3.01%,1.87%,-2.03%,0.30%,0.54%,-0.09%,2.95%,3.61%,1.47%,Upgrade
22,Total Shareholder Return,1.53%,0.00%,3.01%,1.87%,-2.03%,0.30%,0.54%,-0.09%,2.95%,3.61%,1.47%,Upgrade
