,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1382,1266,1325,1183,1063,1255,1784,1680,1686,1694,1889,528.4,449.65,373.5,329.56,283.97,250.58,237.23,231.02,231.75,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.89,7,7,7,7,Upgrade
2,Trading Asset Securities,108.26,117.11,131.24,137.02,188.98,189.5,-,50.01,233.01,200.63,-,-,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,Upgrade
3,Cash & Short-Term Investments,1490,1383,1456,1320,1252,1445,1784,1730,1919,1894,1889,528.4,470.74,394.59,350.65,313.96,278.68,265.33,259.12,259.85,Upgrade
4,Cash Growth,19.06%,-4.27%,-18.37%,-23.67%,-34.79%,-23.74%,-5.57%,227.39%,307.76%,380.07%,438.75%,68.30%,68.92%,48.72%,35.32%,20.82%,10.56%,1.11%,-22.80%,-10.64%,Upgrade
5,Accounts Receivable,742.77,711.69,632.58,548.29,614.49,616.78,631.97,713.18,668.02,704.75,738.86,762.04,790.26,694.71,637.79,504.34,429.05,352.72,291.39,323.33,Upgrade
6,Other Receivables,6.85,6.95,6.31,19.2,19.11,25.71,28.83,8.92,10.17,14.06,4.85,38.58,0.58,0.35,0.36,2.32,57.81,1.83,3.14,3.15,Upgrade
7,Receivables,749.62,718.64,638.88,567.49,633.59,642.49,660.8,722.11,678.19,718.81,743.72,800.63,790.84,695.06,638.15,506.66,486.86,354.56,294.53,326.49,Upgrade
8,Inventory,445.52,433.82,371.45,403.99,376.8,345.96,437.18,505.6,510.57,585.59,550.07,467.81,365.08,408.25,343.38,297.02,248.11,246.99,245.6,271.9,Upgrade
9,Prepaid Expenses,-,-,-,-,-,0.13,-,0,-,-,-,1.08,-,0.85,-,0.28,-,-,-,-,Upgrade
10,Other Current Assets,128.11,115.03,188.22,181.46,129.08,111.85,112.65,101.3,80.65,82.63,74.37,57.02,94.65,54.08,28.19,34.08,47.39,57.15,46.57,52.92,Upgrade
11,Total Current Assets,2814,2650,2655,2473,2391,2545,2995,3059,3189,3281,3257,1855,1721,1553,1360,1152,1061,924.02,845.82,911.17,Upgrade
12,"Property, Plant & Equipment",3086,3051,2993,2971,2853,2726,2457,2192,1753,1511,1102,1086,1059,1008,934.49,923,918.9,904.45,875.8,859.49,Upgrade
13,Long-Term Investments,192.12,191.39,153.82,168.24,169.59,180.96,176.54,176.54,175.54,178.5,174.88,174.88,150,150,150,150,150,100,100,100,Upgrade
14,Goodwill,49.26,49.26,49.26,49.26,69.42,69.42,69.42,69.42,69.42,69.42,77.28,68.27,68.27,68.27,68.27,68.27,68.27,68.27,68.27,68.27,Upgrade
15,Other Intangible Assets,471.34,474.32,477.02,479.55,384.6,386.37,387.64,420.17,420.99,442.55,422.58,86.84,87.03,87.39,88.19,88.99,89.4,88.04,88.77,89.5,Upgrade
