,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,54,22,70,47,95,62,111,79,180,255,285,42,27,44,48,44,49,66,63,54,80,Upgrade
1,Market Cap Growth,-65.57%,-65.57%,-36.42%,-40.00%,-47.20%,-75.49%,-61.18%,88.55%,566.61%,475.62%,494.93%,-5.41%,-45.12%,-33.33%,-23.81%,-17.78%,-38.50%,-61.28%,-48.86%,-63.09%,-65.93%,Upgrade
2,Enterprise Value,59,26,75,54,101,67,115,86,187,253,282,39,24,49,52,87,92,73,69,99,125,Upgrade
3,Last Close Price,0.26,0.10,0.34,0.28,0.55,0.43,0.77,0.55,1.25,1.77,2.00,0.35,0.23,0.37,0.40,0.37,0.41,0.56,0.53,0.45,0.89,Upgrade
4,PE Ratio,-,-,-,-,-,-2.46,-,-,-,-7.79,-,-,-,-,-,-,-,-,-,-,-4.12,Upgrade
5,PS Ratio,1.77,0.44,1.45,0.95,3.03,2.60,3.52,1.19,1.69,1.96,1.99,0.33,0.23,0.38,0.25,0.18,0.17,0.19,0.19,0.16,0.24,Upgrade
6,PB Ratio,4.91,1.98,6.47,7.51,15.03,-15.67,-19.39,-13.85,-22.85,-32.45,-10.15,-1.49,-,6.59,1.54,1.43,-,1.38,0.99,0.85,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,6.65,1.54,1.43,-,1.39,0.99,0.85,-,Upgrade
8,EV/Sales Ratio,1.19,0.52,1.54,1.08,3.24,2.79,3.67,-,1.76,1.94,1.97,0.31,0.21,0.41,0.27,0.35,0.32,0.21,0.21,0.30,0.37,Upgrade
9,EV/EBITDA Ratio,10.08,-,-,8.48,10.81,-,-,11.56,-,-9.40,-,-,-,-,-,-,-,-,-,-,-19.84,Upgrade
10,EV/EBIT Ratio,10.32,-,-,8.50,10.83,-,-,11.57,-,-9.29,-,-,-,-,-,-,-,-,-,-,-10.90,Upgrade
11,Debt / Equity Ratio,0.88,0.88,0.88,1.51,1.51,-2.93,-2.32,-2.32,-1.14,-1.14,-0.38,-0.38,-,1.01,0.52,0.52,-,1.35,0.84,0.84,-,Upgrade
12,Debt / EBITDA Ratio,1.63,-,-,0.66,0.66,-,-,0.50,-,0.42,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,0.63,0.69,1.63,1.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,-,-,-,87.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.79,0.79,0.79,0.66,0.66,0.46,-,0.39,-,0.47,-,0.44,-,0.55,-,1.00,-,1.08,-,1.29,-,Upgrade
16,Current Ratio,0.85,0.85,0.85,0.71,0.71,0.55,-,0.51,-,0.48,-,0.66,-,1.02,-,1.46,-,1.29,-,1.50,-,Upgrade
17,Return on Equity (ROE),-24.09%,-30.47%,-55.82%,-303.49%,-,-,-,-,-,-,-,-,-431.23%,-57.87%,-,-,-80.32%,-23.75%,-,-,Upgrade,
18,Return on Assets (ROA),-3.85%,-4.18%,21.79%,21.96%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-9.29%,-10.45%,56.75%,76.37%,-7.88%,-20.10%,383.10%,-14.73%,-,-,-,-,-168.73%,-23.15%,-,-,-21.03%,-9.04%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),52.30%,-,-,100.62%,148.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-5.71%,-14.26%,2.12%,4.14%,-27.22%,-40.71%,-20.39%,-33.29%,-13.44%,-12.84%,-21.03%,-144.28%,-182.60%,-100.40%,-73.73%,-78.08%,-66.13%,-38.32%,-33.96%,-36.15%,-24.30%,Upgrade
22,FCF Yield,-65.84%,-65.84%,-15.15%,-15.09%,-3.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-133.80%,-174.17%,-174.17%,-93.42%,-93.44%,-0.06%,-0.84%,-20.00%,-19.99%,-19.91%,-18.99%,-,-,-,-,-34.83%,-50.00%,-53.39%,-55.86%,-8.59%,-3.34%,Upgrade
24,Total Shareholder Return,-133.80%,-174.17%,-174.17%,-93.42%,-93.44%,-0.06%,-0.84%,-20.00%,-19.99%,-19.91%,-18.99%,-,-,-,-,-34.83%,-50.00%,-53.39%,-55.86%,-8.59%,-3.34%,Upgrade
