,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4857,4664,3878,4494,5171,4821,5316,4567,4289,4217,4772,4700,4881,4289,4362,4881,4966,4809,4639,5981,5074,Upgrade
1,Market Cap Growth,-3.26%,-3.26%,-27.05%,-1.59%,20.56%,14.33%,11.39%,-2.83%,-12.13%,-1.69%,9.42%,-3.71%,-1.70%,-10.80%,-5.99%,-18.38%,-2.14%,-8.08%,-18.99%,-7.48%,2.19%,Upgrade
2,Enterprise Value,3429,3203,2304,3145,3822,3513,3965,3067,2818,2852,3718,3211,4615,3866,3714,3468,4395,3528,4018,4620,4554,Upgrade
3,Last Close Price,4.02,3.86,3.21,3.71,4.26,3.98,4.38,3.76,3.53,3.47,3.92,3.86,4.01,3.52,3.58,4.00,4.07,3.94,3.79,4.88,4.14,Upgrade
4,PE Ratio,182.28,193.00,187.80,-,254.10,425.67,-,-,407.78,-,-216.43,-,-,-,-,-,-,129.86,121.77,-,84.46,Upgrade
5,Forward PE,-,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,Upgrade
6,PS Ratio,3.28,3.47,2.89,3.31,4.03,3.95,5.18,3.55,3.44,5.05,6.59,11.23,-,5.48,4.37,4.04,4.36,3.66,3.40,5.01,3.53,Upgrade
7,PB Ratio,1.50,1.44,1.20,1.39,1.59,1.49,1.66,1.42,1.32,1.31,1.48,1.47,1.51,1.37,1.38,1.53,1.54,1.51,1.47,1.89,1.59,Upgrade
8,P/TBV Ratio,1.48,1.48,1.24,1.43,1.64,1.54,1.71,1.46,1.37,1.35,1.52,1.52,1.56,1.42,1.43,1.58,1.59,1.56,1.52,1.96,1.65,Upgrade
9,P/FCF Ratio,118.16,-,-,-,88.61,-42.69,-,-,-379.07,-73.70,-,-,-,-,-,-,132.46,-,-,-,117.02,Upgrade
10,P/OCF Ratio,66.27,-,-,20.26,69.08,-49.34,-,-,788.75,-98.01,-,-,-,-,-,-,43.23,28.28,12.27,-,30.56,Upgrade
11,EV/Sales Ratio,2.55,2.38,1.72,2.31,2.98,2.88,3.86,2.38,2.26,3.42,5.14,7.68,-,4.94,3.72,2.87,3.86,2.68,2.94,3.87,3.17,Upgrade
12,EV/EBITDA Ratio,56.56,52.21,-,-,50.10,63.20,-,48.00,61.33,62.92,118.65,-,-,-,-,-,-,37.53,56.25,-,57.39,Upgrade
13,EV/EBIT Ratio,-,-91.64,-,-,-,-80.28,-,-,-,-,-90.64,-,-,-,-,-,-,440.44,-349.15,-,-,Upgrade
14,EV/FCF Ratio,83.42,-,-,-,65.50,-31.11,-,-,-249.06,-49.85,-,-,-,-,-,-,117.23,-,-,-,105.02,Upgrade
15,Asset Turnover,0.46,0.19,0.25,0.48,0.45,0.21,0.17,0.41,0.24,0.47,0.13,-,0.15,0.17,0.14,0.37,0.36,0.38,0.06,0.54,Upgrade,
