,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1488297,1751497,1962204,1875084,1368270,1511226,1421337,1193551,985098,984492,1084172,1189826,1049110,1253457,1109927,885428,848672,807401,798577,878708,1138517,Upgrade
1,Market Cap Growth,15.90%,15.90%,38.05%,57.10%,38.90%,53.50%,31.10%,0.31%,-6.10%,-21.46%,-2.32%,34.38%,23.62%,55.25%,38.99%,0.76%,-25.46%,-31.84%,-41.20%,-43.19%,-20.51%,Upgrade
2,Enterprise Value,1763980,2034796,2250448,2218715,1700253,1860939,1783344,1627779,1389705,1421325,1609964,1739856,1586584,1814286,1769361,1483567,1575008,1614857,1698033,1708464,1892763,Upgrade
3,Last Close Price,5.92,6.34,7.58,6.20,4.78,5.47,4.83,3.97,3.05,2.75,2.99,3.15,2.70,2.87,2.81,2.02,1.73,1.63,1.77,1.91,2.63,Upgrade
4,PE Ratio,6.04,9.76,11.10,10.60,7.71,8.78,8.63,6.81,5.86,6.51,7.66,9.32,9.27,12.34,9.05,11.85,37.60,38.25,-,-,22.28,Upgrade
5,Forward PE,6.32,6.38,7.91,6.65,5.21,6.47,6.42,5.81,4.45,4.18,5.01,5.69,5.79,7.46,9.17,9.29,19.64,-,-,135.28,12.51,Upgrade
6,PS Ratio,0.33,0.53,0.59,0.56,0.41,0.46,0.42,0.33,0.27,0.28,0.31,0.34,0.33,0.43,0.42,0.38,0.37,0.33,0.32,0.33,0.40,Upgrade
7,PB Ratio,0.66,0.94,1.09,1.03,0.76,0.88,0.83,0.66,0.57,0.59,0.62,0.66,0.61,0.75,0.66,0.53,0.52,0.52,0.52,0.56,0.70,Upgrade
8,P/TBV Ratio,1.13,1.13,1.30,1.23,0.88,1.06,0.99,0.78,0.65,0.71,0.73,0.78,0.69,0.89,0.78,0.64,0.60,0.62,0.69,0.72,0.87,Upgrade
9,P/FCF Ratio,6.08,9.84,11.06,11.14,7.07,8.73,7.90,5.41,-,5.01,5.47,6.37,10.70,8.30,9.12,-,10.18,-31.27,251.34,-,-,Upgrade
10,P/OCF Ratio,3.48,3.48,4.04,3.92,2.72,3.34,3.14,2.40,2.21,2.08,2.20,2.25,2.50,2.72,2.60,-,2.24,2.50,2.39,-,2.83,Upgrade
11,PEG Ratio,-,-,-,1.50,1.10,-,0.06,0.06,0.06,0.06,0.06,0.07,0.11,0.15,0.19,-,-,-,-,-,1.14,Upgrade
12,EV/Sales Ratio,0.53,0.62,0.68,0.66,0.51,0.57,0.53,0.45,0.38,0.40,0.45,0.50,0.49,0.63,0.67,0.63,0.69,0.66,0.69,0.64,0.67,Upgrade
