,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,7251,9054,7771,8173,8490,8738,9654,7047,6267,5475,6632,7305,6303,5111,6348,7394,2878,2968,2336,4619,Upgrade
1,Short-Term Investments,-,207.23,-,423.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,6.3,9.8,9.8,9.8,23.32,23.32,23.32,23.32,23.32,21.11,12.59,8.33,Upgrade
3,Cash & Short-Term Investments,7251,9261,7771,8596,8490,8738,9654,7047,6273,5485,6642,7315,6327,5135,6371,7418,2902,2989,2348,4627,Upgrade
4,Cash Growth,-14.59%,5.98%,-19.51%,21.98%,35.34%,59.32%,45.36%,-3.66%,-0.84%,6.82%,4.25%,-1.39%,118.05%,71.80%,171.31%,60.30%,41.19%,-11.03%,-11.53%,26.93%,Upgrade
5,Accounts Receivable,79090,75584,67799,71132,61578,62136,51206,55840,47787,46377,39663,41931,37993,33757,25520,24776,16439,14025,11192,6397,Upgrade
6,Other Receivables,6496,7643,5041,7301,5134,11684,3614,4618,4050,3139,3106,2532,3774,3281,5333,2400,743.42,778.26,665.99,3276,Upgrade
7,Receivables,85586,83227,72840,78433,66712,73820,54820,60458,51837,49517,42769,44463,41767,37038,30853,27176,17182,14804,11858,9674,Upgrade
8,Inventory,3510,3382,3860,3016,4206,3841,3328,2855,3347,3188,3088,2498,2673,2326,2012,1671,1101,935.31,1233,10131,Upgrade
9,Other Current Assets,13167,11290,12075,10757,9436,2239,8447,8552,7790,10165,7244,7392,6515,5881,4192,3958,3116,2724,2279,2033,Upgrade
10,Total Current Assets,109515,107160,96546,100803,88844,88638,76249,78913,69247,68354,59742,61668,57282,50379,43428,40222,24301,21451,17717,26464,Upgrade
11,"Property, Plant & Equipment",4682,4691,4739,4852,10036,9102,8440,8831,7557,7243,6382,6381,5574,5266,5164,4502,1603,947.77,974.85,2068,Upgrade
12,Long-Term Investments,17051,15503,9972,15012,14953,14854,12183,11002,9640,9948,8640,8018,7387,9452,6938,6292,6536,6397,6283,6102,Upgrade
13,Goodwill,286.8,286.8,286.8,286.8,286.8,286.8,221.32,286.8,221.32,221.32,221.32,221.32,278.49,218.55,148.28,83.85,-,-,-,-,Upgrade
