,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,9032,9466,8164,8615,8802,14099,13819,11642,10722,13046,15075,13306,9629,9233,8719,9653,7396,5746,5433,6105,5242,Upgrade
1,Market Cap Growth,-32.86%,-32.86%,-40.92%,-26.01%,-17.90%,8.07%,-8.33%,-12.50%,11.35%,41.30%,72.89%,37.84%,30.19%,60.68%,60.50%,58.12%,41.08%,8.23%,-8.66%,-10.36%,-7.51%,Upgrade
2,Enterprise Value,48980,44292,41188,38790,38977,41893,37053,30792,29872,32265,31246,29071,25394,27859,19913,18353,16096,13745,13594,13214,12351,Upgrade
3,Last Close Price,5.82,6.07,5.02,5.30,5.42,6.29,6.16,6.99,6.43,7.83,9.05,7.89,5.71,5.48,5.08,5.63,4.31,4.66,4.40,4.87,4.18,Upgrade
4,PE Ratio,6.09,4.05,3.73,3.78,3.85,5.81,5.10,4.29,3.97,5.19,6.12,6.02,4.51,4.73,5.26,7.03,5.52,6.41,6.17,10.02,8.74,Upgrade
5,Forward PE,4.15,3.93,3.37,3.48,3.45,3.80,3.85,3.87,3.51,4.41,5.43,5.11,3.98,4.58,5.22,8.27,5.89,6.32,6.19,7.68,6.21,Upgrade
6,PS Ratio,0.16,0.13,0.12,0.12,0.12,0.20,0.19,0.16,0.15,0.20,0.23,0.22,0.17,0.18,0.19,0.26,0.21,0.20,0.20,0.25,0.21,Upgrade
7,PB Ratio,0.61,0.27,0.24,0.26,0.27,0.51,0.54,0.49,0.43,0.62,0.71,0.66,0.48,0.58,0.56,0.68,0.57,0.69,0.66,0.77,0.51,Upgrade
8,P/TBV Ratio,0.57,0.57,0.49,0.53,0.54,0.79,0.87,0.73,0.66,0.92,1.10,1.01,0.74,0.99,0.98,1.14,0.88,0.98,0.97,1.11,0.73,Upgrade
9,P/FCF Ratio,-,-,-1.21,-,-,-,-17.92,-,-33.22,-,-2.55,-,-3.33,-,2.27,5.01,14.70,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-1.56,-,-,-,-41.55,-,65.00,-,-2.79,-,-4.09,-,2.00,4.01,7.59,-,-3.37,-,-12.74,Upgrade
11,PEG Ratio,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,Upgrade
12,EV/Sales Ratio,0.70,0.63,0.59,0.54,0.53,0.60,0.52,0.43,0.42,0.50,0.47,0.47,0.44,0.53,0.44,0.50,0.47,0.47,0.51,0.55,0.50,Upgrade
13,EV/EBITDA Ratio,10.07,9.29,8.95,7.93,7.90,8.40,7.14,5.86,5.80,6.68,6.51,7.06,6.49,8.22,7.46,8.66,8.15,8.29,8.18,9.89,9.75,Upgrade
14,EV/EBIT Ratio,11.51,10.40,10.10,8.90,8.89,9.48,7.99,6.71,6.65,7.71,7.38,7.67,6.93,8.67,7.92,9.28,8.68,8.81,8.64,10.80,10.61,Upgrade
15,EV/FCF Ratio,-6.24,-,-6.08,-,-,-,-48.06,-,-92.55,-,-5.28,-,-8.79,-,5.19,9.53,31.99,-,-,-,-,Upgrade
16,Debt / Equity Ratio,1.04,1.04,1.00,0.94,0.86,1.07,1.08,1.09,0.81,0.90,0.85,0.80,0.76,1.01,1.13,0.87,0.85,1.11,1.04,1.03,0.80,Upgrade
17,Debt / EBITDA Ratio,7.40,7.92,5.62,11.18,4.17,7.61,3.87,8.80,2.93,4.06,2.45,6.52,2.83,3.50,2.72,7.30,3.75,5.43,3.64,7.40,4.96,Upgrade
18,Debt / FCF Ratio,-,-,-4.98,-,-,-,-35.86,-,-63.60,-,-3.03,-,-5.26,-,4.59,6.36,21.89,-,-,-,-,Upgrade
19,Asset Turnover,0.38,0.53,0.28,0.83,0.46,0.69,0.41,0.94,0.66,0.93,0.51,0.93,0.92,0.97,0.45,1.19,1.08,0.98,0.52,0.99,Upgrade,
20,Inventory Turnover,15.80,14.39,18.37,9.79,26.06,12.57,19.36,13.02,26.91,16.84,23.00,13.58,24.67,24.05,25.82,12.55,35.02,32.52,24.29,2.73,2.92,Upgrade
