,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,310.91,339.54,310.03,256.02,252.44,270.45,249.75,219.67,188.83,203.95
1,Revenue Growth (YoY),0.28%,32.62%,22.81%,-5.34%,1.08%,23.12%,32.26%,7.71%,-11.83%,-8.59%
2,Cost of Revenue,285.12,300.71,274.73,229.59,233.02,234.38,206.39,185.11,164.09,183.33
3,Gross Profit,25.78,38.83,35.3,26.43,19.43,36.07,43.36,34.57,24.74,20.63
4,"Selling, General & Admin",24.81,26.91,26.75,27.59,24.7,27.91,22.01,23.97,23.46,24.36
5,Other Operating Expenses,-1.02,-0.11,-1.28,9.98,-14.82,-5.34,-5.46,-5.08,-4.6,-6.39
6,Operating Expenses,24.42,25.79,26.49,36.07,11.39,20.79,18.33,15.25,20.89,16.54
7,Operating Income,1.36,13.05,8.81,-9.64,8.04,15.28,25.03,19.32,3.86,4.09
8,Interest Expense,-1.51,-0.36,-0.7,-1.04,-0.78,-0.93,-1.69,-2.45,-3.05,-1.21
9,Interest & Investment Income,0.22,0.16,0.25,0.38,0,0,0,0.08,0.15,0.69
10,EBT Excluding Unusual Items,0.07,12.85,8.37,-10.3,7.26,14.35,23.34,16.95,0.96,3.57
11,Gain (Loss) on Sale of Assets,-,-,-,0.11,-,-,-,0.42,0.17,-
12,Other Unusual Items,-,0.26,-,11.49,-,0.82,0.5,11.59,12.06,-
13,Pretax Income,0.07,13.11,8.37,1.3,7.26,15.18,23.84,28.97,13.19,3.57
14,Income Tax Expense,-,2.63,1.22,-0.03,-,2.73,3.77,1.53,0.11,-
15,Net Income,0.07,10.48,7.15,1.32,7.26,12.45,20.07,27.44,13.09,3.57
16,Net Income to Common,0.07,10.48,7.15,1.32,7.26,12.45,20.07,27.44,13.09,3.57
17,Net Income Growth,-99.02%,691.69%,-1.56%,-89.36%,-63.82%,-54.64%,53.40%,668.76%,-,-
18,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
19,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
20,EPS (Basic),0.00,0.01,0.01,0.00,0.01,0.01,0.02,0.03,0.01,0.00
21,EPS (Diluted),0.00,0.01,0.01,0.00,0.01,0.01,0.02,0.03,0.01,0.00
22,EPS Growth,-99.02%,691.69%,-1.56%,-89.36%,-63.82%,-54.64%,53.40%,668.76%,-,-
23,Free Cash Flow,27.55,34.16,17.92,-2.61,49.77,26.51,56.64,18.6,46.97,21.96
24,Free Cash Flow Per Share,0.03,0.03,0.02,-0.00,0.05,0.03,0.06,0.02,0.05,0.02
25,Operating Margin,0.44%,3.84%,2.84%,-3.76%,3.18%,5.65%,10.02%,8.79%,2.04%,2.00%
26,Profit Margin,0.02%,3.09%,2.31%,0.52%,2.88%,4.60%,8.04%,12.49%,6.93%,1.75%
27,Free Cash Flow Margin,8.86%,10.06%,5.78%,-1.02%,19.71%,9.80%,22.68%,8.47%,24.88%,10.77%
28,EBITDA,4.63,16.3,12,-6.38,11.35,19.09,28.8,23.38,7.9,7.64
29,D&A For EBITDA,3.27,3.25,3.19,3.26,3.31,3.82,3.78,4.06,4.04,3.55
30,EBIT,1.36,13.05,8.81,-9.64,8.04,15.28,25.03,19.32,3.86,4.09
