,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,132,109,97,100,143,185,191,173,144,97,90
1,Market Cap Growth,9.00%,9.00%,-32.17%,-45.95%,-25.13%,6.94%,32.64%,78.35%,60.00%,-15.65%,-52.63%
2,Enterprise Value,90,14,44,68,81,84,113,119,106,99,112
3,Last Close Price,0.13,0.11,0.08,0.08,0.12,0.16,0.14,0.13,0.09,0.06,0.06
4,PE Ratio,12.51,10.33,5.50,11.80,16.66,9.39,5.87,3.64,3.55,5.82,-10.17
5,PS Ratio,0.20,0.17,0.15,0.18,0.28,0.35,0.37,0.37,0.35,0.25,0.22
6,PB Ratio,0.65,0.53,0.43,0.47,0.69,0.90,0.86,0.82,0.65,0.50,0.50
7,P/TBV Ratio,0.54,0.54,0.43,0.47,0.70,0.91,0.86,0.83,0.66,0.50,0.50
8,P/FCF Ratio,2.14,1.77,1.86,6.53,-,2.43,2.30,2.30,2.20,1.41,2.93
9,P/OCF Ratio,1.50,1.50,1.77,5.33,2.62,2.22,2.11,2.02,1.92,1.26,2.29
10,EV/Sales Ratio,0.14,0.02,0.07,0.12,0.16,0.16,0.22,0.25,0.26,0.25,0.27
11,EV/EBITDA Ratio,1.29,0.65,1.55,12.11,-,2.76,2.35,2.27,3.39,6.36,27.21
12,EV/EBIT Ratio,6.27,0.95,2.01,-82.40,-,3.60,2.79,2.67,4.57,12.43,-39.83
13,EV/FCF Ratio,1.46,0.22,0.84,4.44,-,1.10,1.35,1.58,1.62,1.43,3.65
14,Debt / Equity Ratio,0.32,0.32,0.05,0.17,0.29,0.41,0.17,0.16,0.25,0.39,0.54
15,Debt / FCF Ratio,1.05,1.05,0.21,2.33,-,1.10,0.44,0.43,0.82,1.08,3.17
16,Return on Capital Employed (ROCE),5.80%,5.80%,9.64%,-0.39%,-,9.17%,17.75%,20.99%,9.94%,3.52%,-1.24%
17,Earnings Yield,7.99%,9.68%,18.18%,8.47%,6.00%,10.65%,17.03%,27.46%,28.14%,17.17%,-9.84%
18,FCF Yield,46.75%,56.61%,53.69%,15.32%,32.98%,41.23%,43.53%,43.49%,45.54%,71.06%,34.13%
19,Total Shareholder Return,15.15%,-,-,-,-,-,-,-,-,-,-
