,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,71,64,68,165,185,288,206,309,226,309,319,Upgrade
1,Market Cap Growth,-60.94%,-60.94%,-63.33%,-42.86%,-10.00%,-6.67%,-9.09%,0%,-29.03%,-41.18%,-50.00%,Upgrade
2,Enterprise Value,21,71,261,578,664,703,740,1021,979,1142,1165,Upgrade
3,Last Close Price,0.14,0.13,0.13,0.32,0.36,0.56,0.40,0.60,0.44,0.60,0.62,Upgrade
4,PE Ratio,-,-,-1.83,-,-4.19,-,1.02,3.40,-,-,-,Upgrade
5,PS Ratio,0.13,0.11,0.08,0.28,0.59,0.81,0.49,0.62,0.55,0.79,1.03,Upgrade
6,PB Ratio,0.04,0.04,0.04,0.09,0.10,0.15,0.10,0.16,0.12,0.17,0.16,Upgrade
7,P/TBV Ratio,0.04,0.04,0.04,0.09,0.10,0.15,0.10,0.16,0.11,0.16,0.15,Upgrade
8,P/FCF Ratio,1.96,1.77,0.26,0.62,-2.39,-,7.31,-,8.04,-,-,Upgrade
9,P/OCF Ratio,1.64,1.64,0.25,0.61,-2.45,-,7.13,-,7.12,-,-,Upgrade
10,EV/Sales Ratio,0.04,0.13,0.31,0.97,2.13,1.99,1.75,2.06,2.37,2.92,3.75,Upgrade
11,EV/EBITDA Ratio,0.15,0.78,2.06,3.68,7.24,-,8.29,16.45,-12.50,-,-,Upgrade
12,EV/EBIT Ratio,0.15,0.83,2.12,3.76,7.55,-,8.49,17.06,-12.15,-,-,Upgrade
13,EV/FCF Ratio,0.57,1.96,0.98,2.19,-8.56,-,26.29,-,34.75,-,-,Upgrade
14,Debt / Equity Ratio,0.05,0.05,0.08,0.16,0.26,0.33,0.33,0.41,0.47,0.66,0.54,Upgrade
15,Debt / FCF Ratio,2.20,2.20,0.52,1.04,-6.44,-,24.77,-,31.47,-,-,Upgrade
16,Return on Capital Employed (ROCE),4.46%,4.46%,5.92%,7.12%,3.57%,-,3.25%,2.24%,-2.82%,-,-,Upgrade
17,Earnings Yield,-67.52%,-74.54%,-54.77%,6.26%,-23.89%,-0.99%,97.81%,29.45%,-52.90%,-68.47%,-35.00%,Upgrade
18,FCF Yield,51.07%,56.38%,390.41%,160.50%,-41.87%,-26.69%,13.67%,9.45%,12.44%,-27.20%,-166.97%,Upgrade
19,Buyback Yield / Dilution,-,-,0.00%,0.00%,-,-,-,-,-,-,Upgrade,
20,Total Shareholder Return,-,-,0.00%,0.00%,-,-,-,-,-,-,Upgrade,
