,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,388.99,124.77,170.12,283.55,574.45,695.37,789.83,985.55,1164,1068,Upgrade
1,Short-Term Investments,-,-,14.23,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,388.99,124.77,184.35,283.55,574.45,695.37,789.83,985.55,1164,1068,Upgrade
3,Cash Growth,111.01%,-56.00%,-67.91%,-59.22%,-27.27%,-29.44%,-32.12%,-7.74%,5.08%,-17.20%,Upgrade
4,Accounts Receivable,38.09,18.56,28.06,18.62,18.59,14.7,14.86,13.36,8.73,65.4,Upgrade
5,Other Receivables,70.91,69.01,93.88,89.04,70.44,103.86,133.84,146.39,94.26,151.36,Upgrade
6,Receivables,109,87.57,121.94,107.67,89.03,118.56,148.7,159.75,103,216.76,Upgrade
7,Inventory,6.29,6.74,3.49,4.14,3.59,2.88,2.09,3.51,3.01,3.97,Upgrade
8,Other Current Assets,48.16,50.91,144.33,103.85,139.14,236.35,72.09,64.57,90.64,38.62,Upgrade
9,Total Current Assets,552.43,269.99,454.1,499.21,806.21,1053,1013,1213,1360,1328,Upgrade
10,"Property, Plant & Equipment",1512,1879,1827,1850,1967,2061,1613,1586,1753,1886,Upgrade
11,Long-Term Investments,-,20.06,51.87,46.56,44.09,56.69,78,103.54,105.11,133.24,Upgrade
12,Goodwill,571.94,589.85,574.93,576.92,561,573.93,573.93,633.12,639.7,661.58,Upgrade
13,Other Intangible Assets,519.41,627.21,521.69,523.21,511.05,521.68,522.42,530.76,507.94,525.4,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,5.88,4.82,Upgrade
