,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,132,162,118,179,224,221,333,392,426,459,952,Upgrade
1,Market Cap Growth,-9.37%,-9.37%,-47.50%,-18.99%,-32.77%,-43.57%,-21.71%,-14.63%,-55.29%,-31.67%,13.33%,Upgrade
2,Enterprise Value,621,1030,927,941,1091,1313,1377,1281,1344,1350,2013,Upgrade
3,Last Close Price,0.05,0.06,0.04,0.06,0.08,0.08,0.12,0.14,0.15,0.16,0.34,Upgrade
4,PS Ratio,0.17,0.21,0.15,0.23,0.32,0.34,0.65,1.05,1.32,0.69,0.90,Upgrade
5,PB Ratio,0.10,0.12,0.08,0.12,0.15,0.15,0.22,0.23,0.23,0.24,0.44,Upgrade
6,P/TBV Ratio,0.65,0.65,0.48,0.45,0.54,0.50,0.74,0.67,0.59,0.57,0.98,Upgrade
7,P/FCF Ratio,0.95,1.18,2.00,8.30,7.83,6.15,-8.57,-,-,-,6.97,Upgrade
8,P/OCF Ratio,0.93,0.93,0.81,1.49,2.12,1.35,3.87,-,-,-,4.93,Upgrade
9,EV/Sales Ratio,0.79,1.32,1.16,1.23,1.57,2.01,2.68,3.43,4.17,2.03,1.90,Upgrade
10,EV/EBITDA Ratio,4.81,-156.73,-,-75.76,-,15.95,-18.69,-,-,-,16.64,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,37.96,-11.14,-,-,-,35.49,Upgrade
12,EV/FCF Ratio,4.50,7.46,15.74,43.58,38.15,36.52,-35.42,-,-,-,14.74,Upgrade
13,Debt / Equity Ratio,0.66,0.66,0.68,0.67,0.69,0.96,1.16,1.09,1.00,1.07,0.91,Upgrade
14,Debt / FCF Ratio,6.37,6.37,16.87,46.09,36.59,40.13,-45.99,-,-,-,14.35,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,1.26%,-4.29%,-,-,-,1.44%,Upgrade
16,Earnings Yield,-111.79%,-90.59%,-76.88%,-33.29%,-20.60%,-65.78%,-94.29%,-79.67%,-67.72%,-42.49%,-3.69%,Upgrade
17,FCF Yield,104.90%,85.01%,50.11%,12.05%,12.77%,16.26%,-11.67%,-32.70%,-53.80%,0.29%,14.35%,Upgrade
