,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,13706,13706,28181,12448,5375,5832,8403,8143,21106,23618,21718,-,24727,-,18342,25557,40918,18706,12881,78127,Upgrade
1,Short-Term Investments,327987,327987,295988,283395,301000,257920,283703,232783,185378,156000,171000,-,137000,-,100000,135000,120000,170000,170000,105000,Upgrade
2,Cash & Short-Term Investments,341693,341693,324169,295843,306375,263752,292106,240926,206484,179618,192718,-,161727,-,118342,160557,160918,188706,182881,183127,Upgrade
3,Cash Growth,11.53%,29.55%,10.98%,22.79%,48.38%,46.84%,51.57%,-,27.67%,-,62.85%,-,0.50%,-,-35.29%,-12.33%,0.88%,52.69%,65.07%,40.30%,Upgrade
4,Accounts Receivable,34817,34817,32301,29001,17061,21747,24019,35942,26898,31914,32604,-,20857,-,31469,27934,24012,24080,23914,21842,Upgrade
5,Other Receivables,4604,4604,4105,1739,5857,9881,8856,1491,1758,491.83,961.88,-,318.51,-,3537,2590,1993,2717,2670,798.92,Upgrade
6,Receivables,39421,39421,36406,30740,22918,31629,32875,37433,28656,32406,33566,-,21175,-,35006,30524,26005,26796,26584,22641,Upgrade
7,Inventory,43925,43925,52083,50590,52332,55173,58104,66061,69835,68593,66428,-,67159,-,61542,62640,56369,63312,64676,50514,Upgrade
8,Prepaid Expenses,222.42,222.42,235.15,304.62,247.03,363.01,455.7,456.08,49.57,113,204.54,-,334.52,-,620.58,296.59,48.83,89.57,102.67,103.58,Upgrade
9,Other Current Assets,8065,8065,5025,5611,1876,2355,3602,4099,5161,3226,4306,-,5050,-,6126,9995,11531,21824,15646,11943,Upgrade
10,Total Current Assets,433326,433326,417919,383088,383749,353271,387142,348974,310186,283956,297223,-,255446,-,221637,264012,254871,300729,289889,268329,Upgrade
11,"Property, Plant & Equipment",139947,139947,125112,128539,131237,135367,137829,140623,154414,157628,158870,-,145838,-,146155,143186,142492,120726,103730,85810,Upgrade
12,Other Intangible Assets,-,-,20241,20261,20281,20301,20321,20341,6514,6534,6554,-,6594,-,5814,5814,5814,5814,5814,5814,Upgrade
13,Other Long-Term Assets,34504,34504,34905,34975,35346,35806,36137,36448,36755,37015,37323,-,37626,-,38075,38528,38242,38510,38996,39370,Upgrade
