,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,116176,105700,102431,103654,97995,91117,100911,119699,125520,108225,124626,126703,107179,80925,95422,97673,105482,87476,93190,111413,Upgrade
1,Revenue Growth (YoY),18.55%,16.00%,1.51%,-13.40%,-21.93%,-15.81%,-19.03%,-5.53%,17.11%,33.74%,30.60%,29.72%,1.61%,-7.49%,2.39%,-12.33%,7.38%,-21.76%,-0.83%,5.51%,Upgrade
2,Cost of Revenue,40058,37088,34319,32936,32806,26560,31937,36915,44983,33262,33846,36444,35406,21128,35241,27289,36993,21481,28597,33767,Upgrade
3,Gross Profit,76118,68612,68112,70719,65189,64557,68974,82784,80537,74963,90779,90258,71773,59797,60181,70384,68489,65996,64593,77646,Upgrade
4,"Selling, General & Admin",20549,27772,39156,44672,9661,41142,38444,55385,34144,54681,58800,61092,34389,43066,25977,48196,27908,40411,22448,49336,Upgrade
5,Operating Expenses,20549,27772,39156,44672,9661,41142,38444,55385,34144,54681,58800,61092,34389,43066,25977,48196,27908,40411,22448,49336,Upgrade
6,Operating Income,55569,40839,28956,26047,55528,23415,30530,27399,46393,20282,31979,29166,37383,16731,34204,22188,40581,25585,42145,28310,Upgrade
7,Interest Expense,-,-,-76.76,-84.74,-291.74,-434.93,-436.43,-431.24,-5960,-181.98,-173.33,-160.14,-115.91,-103.9,-118.12,-111.07,-195.44,-1277,-264.31,-232.37,Upgrade
8,Interest & Investment Income,6940,3894,6606,1092,8632,515.28,9549,2971,5122,485.95,4912,212.41,1594,179.13,5429,145.7,7685,90.63,3894,335.96,Upgrade
9,Other Non Operating Income (Expenses),176.3,-10.01,-629.56,558.4,-482.32,153.28,-0.38,376.77,5487,-138.63,-248.02,-688.95,-346.91,-96.98,-577.98,169.1,-127.8,-64.17,-666.5,134.88,Upgrade
10,Pretax Income,62686,44723,34856,27612,63386,23649,39641,30315,51043,20448,36469,28529,38514,16709,38937,22392,47943,24335,45108,28548,Upgrade
11,Income Tax Expense,12593,9025,7123,5570,12849,4782,8027,6080,10297,4158,6838,6372,7822,3351,7888,4511,9723,4882,9125,5749,Upgrade
12,Net Income,50093,35698,27733,22042,50537,18867,31614,24235,40746,16290,29632,22157,30693,13358,31049,17881,38220,19453,35983,22799,Upgrade
13,Net Income to Common,50093,35698,27733,22042,50537,18867,31614,24235,40746,16290,29632,22157,30693,13358,31049,17881,38220,19453,35983,22799,Upgrade
14,Net Income Growth,-0.88%,89.21%,-12.28%,-9.05%,24.03%,15.82%,6.69%,9.38%,32.76%,21.94%,-4.56%,23.91%,-19.70%,-31.33%,-13.71%,-21.57%,733.01%,-11.37%,1.76%,6.93%,Upgrade
15,Shares Outstanding (Basic),21,21,21,22,23,21,22,23,23,22,21,23,23,22,22,23,23,23,23,23,Upgrade
16,Shares Outstanding (Diluted),21,21,21,22,23,21,22,23,23,22,21,23,23,22,22,23,23,23,23,23,Upgrade
17,Shares Change (YoY),-5.01%,0.04%,-0.01%,-4.99%,0.00%,-0.06%,0.02%,0.02%,-0.01%,-0.01%,-0.02%,-0.03%,0.01%,-4.98%,-4.99%,0.11%,2.99%,4.80%,8.71%,22.24%,Upgrade
18,EPS (Basic),2330.00,1660.54,1290.00,1025.00,2233.00,878.00,1470.40,1070.80,1800.40,757.60,1378.40,979.20,1356.00,621.20,1444.00,790.00,1688.80,859.60,1590.00,1008.40,Upgrade
19,EPS (Diluted),2330.00,1660.54,1290.00,1025.00,2233.00,878.00,1470.40,1070.80,1800.40,757.60,1378.40,979.20,1356.00,621.20,1444.00,790.00,1688.80,859.60,1590.00,1008.40,Upgrade
20,EPS Growth,4.34%,89.13%,-12.27%,-4.28%,24.03%,15.89%,6.67%,9.35%,32.77%,21.96%,-4.54%,23.95%,-19.71%,-27.73%,-9.18%,-21.66%,708.81%,-15.43%,-6.39%,-12.53%,Upgrade
21,Free Cash Flow,39639,39639,29983,-8433,48234,39796,49012,18397,26185,77095,-,13933,14916,-7625,21183,-2612,-,65168,-62401,23539,Upgrade
22,Free Cash Flow Per Share,1843.77,1843.85,1394.65,-392.16,2131.25,1851.97,2279.57,812.83,1157.00,3585.56,-,615.75,659.01,-354.61,985.18,-115.41,-,2879.74,-2757.37,1041.13,Upgrade
23,Dividend Per Share,-,-,-,-,3000.000,-,-,-,-,-,-,-,2400.000,-,-,-,3200.000,-,-,-,Upgrade
24,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-25.00%,-,-,-,-,-,-,-,Upgrade
25,Gross Margin,65.52%,64.91%,66.50%,68.23%,66.52%,70.85%,68.35%,69.16%,64.16%,69.27%,72.84%,71.24%,66.97%,73.89%,63.07%,72.06%,64.93%,75.44%,69.31%,69.69%,Upgrade
26,Operating Margin,47.83%,38.64%,28.27%,25.13%,56.66%,25.70%,30.25%,22.89%,36.96%,18.74%,25.66%,23.02%,34.88%,20.67%,35.84%,22.72%,38.47%,29.25%,45.22%,25.41%,Upgrade
27,Profit Margin,43.12%,33.77%,27.08%,21.26%,51.57%,20.71%,31.33%,20.25%,32.46%,15.05%,23.78%,17.49%,28.64%,16.51%,32.54%,18.31%,36.23%,22.24%,38.61%,20.46%,Upgrade
28,Free Cash Flow Margin,34.12%,37.50%,29.27%,-8.14%,49.22%,43.68%,48.57%,15.37%,20.86%,71.24%,-,11.00%,13.92%,-9.42%,22.20%,-2.67%,-,74.50%,-66.96%,21.13%,Upgrade
29,EBIT,55569,40839,28956,26047,55528,23415,30530,27399,46393,20282,31979,29166,37383,16731,34204,22188,40581,25585,42145,28310,Upgrade
30,EBIT Margin,47.83%,38.64%,28.27%,25.13%,56.66%,25.70%,30.25%,22.89%,36.96%,18.74%,25.66%,23.02%,34.88%,20.67%,35.84%,22.72%,38.47%,29.25%,45.22%,25.41%,Upgrade
31,Effective Tax Rate,20.09%,20.18%,20.44%,20.17%,20.27%,20.22%,20.25%,20.06%,20.17%,20.34%,18.75%,22.33%,20.31%,20.06%,20.26%,20.14%,20.28%,20.06%,20.23%,20.14%,Upgrade
32,Revenue as Reported,116176,105700,102431,103654,97995,91117,100911,119699,125520,108225,124626,126703,107179,80925,95422,97673,105482,87476,93190,111413,Upgrade
