,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1337296,1253446,1335146,1350196,1507145,1408246,1326546,1298600,817000,808400,774000,774000,926220,971800,1001900,1014800,1109400,746480,660480,580500,541800,Upgrade
1,Market Cap Growth,-10.99%,-10.99%,0.65%,3.97%,84.47%,74.20%,71.39%,67.78%,-11.79%,-16.81%,-22.75%,-23.73%,-16.51%,30.18%,51.69%,74.81%,104.76%,17.30%,17.25%,9.22%,3.75%,Upgrade
2,Enterprise Value,995603,929277,1010977,1058978,1208545,1160824,1053160,1075964,615746,640122,590302,601652,768021,859776,889876,861881,953860,625475,544501,405952,390751,Upgrade
3,Last Close Price,62200.00,58300.00,62100.00,62800.00,70100.00,62789.66,59146.90,57900.69,36427.59,33255.42,31840.30,31840.30,38102.22,37909.47,39083.66,39586.88,43277.19,27496.44,24328.65,21382.60,18273.96,Upgrade
4,PE Ratio,11.04,9.25,9.82,11.33,12.25,11.24,11.49,11.50,7.37,7.43,7.84,8.08,9.52,10.45,9.97,9.52,9.95,6.41,7.97,6.80,6.40,Upgrade
5,PS Ratio,3.20,2.93,3.26,3.42,3.83,3.44,3.03,2.86,1.71,1.67,1.66,1.76,2.26,2.55,2.64,2.63,2.89,1.88,1.69,1.40,1.30,Upgrade
6,PB Ratio,2.58,2.42,2.57,3.02,3.07,3.01,3.17,3.25,1.85,1.94,2.05,2.15,-,2.65,-,3.16,3.05,2.15,2.14,1.99,1.67,Upgrade
7,P/TBV Ratio,2.42,2.42,2.57,3.16,3.20,3.14,3.34,3.43,1.94,1.97,2.09,2.19,-,2.70,-,3.22,3.09,2.19,2.18,2.03,1.70,Upgrade
8,P/FCF Ratio,14.78,12.43,12.20,12.32,-,9.06,9.94,7.61,6.71,6.90,7.31,-,21.84,37.58,-,12.12,-,-,13.00,-,8.47,Upgrade
9,P/OCF Ratio,12.43,12.43,12.19,12.31,-,9.04,9.90,7.58,6.68,6.81,7.21,-,21.02,36.94,-,12.06,-,-,12.89,-,16.33,Upgrade
10,EV/Sales Ratio,2.38,2.17,2.47,2.68,3.07,2.83,2.41,2.37,1.29,1.32,1.26,1.37,1.87,2.26,2.34,2.23,2.49,1.57,1.40,0.98,0.94,Upgrade
11,EV/EBIT Ratio,7.28,6.14,6.68,7.91,8.92,8.48,8.24,8.64,4.88,5.01,4.97,5.22,6.54,7.78,7.83,7.03,7.31,4.58,5.43,4.00,3.82,Upgrade
12,EV/FCF Ratio,11.01,9.22,9.24,9.66,-,7.47,7.90,6.30,5.06,5.46,5.57,-,18.11,33.25,-,10.29,-,-,10.72,-,6.11,Upgrade
13,Debt / Equity Ratio,-,-,-,-,0.01,0.02,0.04,0.05,0.04,0.01,0.03,0.03,-,0.01,-,0.02,0.02,0.02,0.22,0.23,0.03,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,0.05,0.12,0.11,0.15,0.04,0.11,-,-,0.14,-,0.08,-,-,1.33,-,0.13,Upgrade
15,Asset Turnover,0.76,0.70,0.70,0.73,0.70,0.65,0.72,0.91,1.01,0.88,-,-,-,-,0.88,0.88,0.93,0.77,0.89,1.16,Upgrade,
16,Inventory Turnover,2.94,3.65,3.09,2.67,2.56,2.44,1.88,2.06,2.17,2.60,1.97,-,-,-,-,2.27,1.83,2.47,1.34,1.99,2.53,Upgrade
17,Quick Ratio,4.29,4.29,4.29,2.39,4.33,3.25,2.36,1.82,2.77,2.60,1.96,1.62,-,2.31,-,1.69,2.19,1.97,1.37,1.42,2.75,Upgrade
18,Current Ratio,4.87,4.87,4.87,2.77,5.08,3.79,2.82,2.17,3.48,3.43,2.62,2.13,-,3.22,-,2.44,3.03,2.68,1.91,1.97,3.58,Upgrade
19,Return on Equity (ROE),38.62%,29.55%,23.65%,18.39%,45.61%,18.47%,30.08%,22.57%,41.05%,17.68%,-,-,-,-,36.25%,20.13%,46.71%,25.96%,46.76%,29.13%,Upgrade,
20,Return on Assets (ROA),22.86%,16.93%,12.43%,11.45%,24.89%,10.40%,13.53%,12.99%,23.36%,10.29%,-,-,-,-,19.81%,12.42%,22.37%,14.15%,25.15%,18.37%,Upgrade,
21,Return on Capital (ROIC),26.77%,21.13%,15.36%,13.41%,30.49%,13.74%,17.39%,15.52%,28.61%,13.39%,-,-,-,-,24.46%,15.33%,27.88%,17.43%,30.49%,22.00%,Upgrade,
22,Return on Capital Employed (ROCE),26.34%,29.18%,29.17%,29.93%,27.57%,29.16%,30.46%,30.93%,28.26%,30.62%,31.54%,31.98%,-,30.17%,-,38.19%,35.82%,39.44%,32.55%,34.83%,31.57%,Upgrade
23,Earnings Yield,9.06%,10.82%,10.19%,8.83%,8.17%,8.89%,8.70%,8.69%,13.57%,13.46%,12.76%,12.38%,10.50%,9.57%,10.03%,10.50%,10.05%,15.60%,12.54%,14.70%,15.63%,Upgrade
24,FCF Yield,6.76%,8.04%,8.20%,8.12%,8.53%,11.04%,10.06%,13.14%,14.89%,14.50%,13.69%,-,4.58%,2.66%,1.09%,8.25%,0.01%,-,7.69%,2.44%,11.80%,Upgrade
25,Dividend Yield,4.82%,-,-,-,-,4.78%,-,-,-,-,-,-,-,6.33%,-,-,-,11.64%,-,-,-,Upgrade
26,Payout Ratio,53.21%,65.23%,91.53%,0.02%,0.19%,0.02%,351.26%,0.03%,0.02%,0.25%,305.07%,-,-,-,-,213.78%,0.86%,-,309.30%,-,1.76%,Upgrade
27,Buyback Yield / Dilution,0.01%,5.01%,-0.04%,0.01%,4.99%,-0.00%,0.06%,-0.02%,-0.02%,0.01%,0.01%,0.02%,0.03%,-0.01%,4.98%,4.99%,-0.11%,-2.99%,-4.80%,-8.71%,-22.24%,Upgrade
28,Total Shareholder Return,4.83%,5.01%,-0.04%,0.01%,4.99%,4.78%,0.06%,-0.02%,-0.02%,0.01%,0.01%,0.02%,0.03%,6.32%,4.98%,4.99%,-0.11%,8.65%,-4.80%,-8.71%,-22.24%,Upgrade
