,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,14523,6533,3362,2318,1615,1557,1573,1681,1584,1138,1224,Upgrade
1,Market Cap Growth,181.79%,181.79%,108.21%,48.94%,2.63%,-7.39%,-0.68%,47.75%,29.41%,-0.63%,1.19%,Upgrade
2,Enterprise Value,14930,6961,3746,2796,2052,1924,1887,2106,1993,1424,1590,Upgrade
3,Last Close Price,13.40,7.78,3.89,2.68,1.80,1.74,1.64,1.76,1.87,1.34,1.45,Upgrade
4,PE Ratio,23.33,13.74,9.10,9.20,7.91,6.65,6.63,8.80,15.38,16.94,19.70,Upgrade
5,PS Ratio,6.21,3.66,2.32,2.30,2.10,0.87,0.64,0.69,0.96,2.63,3.52,Upgrade
6,PB Ratio,6.89,3.17,1.73,1.37,0.99,0.98,0.97,1.12,1.33,1.12,1.32,Upgrade
7,P/TBV Ratio,6.43,6.43,3.64,3.26,2.56,2.86,2.84,3.92,14.20,34.64,3.81,Upgrade
8,P/FCF Ratio,62.25,28.00,15.87,14.52,-91.53,-,-,-,39.29,11.56,12.97,Upgrade
9,P/OCF Ratio,15.45,15.45,8.72,6.39,8.55,-,8.78,9.49,15.65,8.32,7.95,Upgrade
10,EV/Sales Ratio,8.36,3.90,2.59,2.78,2.66,1.08,0.76,0.87,1.20,3.29,4.57,Upgrade
11,EV/EBITDA Ratio,20.13,9.42,6.39,6.57,6.69,6.03,5.57,7.45,12.26,12.36,14.13,Upgrade
12,EV/EBIT Ratio,22.89,10.67,7.77,8.38,8.14,7.24,6.63,8.92,16.59,18.16,21.00,Upgrade
13,EV/FCF Ratio,63.99,29.83,17.69,17.51,-116.34,-,-,-,49.45,14.47,16.85,Upgrade
14,Debt / Equity Ratio,0.16,0.16,0.12,0.13,0.13,0.15,0.10,0.09,0.11,0.12,0.06,Upgrade
15,Debt / FCF Ratio,1.45,1.45,1.07,1.33,-12.15,-,-,-,3.18,1.23,0.60,Upgrade
16,Return on Capital Employed (ROCE),28.92%,28.92%,23.43%,18.51%,14.38%,15.64%,15.78%,13.80%,8.84%,6.50%,6.95%,Upgrade
17,Earnings Yield,3.27%,7.28%,10.99%,10.86%,12.64%,15.04%,15.09%,11.36%,6.50%,5.90%,5.08%,Upgrade
18,FCF Yield,1.61%,3.57%,6.30%,6.89%,-1.09%,-5.77%,-6.71%,-2.21%,2.55%,8.65%,7.71%,Upgrade
19,Dividend Yield,1.79%,1.51%,-,-,-,-,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,0.04%,-4.52%,-15.04%,-10.03%,-,-,0.02%,Upgrade,
21,Total Shareholder Return,1.79%,1.51%,-,-,0.04%,-4.52%,-15.04%,-10.03%,-,-,0.02%,Upgrade
