,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,2229,2916,6343,3583,5123,2998,2069,1840,3221,3508,Upgrade
1,Short-Term Investments,20.19,20.27,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,1265,1501,1523,1531,1118,1245,1110,1021,3679,554.64,Upgrade
3,Cash & Short-Term Investments,3514,4437,7866,5114,6240,4243,3180,2861,6901,4063,Upgrade
4,Cash Growth,-55.33%,-13.24%,26.05%,20.53%,96.26%,48.29%,-53.92%,-29.57%,69.48%,133.33%,Upgrade
5,Accounts Receivable,424.21,227.8,630.64,216.47,334.31,188.26,540.25,283.32,418.06,142.45,Upgrade
6,Other Receivables,-,407.99,-,377.6,-,482.03,-,456.01,-,389.6,Upgrade
7,Receivables,2455,2738,2802,2613,2422,2650,2221,2515,3105,3144,Upgrade
8,Inventory,6112,5155,5244,4671,4536,4181,4425,5126,4212,4310,Upgrade
9,Other Current Assets,1618,707.49,1336,553.19,1160,551.16,1120,476.03,1034,480.57,Upgrade
10,Total Current Assets,13699,13037,17248,12951,14358,11625,10945,10978,15252,11997,Upgrade
11,"Property, Plant & Equipment",18756,17247,17070,16709,16369,16199,16498,15983,15821,15757,Upgrade
12,Long-Term Investments,2092,2059,1666,1911,1647,1779,1457,1598,1629,1294,Upgrade
13,Goodwill,583.3,583.3,583.3,583.3,609.53,609.53,609.53,609.53,609.53,666.18,Upgrade
14,Other Intangible Assets,16005,12551,12419,12303,12241,11612,9572,9494,9577,9604,Upgrade
