,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,4627,4977,3447,4350,3536,3373,3487,4517,3132,3512,Upgrade
1,Revenue Growth (YoY),34.24%,14.41%,-2.51%,28.97%,1.41%,-25.32%,11.32%,28.61%,11.14%,-18.49%,Upgrade
2,Cost of Revenue,2651,3045,2103,3126,2236,1839,2402,2463,1854,2316,Upgrade
3,Gross Profit,1977,1932,1344,1224,1300,1533,1084,2054,1278,1196,Upgrade
4,"Selling, General & Admin",635.29,746.59,586.89,676.08,663.36,937.62,590.17,745.14,509.99,534.87,Upgrade
5,Other Operating Expenses,496.8,152.7,261.88,79.99,103.07,91.82,87.7,111.1,75.06,100.9,Upgrade
6,Operating Expenses,1142,998.93,867.94,846.4,792.63,1103,690.11,945.97,599.67,705.6,Upgrade
7,Operating Income,834.46,932.89,476.46,377.33,507.07,430.85,394.07,1108,678.63,490.5,Upgrade
8,Interest Expense,-264.21,-261.24,-311.24,-222.24,-280.27,-271.45,-334.55,-343.02,-354.24,-346.07,Upgrade
9,Interest & Investment Income,-,132.74,-,127.77,92.16,83.71,96.93,110.09,108.57,99.92,Upgrade
10,Earnings From Equity Investments,3.63,-1.37,2.37,-5.57,3.05,7.48,-7.38,10.15,12.45,-61.79,Upgrade
11,Currency Exchange Gain (Loss),-,17.44,-,5.25,24.98,6.36,19.34,52.39,8.18,12.19,Upgrade
12,Other Non Operating Income (Expenses),251.83,35,457.67,69.39,188.05,165.39,147.96,352.03,120.52,135.57,Upgrade
13,EBT Excluding Unusual Items,825.72,855.45,625.26,351.93,535.03,422.34,316.37,1290,574.09,330.33,Upgrade
14,Merger & Restructuring Charges,-3.27,-,-,-,-,-,-,-,-,-,Upgrade
15,Impairment of Goodwill,-,-,-,-26.22,-,-,-,-,-56.65,-62.21,Upgrade
16,Gain (Loss) on Sale of Investments,132,83.56,-161.42,224.84,-215,-108.6,-155.11,-109.13,133.2,35,Upgrade
17,Gain (Loss) on Sale of Assets,-,-1.69,-,5.53,-1.23,-28.72,-1.1,32.27,-1.43,-2.94,Upgrade
18,Asset Writedown,-,-261.77,-,-133.11,-,-63.49,-,-454.82,-69.68,-47.79,Upgrade
19,Legal Settlements,-,-,-,-2.56,-,-100,-,-,-,-,Upgrade
20,Other Unusual Items,-1.36,-,-12.87,-,-,-,-,-,-,18.38,Upgrade
21,Pretax Income,953.08,675.55,450.98,420.4,318.8,121.52,160.16,757.9,579.53,270.77,Upgrade
22,Income Tax Expense,226.66,202.49,85.62,70.04,108.98,25.93,64.72,-20.73,123.36,88.46,Upgrade
23,Earnings From Continuing Operations,726.42,473.06,365.36,350.37,209.82,95.59,95.44,778.63,456.17,182.31,Upgrade
24,Minority Interest in Earnings,-173.63,-39.49,-112.5,-56.2,-102.04,-80.06,-77.28,-138.86,-43.78,58.1,Upgrade
25,Net Income,552.79,433.57,252.86,294.17,107.78,15.53,18.16,639.77,412.39,240.42,Upgrade
26,Preferred Dividends & Other Adjustments,140.41,-116.06,116.06,-,-,-,-,-,-,-,Upgrade
27,Net Income to Common,412.38,549.63,136.8,294.17,107.78,15.53,18.16,639.77,412.39,240.42,Upgrade
28,Net Income Growth,118.62%,47.39%,134.61%,1793.73%,493.40%,-97.57%,-95.60%,166.11%,72.65%,39.25%,Upgrade
29,Shares Outstanding (Basic),3320,3270,3270,3270,3270,3270,3270,3270,3270,3222,Upgrade
30,Shares Outstanding (Diluted),3320,3270,3270,3270,3270,3270,3270,3270,3270,3222,Upgrade
31,Shares Change (YoY),1.53%,-,-,-,-,-,-,1.50%,1.54%,0.04%,Upgrade
32,EPS (Basic),0.12,0.17,0.04,0.09,0.03,0.00,0.01,0.20,0.13,0.07,Upgrade
33,EPS (Diluted),0.12,0.17,0.04,0.09,0.03,0.00,0.01,0.19,0.13,0.07,Upgrade
34,EPS Growth,196.92%,86.84%,26.92%,1923.17%,493.48%,-97.71%,-95.60%,159.87%,70.03%,39.19%,Upgrade
35,Free Cash Flow,-1081,1508,-1224,-163.35,-604.75,1105,-448.04,938.89,1420,448.18,Upgrade
36,Free Cash Flow Per Share,-0.33,0.46,-0.37,-0.05,-0.18,0.34,-0.14,0.29,0.43,0.14,Upgrade
37,Operating Margin,18.03%,18.75%,13.82%,8.67%,14.34%,12.77%,11.30%,24.53%,21.67%,13.97%,Upgrade
38,Profit Margin,8.91%,11.04%,3.97%,6.76%,3.05%,0.46%,0.52%,14.16%,13.17%,6.85%,Upgrade
39,Free Cash Flow Margin,-23.35%,30.29%,-35.52%,-3.76%,-17.10%,32.75%,-12.85%,20.79%,45.33%,12.76%,Upgrade
40,EBITDA,1406,1524,935.56,932.1,983.47,913.55,819.22,1735,1160,1042,Upgrade
41,D&A For EBITDA,571.33,591.22,459.09,554.77,476.41,482.7,425.15,626.9,481.51,551.68,Upgrade
42,EBIT,834.46,932.89,476.46,377.33,507.07,430.85,394.07,1108,678.63,490.5,Upgrade
