,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,51036,44571,31756,31984,28387,22435,21781,24136,30186,29597,27730,Upgrade
1,Market Cap Growth,39.35%,39.35%,11.87%,42.57%,30.33%,-7.05%,-27.84%,-18.45%,8.86%,5.02%,8.30%,Upgrade
2,Enterprise Value,73680,63005,51053,51353,49604,42184,45256,45626,49691,49576,47495,Upgrade
3,Last Close Price,15.00,13.10,9.68,9.75,8.62,6.81,6.61,7.33,9.10,8.92,8.44,Upgrade
4,PE Ratio,47.82,43.12,41.99,68.68,62.47,155.32,526.58,30.50,24.16,41.32,51.72,Upgrade
5,Forward PE,18.62,32.84,22.60,27.70,20.75,21.08,6.62,15.16,19.37,39.06,36.45,Upgrade
6,PS Ratio,4.79,4.32,3.42,3.80,3.18,2.77,2.59,2.51,3.32,4.06,3.92,Upgrade
7,PB Ratio,3.54,1.69,1.30,1.41,1.25,0.97,0.90,1.19,1.49,1.57,1.43,Upgrade
8,P/TBV Ratio,10.49,10.49,5.03,6.34,6.74,6.28,4.35,6.30,7.37,7.69,6.74,Upgrade
9,P/FCF Ratio,111.24,-,101.82,-,-,-,27.02,-,10.78,14.44,66.00,Upgrade
10,P/OCF Ratio,18.69,-,15.73,-,36.24,-,6.33,7.93,6.99,8.68,13.93,Upgrade
11,PEG Ratio,0.32,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,Upgrade
12,EV/Sales Ratio,7.14,6.11,5.50,6.10,5.56,5.21,5.37,4.74,5.47,6.80,6.71,Upgrade
13,EV/EBITDA Ratio,21.92,20.01,18.84,25.45,22.91,18.98,21.28,14.85,14.45,20.52,21.51,Upgrade
14,EV/EBIT Ratio,35.57,33.18,32.88,55.66,49.61,38.40,44.69,25.26,23.42,38.65,45.61,Upgrade
15,EV/FCF Ratio,160.60,-,163.69,-,-,-,56.15,-,17.74,24.19,113.04,Upgrade
16,Debt / Equity Ratio,0.84,0.84,0.80,1.07,0.94,1.04,0.86,1.13,1.02,1.24,1.07,Upgrade
17,Debt / FCF Ratio,48.25,-,62.83,-,-,-,25.75,-,7.40,11.36,49.28,Upgrade
18,Return on Capital Employed (ROCE),4.78%,4.39%,4.07%,2.67%,2.92%,3.33%,3.03%,6.32%,7.71%,4.58%,3.36%,Upgrade
19,Earnings Yield,2.03%,2.38%,2.38%,1.85%,1.60%,0.64%,0.19%,3.28%,4.14%,2.42%,1.93%,Upgrade
20,FCF Yield,0.90%,1.03%,0.98%,-4.69%,-3.06%,2.61%,3.70%,2.45%,9.28%,6.92%,1.52%,Upgrade
21,Buyback Yield / Dilution,-0.77%,-1.53%,-,-,-,-,-,-,-1.50%,-1.54%,-0.04%,Upgrade
22,Total Shareholder Return,-0.48%,-1.53%,-,-,-,-,-,-,-1.50%,-1.54%,-0.04%,Upgrade
