,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Operating Revenue,279.27,306.66,238.16,709.19,532.71,352.38,283.75,697.67,565.01,610.64,338.49,2129,1052,859.82,985.98,1811,1136,1424,517.79,1307,Upgrade
1,Other Revenue,-8.26,8.26,-,27.67,-5.41,5.41,-,10.57,-9.81,9.81,-,8.75,-0.73,0.73,-,3.09,-0.47,0.47,-,26.98,Upgrade
2,Revenue,271.01,314.92,238.16,736.86,527.3,357.79,283.75,708.24,555.2,620.46,338.49,2138,1051,860.55,985.98,1814,1136,1425,517.79,1334,Upgrade
3,Revenue Growth (YoY),-48.60%,-11.98%,-16.07%,4.04%,-5.02%,-42.33%,-16.17%,-66.87%,-47.18%,-27.90%,-65.67%,17.84%,-7.46%,-39.61%,90.42%,36.03%,14.25%,52.78%,10.62%,19.35%,Upgrade
4,Cost of Revenue,240.3,292.86,232.11,786.74,500.36,332.88,259.48,683.12,497.06,555.54,289.38,1888,935.72,747.82,916.53,1604,1039,1297,472.03,1197,Upgrade
5,Gross Profit,30.71,22.06,6.05,-49.88,26.94,24.91,24.27,25.12,58.14,64.91,49.12,249.54,115.3,112.73,69.45,210.42,97.05,127.68,45.76,136.39,Upgrade
6,"Selling, General & Admin",26.4,19.53,27.02,70.87,31.2,25.6,26.1,44.22,30.3,32.56,30.61,58.32,29.07,29.59,27.3,51.18,26.11,27.52,23.36,47.98,Upgrade
7,Research & Development,0.39,0.75,-,4.79,-2.13,2.13,-,8.23,0.59,0.44,-,3.79,0.18,0.25,0.37,1.04,0.59,0.45,-,5.75,Upgrade
8,Other Operating Expenses,1.48,1.14,2.1,9.04,0.42,0.76,1.28,9.63,-1.33,-0.1,1.63,14.71,1.95,1.83,1.3,9.57,2.12,3.01,1.6,3.81,Upgrade
9,Operating Expenses,11.11,34.53,7.27,336.27,8.7,58.03,31.28,244.96,22.54,5.82,26.64,179.64,49.77,31.02,32.71,83.15,33.6,31.87,19.63,65.27,Upgrade
10,Operating Income,19.59,-12.48,-1.21,-386.15,18.24,-33.12,-7.01,-219.83,35.6,59.1,22.48,69.9,65.53,81.71,36.74,127.27,63.45,95.81,26.13,71.12,Upgrade
11,Interest Expense,-39.96,-45.76,-22.7,-63.66,-28.75,-34.21,-22.28,-47.36,-26.06,-25.55,-28,-51.32,-15.91,-38.42,-17.18,-56.66,-28.37,-21.29,-27.02,-15.49,Upgrade
12,Interest & Investment Income,6.52,1.32,4.03,-,0.7,7.07,3.84,-,3.71,4.54,0.69,11.77,2.81,1.42,2.57,2.08,0.59,0.61,0.61,3.27,Upgrade
13,Other Non Operating Income (Expenses),6.58,-9.68,-3.88,-15.82,4.33,-7.23,-5.93,0.66,-5.14,-1.52,-1.36,9.82,-17.43,2.02,-8.25,4.06,-6.04,-8.57,-8.54,-25.64,Upgrade
14,EBT Excluding Unusual Items,-7.27,-66.6,-23.77,-465.63,-5.49,-67.49,-31.37,-266.54,8.11,36.57,-6.19,40.16,35,46.73,13.87,76.75,29.63,66.55,-8.82,33.26,Upgrade
15,Impairment of Goodwill,-,-,-,-0.96,-,-,-,-,-,-,-,-0.38,-,-,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-7.67,-,-,-,-0.04,-,-,-,-7.4,-,-,-,-7.09,-0.12,0.24,-0.25,-,Upgrade
17,Gain (Loss) on Sale of Assets,2.67,-2.67,-,-4.54,-6.1,0.01,-,0.23,-0.06,0.06,-,-0.08,-0.1,0.1,-0,-0.47,0.01,0,-,-0.18,Upgrade
18,Asset Writedown,-3.13,-3,3,31.13,-31.13,-0.21,0.21,-5.7,-0.77,0.02,-0.02,-,-,-,-,-,-,-,-,-,Upgrade
19,Legal Settlements,0.79,-0.79,-,-,0.83,-0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Other Unusual Items,-,-0.02,0.02,2.88,-,-,-,6.89,-,-,-,2.42,-,-,-,4.52,-,-,-,4.65,Upgrade
21,Pretax Income,-6.94,-73.08,-20.74,-444.79,-41.9,-68.52,-31.17,-265.16,7.28,36.65,-6.21,34.73,34.9,46.83,13.87,73.71,29.51,66.8,-9.07,37.72,Upgrade
22,Income Tax Expense,0.33,-4.13,-0.76,-27.57,-2.33,-1.75,-2.2,-27.24,4.01,6.96,2.29,12.85,8.18,5.95,6.85,12.73,8.88,11.37,-0.51,9.2,Upgrade
23,Earnings From Continuing Operations,-7.27,-68.95,-19.98,-417.21,-39.57,-66.77,-28.97,-237.91,3.27,29.69,-8.51,21.88,26.72,40.88,7.01,60.99,20.63,55.43,-8.56,28.52,Upgrade
24,Minority Interest in Earnings,-0.33,7.12,3.42,3.82,5.86,14.12,-2.89,0.21,-3.16,1.07,1.73,6.55,-7.19,-2.65,0.19,-8.27,-8,-3.96,-0.47,-10.09,Upgrade
25,Net Income,-7.6,-61.84,-16.56,-413.39,-33.71,-52.64,-31.86,-237.7,0.1,30.76,-6.78,28.43,19.53,38.23,7.2,52.72,12.63,51.47,-9.03,18.43,Upgrade
26,Net Income to Common,-7.6,-61.84,-16.56,-413.39,-33.71,-52.64,-31.86,-237.7,0.1,30.76,-6.78,28.43,19.53,38.23,7.2,52.72,12.63,51.47,-9.03,18.43,Upgrade
27,Net Income Growth,-,-,-,-,-,-,-,-,-99.46%,-19.52%,-,-46.08%,54.65%,-25.73%,-,185.98%,-1.64%,17.32%,-,-3.96%,Upgrade
28,Shares Outstanding (Basic),674,597,828,700,690,771,637,655,502,921,678,664,691,415,720,617,591,609,452,431,Upgrade
29,Shares Outstanding (Diluted),674,597,828,700,690,771,637,655,502,921,678,664,691,415,720,617,591,609,452,431,Upgrade
30,Shares Change (YoY),-2.35%,-22.54%,29.97%,6.73%,37.50%,-16.28%,-6.01%,-1.29%,-27.34%,121.81%,-5.92%,7.57%,16.86%,-31.83%,59.50%,43.08%,-7.93%,-1.84%,-14.16%,-32.57%,Upgrade
31,EPS (Basic),-0.01,-0.10,-0.02,-0.59,-0.05,-0.07,-0.05,-0.36,0.00,0.03,-0.01,0.04,0.03,0.09,0.01,0.09,0.02,0.08,-0.02,0.04,Upgrade
32,EPS (Diluted),-0.01,-0.10,-0.02,-0.59,-0.05,-0.07,-0.05,-0.36,0.00,0.03,-0.01,0.04,0.03,0.09,0.01,0.09,0.02,0.08,-0.02,0.04,Upgrade
33,EPS Growth,-,-,-,-,-,-,-,-,-99.26%,-63.72%,-,-49.87%,32.34%,8.94%,-,99.88%,6.83%,19.51%,-,42.44%,Upgrade
34,Free Cash Flow,-11.85,-134.96,26.46,-69.07,-74.37,7.95,-463.9,-116.78,79.48,-23,-199.34,-32.2,-50.92,-348.07,-168.27,352.88,38.15,-63.49,-218.71,157.47,Upgrade
35,Free Cash Flow Per Share,-0.02,-0.23,0.03,-0.10,-0.11,0.01,-0.73,-0.18,0.16,-0.02,-0.29,-0.05,-0.07,-0.84,-0.23,0.57,0.06,-0.10,-0.48,0.37,Upgrade
36,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.024,-,-,-,0.030,-,-,-,0.020,Upgrade
37,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-20.00%,-,-,-,50.00%,-,-,-,-6.54%,Upgrade
38,Gross Margin,11.33%,7.00%,2.54%,-6.77%,5.11%,6.96%,8.55%,3.55%,10.47%,10.46%,14.51%,11.67%,10.97%,13.10%,7.04%,11.60%,8.54%,8.96%,8.84%,10.23%,Upgrade
39,Operating Margin,7.23%,-3.96%,-0.51%,-52.40%,3.46%,-9.26%,-2.47%,-31.04%,6.41%,9.52%,6.64%,3.27%,6.23%,9.50%,3.73%,7.01%,5.59%,6.72%,5.05%,5.33%,Upgrade
40,Profit Margin,-2.81%,-19.64%,-6.95%,-56.10%,-6.39%,-14.71%,-11.23%,-33.56%,0.02%,4.96%,-2.00%,1.33%,1.86%,4.44%,0.73%,2.91%,1.11%,3.61%,-1.74%,1.38%,Upgrade
41,Free Cash Flow Margin,-4.37%,-42.86%,11.11%,-9.37%,-14.10%,2.22%,-163.49%,-16.49%,14.32%,-3.71%,-58.89%,-1.51%,-4.84%,-40.45%,-17.07%,19.45%,3.36%,-4.46%,-42.24%,11.81%,Upgrade
42,EBITDA,31.66,-2.56,10.85,-374.08,32.84,-21.81,7.6,-205.23,49.96,73.72,36.84,84.26,79.24,96.64,50.45,140.98,73.79,109.29,36.47,81.46,Upgrade
43,EBITDA Margin,11.68%,-0.81%,4.56%,-50.77%,6.23%,-6.10%,2.68%,-28.98%,9.00%,11.88%,10.88%,3.94%,7.54%,11.23%,5.12%,7.77%,6.50%,7.67%,7.04%,6.11%,Upgrade
44,D&A For EBITDA,12.06,9.92,12.06,12.06,14.61,11.31,14.61,14.61,14.36,14.62,14.36,14.36,13.72,14.92,13.72,13.72,10.34,13.48,10.34,10.34,Upgrade
45,EBIT,19.59,-12.48,-1.21,-386.15,18.24,-33.12,-7.01,-219.83,35.6,59.1,22.48,69.9,65.53,81.71,36.74,127.27,63.45,95.81,26.13,71.12,Upgrade
