,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,399.11,319.29,251.32,210.65,191.43,314.67,517.06,423.48,325.61,415.95
1,Revenue Growth (YoY),58.80%,51.57%,31.29%,-33.06%,-62.98%,-25.69%,58.80%,1.81%,10.20%,-
2,Cost of Revenue,221.98,184.8,147.27,136.54,126.85,194.45,324.59,298.63,203.37,239.89
3,Gross Profit,177.14,134.49,104.06,74.11,64.58,120.22,192.46,124.86,122.24,176.05
4,"Selling, General & Admin",62.55,79.47,55.2,51.86,36.42,66.59,87.37,111.1,64.48,80.69
5,Research & Development,10.56,6.32,8.7,9.45,6.79,15.21,38.18,36.57,20.4,29.46
6,Other Operating Expenses,-1.13,-6.22,-4.2,-8.28,-1.56,23.71,-10.86,9.89,-11.6,-2.11
7,Operating Expenses,71.98,79.57,59.7,53.03,41.65,105.51,114.69,157.56,73.27,108.04
8,Operating Income,105.16,54.92,44.36,21.08,22.93,14.71,77.78,-32.71,48.97,68.02
9,Interest Expense,-4.82,-3.11,-2.77,-2.88,-3.83,-11.05,-17.94,-19.59,-16.86,-13.11
10,Interest & Investment Income,4.65,2.58,0.79,0.28,0.19,1,1.44,1.73,3.86,4.05
11,Currency Exchange Gain (Loss),-0.5,-0.22,0.98,0.15,0.17,-1.15,-0.66,-4.51,-0.18,2.99
12,EBT Excluding Unusual Items,104.49,54.17,43.35,18.63,19.47,3.51,60.63,-55.07,35.79,61.95
13,Gain (Loss) on Sale of Investments,3.49,16.08,3.67,78.88,-80.49,-42.27,18.08,17.83,12.82,9.38
14,Gain (Loss) on Sale of Assets,0.04,-0.02,-0.02,2.4,-1.51,-54.9,-9.45,-2.54,-0,-0.72
15,Asset Writedown,-0.62,-0.64,-0.4,-1.02,-0.36,-9.41,-16.17,-,-,-
16,Other Unusual Items,1.6,0.28,0.28,1.95,4.36,48.82,6.77,39.76,1.2,-2.98
17,Pretax Income,109,69.87,46.88,100.84,-58.53,-54.26,59.86,-0.02,49.8,67.63
18,Income Tax Expense,26.75,27.83,4.41,14.14,-25.69,15.5,17.11,-2.63,3.48,6.32
19,Earnings From Continuing Operations,82.26,42.04,42.47,86.7,-32.84,-69.76,42.75,2.62,46.32,61.31
20,Net Income to Company,82.26,42.04,42.47,86.7,-32.84,-69.76,42.75,2.62,46.32,61.31
21,Minority Interest in Earnings,0.4,1.01,0.46,-0.26,0.81,0.4,-,-,-,-
22,Net Income,82.65,43.05,42.94,86.44,-32.03,-69.36,42.75,2.62,46.32,61.31
23,Net Income to Common,82.65,43.05,42.94,86.44,-32.03,-69.36,42.75,2.62,46.32,61.31
24,Net Income Growth,92.49%,-50.20%,-,-,-,-,-7.72%,-95.73%,38.39%,-
25,Shares Outstanding (Basic),543,549,556,556,556,551,551,556,556,557
26,Shares Outstanding (Diluted),560,555,561,556,556,551,558,574,566,560
27,Shares Change (YoY),-0.16%,-0.21%,0.93%,0.76%,-0.40%,-3.90%,-1.45%,2.47%,29.56%,-
28,EPS (Basic),0.15,0.08,0.08,0.16,-0.06,-0.13,0.08,0.00,0.08,0.11
29,EPS (Diluted),0.15,0.08,0.08,0.16,-0.06,-0.13,0.08,0.00,0.08,0.11
30,EPS Growth,92.69%,-50.09%,-,-,-,-,-6.36%,-95.78%,6.79%,-
31,Free Cash Flow,-11.68,193.02,-23.88,118.77,-0.96,41.79,-1.35,311.34,-122.38,185.13
32,Free Cash Flow Per Share,-0.02,0.35,-0.04,0.21,-0.00,0.08,-0.00,0.54,-0.22,0.33
33,Dividend Per Share,-,-,-,-,-,-,0.083,0.097,0.055,0.054
34,Dividend Growth,-,-,-,-,-,-,52.04%,79.64%,211.01%,-
35,Operating Margin,26.35%,17.20%,17.65%,10.01%,11.98%,4.68%,15.04%,-7.72%,15.04%,16.35%
36,Profit Margin,20.71%,13.48%,17.08%,41.03%,-16.73%,-22.04%,8.27%,0.62%,14.23%,14.74%
37,Free Cash Flow Margin,-2.93%,60.45%,-9.50%,56.38%,-0.50%,13.28%,-0.26%,73.52%,-37.59%,44.51%
38,EBITDA,113.44,66.16,50.56,28.66,27.56,38.85,105.38,-9.29,69.16,84.29
39,D&A For EBITDA,8.28,11.23,6.2,7.58,4.63,24.14,27.61,23.42,20.19,16.27
40,EBIT,105.16,54.92,44.36,21.08,22.93,14.71,77.78,-32.71,48.97,68.02
41,Advertising Expenses,4.25,-,4.25,-,1.33,-,4.36,-,3.19,-
