,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,222,254,308,382,259,426,323,296,365,320,269,Upgrade
1,Market Cap Growth,-33.55%,-33.55%,19.05%,-10.40%,-19.85%,44.17%,-11.49%,-7.69%,35.78%,-27.78%,-54.58%,Upgrade
2,Enterprise Value,1000,1027,890,774,651,1039,858,956,572,765,974,Upgrade
3,Last Close Price,0.09,0.10,0.13,0.15,0.10,0.15,0.12,0.11,0.12,0.11,0.08,Upgrade
4,PE Ratio,3.48,3.99,5.42,11.11,12.18,3.40,1.01,1.43,5.34,4.27,4.31,Upgrade
5,PS Ratio,0.20,0.23,0.32,0.75,0.91,0.31,0.15,0.34,0.72,0.53,0.55,Upgrade
6,PB Ratio,0.11,0.12,0.14,0.18,0.11,0.20,0.13,0.13,0.19,0.17,0.15,Upgrade
7,P/TBV Ratio,0.13,0.13,0.16,0.21,0.13,0.23,0.15,0.16,0.22,0.20,0.18,Upgrade
8,P/FCF Ratio,2.29,2.63,-7.47,-,-,3.14,-,-1.36,-,1.62,0.35,Upgrade
9,P/OCF Ratio,2.24,2.24,-12.44,-,-,2.53,1.23,-1.52,-,1.60,0.35,Upgrade
10,EV/Sales Ratio,0.91,0.93,0.92,1.53,2.30,0.75,0.40,1.10,1.13,1.26,1.98,Upgrade
11,EV/EBITDA Ratio,3.98,4.19,4.18,7.49,29.92,3.55,1.72,4.44,4.47,4.53,6.87,Upgrade
12,EV/EBIT Ratio,4.24,4.35,4.47,9.03,-,3.77,1.78,4.66,4.80,4.74,7.22,Upgrade
13,EV/FCF Ratio,10.35,10.63,-21.57,-,-,7.65,-,-4.39,-,3.87,1.29,Upgrade
14,Debt / Equity Ratio,0.31,0.31,0.31,0.25,0.24,0.21,0.24,0.23,0.37,0.19,0.32,Upgrade
15,Debt / FCF Ratio,6.91,6.91,-16.32,-,-,3.41,-,-2.36,-,1.76,0.76,Upgrade
16,Return on Capital Employed (ROCE),8.17%,8.17%,6.88%,3.11%,-,10.28%,15.79%,7.52%,4.74%,7.21%,6.29%,Upgrade
17,Earnings Yield,28.70%,25.08%,18.46%,9.00%,8.21%,29.46%,99.17%,69.98%,18.72%,23.43%,23.21%,Upgrade
18,FCF Yield,43.57%,38.08%,-13.39%,-18.58%,50.90%,31.83%,69.90%,-73.62%,-110.02%,61.73%,281.77%,Upgrade
