,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1010834,930114,953963,1027345,1095223,1130079,1379577,1335548,1425441,1520837,1541017,1533679,1783177,1669435,1447455,1522672,1882243,1509830,719141,632918,550363,Upgrade
1,Market Cap Growth,-17.69%,-17.69%,-30.85%,-23.08%,-23.17%,-25.69%,-10.48%,-12.92%,-20.06%,-8.90%,6.46%,0.72%,-5.26%,10.57%,101.28%,140.58%,242.00%,100.24%,-13.27%,-6.25%,-39.15%,Upgrade
2,Enterprise Value,2372576,2645990,2633009,2747945,2752798,3008513,3233954,3313510,3039020,3060899,3081079,2770263,2027961,2660408,1688243,1732062,2016218,1611203,893881,937838,728818,Upgrade
3,Last Close Price,27550.00,25350.00,26000.00,28000.00,29850.00,30800.00,37600.00,36400.00,38850.00,41450.00,42000.00,41800.00,48600.00,45500.00,39450.00,41500.00,48962.87,39275.28,18707.06,15194.40,13212.52,Upgrade
4,PE Ratio,16.90,-,18.33,23.39,18.95,-,14.72,14.17,15.30,16.02,19.58,15.41,18.70,17.72,13.44,13.74,15.62,12.52,5.43,4.44,4.28,Upgrade
5,PS Ratio,0.59,0.54,0.59,0.60,0.62,0.62,0.70,0.66,0.70,0.75,0.80,0.89,1.17,1.16,1.05,1.10,1.33,1.15,0.54,0.46,0.39,Upgrade
6,PB Ratio,1.04,0.96,0.98,1.08,1.18,1.24,1.49,1.47,1.63,1.74,-,1.88,2.29,2.15,1.92,2.11,2.72,1.98,0.99,0.93,0.78,Upgrade
7,P/TBV Ratio,0.96,0.96,0.98,1.08,1.18,1.24,1.50,1.47,1.63,1.74,-,1.88,2.29,2.15,1.92,2.11,2.72,1.98,0.99,0.93,0.78,Upgrade
8,P/FCF Ratio,12.52,11.52,-,2.73,-,-8.39,-,-,-,-4.00,-,-,-,-,-,-,5.98,-,9.25,1.01,4.16,Upgrade
9,P/OCF Ratio,8.19,8.19,-,2.41,-,-18.06,-,-,67.76,-12.52,-,-,-,9.06,-,-,4.03,-,5.56,0.94,3.36,Upgrade
10,EV/Sales Ratio,1.39,1.55,1.63,1.61,1.56,1.64,1.65,1.64,1.49,1.51,1.60,1.61,1.33,1.84,1.23,1.25,1.43,1.23,0.67,0.67,0.52,Upgrade
11,EV/EBITDA Ratio,9.98,11.13,10.55,10.17,9.84,10.61,9.10,9.27,8.54,8.67,9.41,8.47,6.44,9.52,4.94,5.09,5.61,4.49,2.78,2.80,2.29,Upgrade
12,EV/EBIT Ratio,18.47,20.60,20.68,19.11,18.62,20.35,15.21,15.60,14.45,14.78,15.97,13.84,10.46,16.10,10.48,11.06,11.81,9.66,4.61,4.52,3.76,Upgrade
13,EV/FCF Ratio,29.39,32.78,-,7.30,-,-22.33,-,-,-,-8.06,-,-,-,-,-,-,6.41,-,11.50,1.49,5.52,Upgrade
14,Debt / Equity Ratio,1.77,1.77,1.82,1.93,1.92,2.03,2.06,2.23,2.30,2.05,-,2.40,1.70,1.70,1.69,0.61,0.59,0.46,0.31,0.32,0.46,Upgrade
15,Debt / EBITDA Ratio,7.22,13.98,7.03,6.29,6.31,10.89,5.67,6.12,6.73,3.91,-,6.04,4.63,3.72,3.70,1.59,2.80,0.59,0.67,0.63,2.33,Upgrade
16,Debt / FCF Ratio,21.28,21.28,-,4.88,-,-13.74,-,-,-,-4.70,-,-,-,-,-,-,1.29,-,2.92,0.35,2.47,Upgrade
17,Asset Turnover,0.64,0.56,0.53,0.37,0.52,0.63,0.58,0.42,-,-,-,-,0.79,0.84,0.94,0.78,1.23,1.36,1.15,0.53,Upgrade,
18,Inventory Turnover,2.13,2.32,1.99,1.84,1.30,2.01,1.84,1.63,1.35,-,-,-,-,3.04,2.70,2.47,2.01,2.57,2.86,2.19,1.19,Upgrade
19,Quick Ratio,0.98,0.98,1.06,1.01,1.07,1.13,0.91,0.70,0.82,0.90,-,1.13,-,1.17,0.37,0.38,0.36,0.39,0.30,0.12,0.08,Upgrade
20,Current Ratio,1.54,1.54,1.63,1.57,1.72,1.72,1.77,1.63,1.76,1.77,-,2.17,-,1.77,1.03,1.30,1.17,1.34,1.43,1.23,1.27,Upgrade
21,Return on Equity (ROE),-2.65%,10.80%,9.58%,7.70%,-6.19%,7.81%,16.36%,0.23%,-,-,17.74%,1.16%,11.83%,21.28%,17.66%,0.60%,19.39%,24.05%,23.48%,0.71%,Upgrade,
22,Return on Assets (ROA),0.69%,2.65%,3.42%,3.13%,0.60%,3.75%,3.49%,2.96%,-,-,-,-,6.14%,7.81%,7.37%,1.55%,10.47%,11.29%,11.41%,0.93%,Upgrade,
23,Return on Capital (ROIC),0.84%,3.14%,4.02%,3.68%,0.71%,4.45%,4.15%,3.64%,-,-,4.75%,4.41%,7.11%,9.13%,8.85%,1.91%,13.17%,14.46%,13.93%,1.13%,Upgrade,
24,Return on Capital Employed (ROCE),7.78%,7.78%,7.27%,8.23%,8.07%,7.66%,10.64%,10.89%,10.27%,10.08%,-,9.53%,-,11.09%,10.98%,18.94%,23.15%,20.85%,25.15%,29.38%,26.38%,Upgrade
25,Earnings Yield,5.92%,6.43%,5.46%,4.28%,5.28%,3.59%,6.79%,7.06%,6.54%,6.24%,5.11%,6.49%,5.35%,5.64%,7.44%,7.28%,6.40%,7.99%,19.55%,23.82%,24.85%,Upgrade
26,FCF Yield,7.98%,8.68%,23.11%,36.64%,-27.13%,-11.92%,-5.85%,-19.68%,-14.79%,-24.99%,-59.86%,-48.76%,-31.68%,-7.34%,-47.84%,-20.00%,16.71%,6.56%,10.81%,99.20%,24.01%,Upgrade
27,Payout Ratio,0.00%,-,-,0.04%,-,-,-,-,-,-,-,-,-,6.69%,-,235.37%,-,6.18%,124.03%,-,-,Upgrade
28,Buyback Yield / Dilution,-0.00%,-0.05%,0.01%,0.88%,-0.77%,0.04%,-0.01%,-0.37%,0.37%,-0.01%,0.02%,16.59%,17.37%,-0.04%,-0.02%,-20.45%,-20.84%,0.07%,-0.00%,0.02%,0.30%,Upgrade
29,Total Shareholder Return,-0.00%,-0.05%,0.01%,0.88%,-0.77%,0.04%,-0.01%,-0.37%,0.37%,-0.01%,0.02%,16.59%,17.37%,-0.04%,-0.02%,-20.45%,-20.84%,0.07%,-0.00%,0.02%,0.30%,Upgrade
