,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,528769,456491,431714,294876,436195,541008,497608,356990,567292,598199,514502,341548,470487,389359,318204,265046,401516,405326,338850,161665,Upgrade
1,Revenue Growth (YoY),21.22%,-15.62%,-13.24%,-17.40%,-23.11%,-9.56%,-3.28%,4.52%,20.58%,53.64%,61.69%,28.86%,17.18%,-3.94%,-6.09%,63.95%,-6.28%,-12.15%,-4.04%,-28.19%,Upgrade
2,Cost of Revenue,482869,387634,354448,223459,386806,442468,412194,283898,461481,507201,430418,280098,374987,313804,269859,238577,315678,339789,275809,151986,Upgrade
3,Gross Profit,45900,68857,77266,71418,49390,98540,85413,73092,105811,90998,84085,61451,95501,75555,48345,26469,85837,65537,63041,9679,Upgrade
4,"Selling, General & Admin",36804,34067,33039,31063,41409,47273,37144,32795,32981,40041,37821,24434,36790,17364,8435,18025,31247,11823,9057,5163,Upgrade
5,Operating Expenses,36804,34067,33039,31063,41409,47273,37144,32795,32981,40041,37821,24434,36790,17364,8435,18025,31247,11823,9057,5163,Upgrade
6,Operating Income,9096,34789,44227,40354,7980,51267,48269,40297,72830,50957,46264,37017,58711,58190,39910,8444,54590,53714,53984,4516,Upgrade
7,Interest Expense,-37758,-40508,-44482,-40900,-144302,-51915,-58131,-45557,-126025,-45315,-55461,-34603,-33849,-15481,-5478,-3758,-4098,-2884,-4885,-4888,Upgrade
8,Interest & Investment Income,31367,41109,27036,26074,-,26776,51040,9950,-,17246,-,4531,-,3293,3837,-,1092,18.33,12.07,111.86,Upgrade
9,Currency Exchange Gain (Loss),-,-,65.36,-,-413.37,-,359.76,-,-3448,-,-,-,-1138,-,-,-,-597.58,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-2350,-2099,1908,-3390,10705,-2305,3561,-4053,12535,7.3,3961,-4031,-3086,3013,1306,-3720,-5678,2611,1623,1814,Upgrade
11,EBT Excluding Unusual Items,355.22,33291,28754,22138,-126030,23823,45099,636.69,-44108,22895,-5237,2914,20638,49016,39575,965.57,45309,53459,50734,1554,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,118929,-,-,-,98734,-,49255,-,8192,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,355.22,33291,28754,22138,-7101,23823,45099,636.69,54627,22895,44018,2914,28830,49016,39575,965.57,45309,53459,50734,1554,Upgrade
14,Income Tax Expense,6808,7259,6227,4428,7109,5911,8691,127.34,15715,4440,8703,649.5,6165,9748,8398,-120.72,9179,11045,9897,310.88,Upgrade
15,Earnings From Continuing Operations,-6453,26033,22527,17711,-14210,17912,36408,509.35,38912,18455,35315,2264,22665,39268,31177,1086,36130,42414,40837,1244,Upgrade
16,Minority Interest in Earnings,-3.01,-2.49,-2.45,-2.41,-2.95,-1.89,-4.74,-0,-2.78,-1.35,-4.34,0,-,-,-,-,-,-,-,-,Upgrade
17,Net Income,-6456,26030,22525,17708,-14213,17910,36403,509.35,38909,18454,35311,2264,22665,39268,31177,1086,36130,42414,40837,1244,Upgrade
18,Net Income to Common,-6456,26030,22525,17708,-14213,17910,36403,509.35,38909,18454,35311,2264,22665,39268,31177,1086,36130,42414,40837,1244,Upgrade
19,Net Income Growth,-,45.34%,-38.12%,3376.66%,-,-2.95%,3.09%,-77.50%,71.67%,-53.01%,13.26%,108.42%,-37.27%,-7.42%,-23.66%,-12.64%,-35.59%,-19.36%,52.15%,-95.73%,Upgrade
20,Shares Outstanding (Basic),37,37,37,37,37,37,37,36,37,37,37,37,37,37,44,44,37,37,37,37,Upgrade
21,Shares Outstanding (Diluted),37,37,37,37,37,37,37,36,37,37,37,37,37,37,44,44,37,37,37,37,Upgrade
22,Shares Change (YoY),0.05%,-0.01%,-0.88%,0.77%,-0.04%,0.01%,0.37%,-0.37%,0.01%,-0.02%,-16.59%,-17.37%,0.04%,0.02%,20.45%,20.84%,-0.07%,0.00%,-0.02%,-0.30%,Upgrade
23,EPS (Basic),-175.93,709.45,614.17,483.00,-387.50,488.08,983.87,14.00,1060.46,502.94,957.85,62.00,617.79,1070.00,705.42,24.58,985.23,1156.00,1113.00,34.00,Upgrade
