,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1507,1418,1226,890,858,746,873,938,1079,1057,1430,Upgrade
1,Market Cap Growth,59.22%,59.22%,42.90%,19.33%,-1.71%,-20.42%,-19.12%,-11.29%,-24.52%,-12.91%,23.95%,Upgrade
2,Enterprise Value,1408,1021,903,608,513,334,507,535,808,535,1033,Upgrade
3,Last Close Price,6.06,5.70,4.59,3.33,3.00,2.51,2.69,2.89,3.17,3.10,3.49,Upgrade
4,PE Ratio,7.96,7.49,6.41,5.64,7.08,6.02,6.61,7.14,11.50,12.64,10.44,Upgrade
5,PS Ratio,2.77,2.61,2.23,1.88,2.18,1.94,2.15,2.30,3.28,3.51,3.80,Upgrade
6,PB Ratio,1.73,1.63,1.38,1.13,1.10,0.95,1.06,1.26,1.47,1.71,2.14,Upgrade
7,P/TBV Ratio,1.63,1.63,1.38,1.14,1.10,0.95,1.06,1.26,1.50,1.74,2.17,Upgrade
8,P/FCF Ratio,14.42,13.57,6.60,6.74,15.44,9.93,16.03,7.82,11.95,-,12.30,Upgrade
9,P/OCF Ratio,10.36,10.36,5.87,5.69,11.25,7.40,10.75,7.02,11.28,-,11.83,Upgrade
10,EV/Sales Ratio,2.59,1.88,1.64,1.29,1.30,0.87,1.25,1.31,2.45,1.78,2.75,Upgrade
11,EV/EBITDA Ratio,6.06,4.47,3.86,3.16,3.44,2.28,3.23,3.35,7.90,5.55,6.64,Upgrade
12,EV/EBIT Ratio,6.36,4.61,3.98,3.25,3.57,2.37,3.35,3.46,8.29,5.89,6.85,Upgrade
13,EV/FCF Ratio,13.48,9.77,4.86,4.61,9.23,4.45,9.32,4.46,8.94,-,8.89,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.02,Upgrade
15,Debt / FCF Ratio,0.13,0.13,0.08,0.09,0.23,0.20,0.31,0.06,0.10,-,0.12,Upgrade
16,Return on Capital Employed (ROCE),24.40%,24.40%,24.55%,22.54%,17.53%,17.02%,17.42%,19.76%,12.66%,14.01%,21.44%,Upgrade
17,Earnings Yield,12.56%,13.35%,15.61%,17.73%,14.13%,16.61%,15.14%,14.00%,8.70%,7.91%,9.58%,Upgrade
18,FCF Yield,6.93%,7.37%,15.15%,14.83%,6.48%,10.07%,6.24%,12.79%,8.37%,5.50%,8.13%,Upgrade
19,Dividend Yield,6.20%,-,-,-,12.51%,5.17%,-,-,-,-,-,Upgrade
20,Total Shareholder Return,6.20%,-,-,-,12.51%,5.17%,-,-,-,-,-,Upgrade
