,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,104.3,67.38,64.5,27.16,41.32,35.8,60.28,95.78,24.43,39.38,Upgrade
1,Short-Term Investments,-,300,250,180,50,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,10,-,57.71,220.33,317.58,253,264,242.15,447.58,Upgrade
3,Cash & Short-Term Investments,104.3,377.38,314.5,264.87,311.65,353.38,313.28,359.78,266.57,486.96,Upgrade
4,Cash Growth,-66.84%,42.48%,0.92%,-25.05%,-0.52%,-1.78%,17.52%,-26.12%,-26.67%,16.87%,Upgrade
5,Accounts Receivable,5,6.81,5.1,5.35,4.23,4.9,3.28,3.71,5.42,4.8,Upgrade
6,Other Receivables,30.24,8.99,31.74,7.54,22.4,8.42,18.01,2.32,19.23,4.45,Upgrade
7,Receivables,35.24,15.8,36.84,12.89,26.63,13.32,21.3,6.04,24.64,9.25,Upgrade
8,Inventory,264.08,248.14,220.42,244.43,201.67,198.1,186.47,159.4,167.47,153.07,Upgrade
9,Other Current Assets,-,-,-,3,3,-,-,10.25,-,14.44,Upgrade
10,Total Current Assets,403.63,641.32,571.76,525.19,542.95,564.8,521.05,535.47,458.69,663.73,Upgrade
11,"Property, Plant & Equipment",162.28,144.29,138.7,129.48,124.54,119.67,101.46,97.71,98.7,102.56,Upgrade
12,Long-Term Investments,263,53,53,53,18,-,-,-,-,-,Upgrade
13,Other Long-Term Assets,92.19,92.17,97.33,97.89,99.88,99.85,101.24,101.24,101.24,101.24,Upgrade
14,Total Assets,921.09,930.78,860.79,805.56,785.36,784.31,723.74,734.42,658.63,867.53,Upgrade
15,Accounts Payable,6.92,6.86,8.49,4.76,3.57,2.44,4.46,4.11,3.01,3.1,Upgrade
16,Accrued Expenses,-,19.77,-,15.43,-,14.83,-,16.94,-,2.33,Upgrade
17,Current Portion of Leases,1.85,2.18,1.45,1.94,2.04,2.39,1.65,3.31,4.18,4.98,Upgrade
18,Current Income Taxes Payable,28.39,33.72,30.67,28.52,27.11,22.54,28.35,29.01,24.09,34.43,Upgrade
19,Current Unearned Revenue,-,16.29,-,14.75,-,17.32,-,18.48,-,19.91,Upgrade
20,Other Current Liabilities,39.92,14.38,52.08,14.58,44.47,16.58,38.9,15.06,36.14,174.05,Upgrade
21,Total Current Liabilities,77.08,93.19,92.69,79.98,77.18,76.11,73.36,86.91,67.42,238.79,Upgrade
22,Long-Term Leases,10.38,10.64,9.42,9.39,10.97,11.34,4.63,4.57,5.79,7.65,Upgrade
23,Long-Term Unearned Revenue,0.51,0.52,0.52,0.53,0.56,0.57,0.57,0.6,0.6,0.63,Upgrade
24,Long-Term Deferred Tax Liabilities,21.7,17.94,28.42,23.78,24.36,23.85,24.59,23.2,22.88,23.85,Upgrade
25,Total Liabilities,109.67,122.29,131.04,113.68,113.06,111.86,103.14,115.28,96.68,270.92,Upgrade
26,Common Stock,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,Upgrade
27,Additional Paid-In Capital,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.78,120.51,120.51,Upgrade
28,Retained Earnings,682.05,673.11,592.99,555.99,531.28,531.32,480.53,469.51,417.22,452.92,Upgrade
29,Comprehensive Income & Other,6.4,8.31,9.66,8.86,13.99,14.11,14.01,13.74,13.16,13.19,Upgrade
30,Total Common Equity,811.42,804.39,725.62,687.82,668.23,668.4,617.5,606.22,553.08,588.8,Upgrade
31,Minority Interest,-,4.1,4.13,4.06,4.07,4.05,3.1,12.92,8.87,7.8,Upgrade
32,Shareholders' Equity,811.42,808.48,729.74,691.88,672.3,672.45,620.6,619.14,561.95,596.6,Upgrade
33,Total Liabilities & Equity,921.09,930.78,860.79,805.56,785.36,784.31,723.74,734.42,658.63,867.53,Upgrade
34,Total Debt,12.24,12.82,10.87,11.32,13.01,13.73,6.28,7.88,9.97,12.63,Upgrade
35,Net Cash (Debt),92.07,364.56,303.63,253.55,298.64,339.65,307,351.9,256.61,474.34,Upgrade
36,Net Cash Growth,-69.68%,43.79%,1.67%,-25.35%,-2.72%,-3.48%,19.64%,-25.81%,-26.42%,13.84%,Upgrade
37,Net Cash Per Share,0.37,1.47,1.22,1.02,1.20,1.37,1.23,1.41,1.03,1.91,Upgrade
38,Filing Date Shares Outstanding,248.71,248.71,248.71,248.71,248.71,248.71,248.71,248.71,248.71,248.71,Upgrade
39,Total Common Shares Outstanding,248.71,248.71,248.71,248.71,248.71,248.71,248.71,248.71,248.71,248.71,Upgrade
40,Working Capital,326.55,548.13,479.08,445.21,465.77,488.69,447.69,448.55,391.27,424.94,Upgrade
41,Book Value Per Share,3.26,3.23,2.92,2.77,2.69,2.69,2.48,2.44,2.22,2.37,Upgrade
42,Tangible Book Value,811.42,804.39,725.62,687.82,668.23,668.4,617.5,606.22,553.08,588.8,Upgrade
43,Tangible Book Value Per Share,3.26,3.23,2.92,2.77,2.69,2.69,2.48,2.44,2.22,2.37,Upgrade
44,Buildings,-,42.89,-,42.89,-,42.89,-,42.89,-,42.89,Upgrade
45,Machinery,-,44.43,-,38.73,-,34.65,-,33.53,-,31.45,Upgrade
46,Construction In Progress,-,52.62,-,37.45,-,24.42,-,5.57,-,3.62,Upgrade
47,Leasehold Improvements,-,16.18,-,16.17,-,15.79,-,15.7,-,15.83,Upgrade
