,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,1493,1603,1361,1768,2273,2646,2701,2855,2789,2306,2339,Upgrade
1,Market Cap Growth,-9.32%,-9.32%,-40.10%,-33.20%,-15.85%,-7.31%,-3.15%,23.81%,19.25%,-33.96%,-36.42%,Upgrade
2,Last Close Price,1.36,1.46,1.24,1.61,2.04,2.27,2.27,2.27,2.17,1.69,1.69,Upgrade
3,PE Ratio,-,-,-,-,9.12,8.05,6.09,5.75,5.55,5.81,6.67,Upgrade
4,PS Ratio,2.02,2.17,1.74,1.93,1.98,2.14,2.00,2.01,1.97,1.77,1.83,Upgrade
5,PB Ratio,0.19,0.21,0.16,0.20,0.26,0.31,0.31,0.33,0.33,0.28,0.29,Upgrade
6,P/FCF Ratio,0.50,0.54,2.09,1.84,3.01,2.06,1.40,2.36,3.46,1.57,1.02,Upgrade
7,P/OCF Ratio,0.53,0.53,1.88,1.73,2.88,2.00,1.38,2.31,3.31,1.51,1.00,Upgrade
8,Debt / Equity Ratio,0.22,0.22,0.19,0.20,0.19,0.19,0.20,0.20,0.20,0.21,0.21,Upgrade
9,Debt / FCF Ratio,0.58,0.58,2.51,1.77,2.15,1.30,0.88,1.43,2.08,1.16,0.73,Upgrade
10,Earnings Yield,-66.93%,-62.35%,-9.83%,0.81%,10.96%,12.42%,16.42%,17.39%,18.01%,17.22%,14.99%,Upgrade
11,FCF Yield,199.93%,186.24%,47.86%,54.48%,33.26%,48.53%,71.19%,42.31%,28.92%,63.61%,98.27%,Upgrade
12,Dividend Yield,0.00%,-,-,-,6.86%,7.06%,8.82%,8.83%,7.84%,8.86%,10.63%,Upgrade
13,Total Shareholder Return,-,-,-,6.86%,7.06%,8.82%,8.83%,7.84%,8.86%,10.63%,Upgrade,
