,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,47.47,44.89,34.93,16.93,41.22,66.12,69.87,47.26,29.09,-10.32,Upgrade
1,Other Revenue,-16.69,5.64,4.09,4.04,-31.54,-64.55,1.79,50.49,-,59.14,Upgrade
2,Revenue,30.78,50.53,39.02,20.97,9.68,1.57,71.67,97.75,29.09,48.82,Upgrade
3,Revenue Growth (YoY),-21.11%,140.96%,303.29%,1238.16%,-86.50%,-98.40%,146.39%,100.22%,-44.81%,-10.95%,Upgrade
4,Cost of Revenue,33.21,27.35,6.61,16.53,18.93,34.56,37.23,51.68,1.23,5.7,Upgrade
5,Gross Profit,-2.43,23.17,32.41,4.44,-9.25,-33,34.44,46.07,27.86,43.12,Upgrade
6,"Selling, General & Admin",17.46,43.91,32.87,29.39,22.17,28.75,20.29,25.89,21.44,13.08,Upgrade
7,Other Operating Expenses,-1.17,2.57,-3.26,-1.6,0.5,-1.81,1.81,0.56,-0.57,-0.03,Upgrade
8,Operating Expenses,16.29,46.48,29.61,28.57,22.68,26.36,22.1,26.68,20.87,13.05,Upgrade
9,Operating Income,-18.71,-23.31,2.8,-24.13,-31.93,-59.36,12.34,19.39,6.99,30.07,Upgrade
10,Interest Expense,-0.21,-1.3,-2.92,-1.14,-4.21,-2.97,-5.8,-7.92,-12.55,-14.5,Upgrade
11,Interest & Investment Income,2.08,2.45,0.58,0.18,0,0.07,0.1,0,0.18,0.32,Upgrade
12,Earnings From Equity Investments,0.55,1.05,0.69,0.84,0.17,-,-,-,-,-0.76,Upgrade
13,Other Non Operating Income (Expenses),-,-,-0.2,-0.55,-0.09,-59,-0.86,-5.21,-3.6,-3.79,Upgrade
14,EBT Excluding Unusual Items,-16.29,-21.11,0.95,-24.8,-36.06,-121.26,5.78,6.26,-8.98,11.34,Upgrade
15,Gain (Loss) on Sale of Investments,0.28,3.18,0.45,-12.31,-12.02,-4.54,-,-1.88,-14.92,-28.12,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,0.12,-,-0.47,-,-,-,-,Upgrade
17,Other Unusual Items,-,3.29,-,6.85,-,3.2,-,1.15,-,-,Upgrade
18,Pretax Income,-16.01,-14.64,1.39,-30.13,-48.08,-123.06,5.78,5.53,-23.9,-16.78,Upgrade
19,Income Tax Expense,-,-1.98,1.97,-1.57,1.57,2.67,2.67,1.23,-,4.4,Upgrade
20,Earnings From Continuing Operations,-16.01,-12.66,-0.58,-28.56,-49.65,-125.73,3.11,4.3,-23.9,-21.19,Upgrade
21,Net Income to Company,-16.01,-12.66,-0.58,-28.56,-49.65,-125.73,3.11,4.3,-23.9,-21.19,Upgrade
22,Minority Interest in Earnings,-0.24,-0.39,0.51,2.5,-,-,-,0.27,-0.22,0.06,Upgrade
23,Net Income,-16.25,-13.05,-0.07,-26.06,-49.65,-125.73,3.11,4.57,-24.12,-21.12,Upgrade
24,Net Income to Common,-16.25,-13.05,-0.07,-26.06,-49.65,-125.73,3.11,4.57,-24.12,-21.12,Upgrade
25,Shares Outstanding (Basic),1500,1500,1500,1500,1500,1500,1500,1250,1060,1060,Upgrade
26,Shares Outstanding (Diluted),1500,1500,1500,1500,1500,1500,1500,1250,1060,1060,Upgrade
27,Shares Change (YoY),-,-,-,-,-,20.01%,41.52%,17.92%,-,-,Upgrade
28,EPS (Basic),-0.01,-0.01,-0.00,-0.02,-0.03,-0.08,0.00,0.00,-0.02,-0.02,Upgrade
29,EPS (Diluted),-0.01,-0.01,-0.00,-0.02,-0.03,-0.08,0.00,0.00,-0.02,-0.02,Upgrade
30,Free Cash Flow,20.68,-6.79,-13.32,-16.07,3.04,2.44,200.88,47.34,135.59,143.45,Upgrade
31,Free Cash Flow Per Share,0.01,-0.00,-0.01,-0.01,0.00,0.00,0.13,0.04,0.13,0.14,Upgrade
32,Operating Margin,-60.78%,-46.13%,7.17%,-115.07%,-329.96%,-3788.00%,17.22%,19.84%,24.03%,61.60%,Upgrade
33,Profit Margin,-52.79%,-25.83%,-0.17%,-124.28%,-513.09%,-8023.55%,4.34%,4.67%,-82.94%,-43.27%,Upgrade
34,Free Cash Flow Margin,67.17%,-13.43%,-34.13%,-76.63%,31.45%,155.39%,280.30%,48.43%,466.18%,293.83%,Upgrade
35,EBITDA,-18.24,-22.83,3.28,-23.86,-31.86,-59.3,12.58,19.69,7.25,30.57,Upgrade
36,D&A For EBITDA,0.47,0.47,0.48,0.27,0.07,0.06,0.25,0.3,0.26,0.5,Upgrade
37,EBIT,-18.71,-23.31,2.8,-24.13,-31.93,-59.36,12.34,19.39,6.99,30.07,Upgrade
38,Revenue as Reported,30.78,50.53,39.02,20.97,9.68,1.57,71.67,126.83,-,101.52,Upgrade
