,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,555,1230,607,960,2025,5144,5114,5999,2205,461,795,Upgrade
1,Market Cap Growth,28.12%,28.12%,-70.00%,-81.34%,-60.41%,-14.25%,131.97%,1201.33%,177.38%,-68.01%,-52.23%,Upgrade
2,Enterprise Value,318,991,348,658,1649,4725,4801,5802,2004,394,1039,Upgrade
3,Last Close Price,0.37,0.82,0.41,0.64,1.35,3.43,3.41,4.00,1.47,0.43,0.75,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,781.73,-112.73,-,-,Upgrade
5,PS Ratio,6.82,15.12,6.78,16.00,66.07,457.54,69.83,35.41,17.38,5.92,7.83,Upgrade
6,PB Ratio,2.05,4.66,2.17,3.28,6.90,15.90,13.72,12.01,4.45,2.26,3.47,Upgrade
7,P/TBV Ratio,4.54,4.54,2.11,3.20,6.73,15.90,13.72,12.01,4.45,2.25,3.46,Upgrade
8,P/FCF Ratio,88.53,88.53,-,-,-,939.05,25.15,24.17,12.05,1.65,-3.34,Upgrade
9,P/OCF Ratio,88.53,88.53,-,-,-,937.00,25.15,24.16,12.04,1.65,-3.35,Upgrade
10,EV/Sales Ratio,3.91,12.19,3.89,10.96,53.80,420.29,65.56,34.25,15.80,5.06,10.24,Upgrade
11,EV/EBITDA Ratio,-,-,-,-31.95,-,-,-,179.77,74.41,10.43,18.45,Upgrade
12,EV/EBIT Ratio,-,-,-,-30.84,-,-,-,182.83,75.98,10.64,18.83,Upgrade
13,EV/FCF Ratio,71.32,71.32,-,-,-,862.60,23.62,23.37,10.96,1.41,-4.37,Upgrade
14,Debt / Equity Ratio,0.03,0.03,0.03,0.25,0.21,0.17,0.25,0.59,0.87,2.34,2.90,Upgrade
15,Debt / FCF Ratio,0.54,0.54,-,-,-,9.74,0.45,1.19,2.35,1.71,-2.80,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-7.11%,-,-,-,6.32%,5.27%,17.44%,22.94%,Upgrade
17,Earnings Yield,-5.28%,-2.38%,-2.16%,-2.72%,-3.74%,-3.41%,-2.40%,0.13%,-0.89%,-9.82%,-12.19%,Upgrade
18,FCF Yield,1.13%,1.13%,-3.31%,-3.06%,-0.64%,0.11%,3.98%,4.14%,8.30%,60.53%,-29.92%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-20.01%,-41.52%,-17.92%,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-20.01%,-41.52%,-17.92%,-,-,Upgrade,
