,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,67,73,74,88,71,265,265,265,174,-,-,Upgrade
1,Market Cap Growth,-17.33%,-17.33%,4.13%,-66.67%,-73.11%,0%,52.54%,-,-,-,-,Upgrade
2,Enterprise Value,97,102,107,119,105,298,280,280,189,-,-,Upgrade
3,Last Close Price,0.11,0.12,0.13,0.15,0.12,0.45,0.45,0.45,0.29,-,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,3.53,3.30,-,-,Upgrade
5,PS Ratio,1.35,1.47,1.61,0.81,0.54,1.34,0.56,0.36,0.28,-,-,Upgrade
6,PB Ratio,0.92,1.01,0.98,0.45,0.32,0.94,0.87,0.80,0.60,-,-,Upgrade
7,P/TBV Ratio,1.35,1.35,1.27,0.51,0.35,1.06,0.92,0.87,0.64,-,-,Upgrade
8,P/FCF Ratio,7.74,-,8.65,-,24.43,-,-7.19,-,-,-,-,Upgrade
9,P/OCF Ratio,5.44,-,5.59,-,24.07,-,-9.48,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.96,2.06,2.31,1.09,0.79,1.50,0.59,0.38,0.30,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,2.59,2.21,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,2.71,2.36,-,-,Upgrade
13,EV/FCF Ratio,11.22,-,12.41,-,35.92,-,-7.59,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.52,0.52,0.47,0.19,0.15,0.13,0.14,0.21,0.10,0.19,0.27,Upgrade
15,Debt / FCF Ratio,4.32,-,4.16,-,11.30,-,-1.12,-,-,-,2.24,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,29.47%,26.29%,43.37%,53.54%,Upgrade
17,Earnings Yield,-180.81%,-166.23%,-187.68%,-69.00%,-80.04%,-15.88%,3.89%,28.35%,30.28%,-,-,Upgrade
18,FCF Yield,12.91%,11.91%,11.56%,3.95%,4.09%,9.13%,-13.90%,-43.25%,-30.83%,-,-,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-2.01%,-20.17%,-20.32%,-6.16%,-6.88%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-2.01%,-20.17%,-20.32%,-6.16%,-6.88%,Upgrade,
