,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,46.14,49.79,55.87,28.22,17.27,23.82,39.02,42.4,50.07,71.54
1,Short-Term Investments,2.53,2.56,2.35,3.01,1.25,2.71,2.66,2.46,2.63,2.66
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,10.33
3,Cash & Short-Term Investments,48.66,52.35,58.22,31.23,18.52,26.53,41.67,44.85,52.7,84.53
4,Cash Growth,-16.41%,67.65%,214.36%,17.72%,-55.56%,-40.86%,-20.93%,-46.94%,-10.03%,92.64%
5,Accounts Receivable,94.27,94.39,92.68,103.81,112.33,93.47,87.09,72.34,26.66,30.25
6,Other Receivables,2.74,0.72,0.93,1.28,10.19,2.18,2.06,0.68,2.07,1.57
7,Receivables,97,95.11,93.6,105.09,122.51,95.65,89.15,73.02,28.73,31.81
8,Inventory,4.57,4.25,3.97,4.48,5.53,3.93,3.77,3.68,7.43,3.17
9,Other Current Assets,51,41.54,26.14,18.19,9.61,25.43,29.6,21.73,29.73,4.71
10,Total Current Assets,201.24,193.24,181.93,158.99,156.17,151.53,164.19,143.28,118.59,124.22
11,"Property, Plant & Equipment",36.42,26.52,29.55,33.32,34.81,31.94,34.23,38.11,30.85,29.59
12,Other Intangible Assets,0.05,0.03,0.04,0.05,0.06,0.07,0.08,0.08,-,-
13,Long-Term Deferred Tax Assets,0.08,0.08,-,-,-,-,-,-,-,-
14,Other Long-Term Assets,-,2,-,-,-,1.6,-,-,1.06,0.95
15,Total Assets,237.78,221.86,211.52,192.36,191.04,185.13,198.5,181.47,150.49,154.76
16,Accounts Payable,4.23,5.29,4.65,6.49,8.96,5.66,15.88,10.04,8.05,5.44
17,Accrued Expenses,13.07,12.22,12.37,13.03,11.59,12.94,11.06,11.66,6.97,11.55
18,Short-Term Debt,-,-,-,8,9,8.2,9,9,-,8.94
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,0.7,-
20,Current Portion of Leases,1.06,0.73,0.41,0.4,0.99,2.78,3.99,4,0.4,0.52
21,Current Income Taxes Payable,1.79,2.25,1.95,1.54,2.08,2.38,3.38,2.54,1.2,1.84
22,Current Unearned Revenue,0.05,0.05,0.53,0.49,-,0.56,0.18,0.48,0.27,0.15
23,Total Current Liabilities,20.21,20.54,19.9,29.95,32.61,32.52,43.49,37.71,17.58,28.43
24,Long-Term Debt,-,-,-,-,-,-,-,-,0.73,-
25,Long-Term Leases,0.69,0.68,0.65,0.86,1.06,1.26,2.04,4.04,1.83,2.01
26,Total Liabilities,20.89,21.21,20.55,30.8,33.67,33.78,45.54,41.75,20.14,30.45
27,Common Stock,11.17,10.43,10.43,8.71,8.71,8.71,8.71,8.71,8.71,8.71
28,Additional Paid-In Capital,90.51,82.64,83.22,57.43,57.43,57.43,57.43,57.43,57.43,57.43
29,Retained Earnings,114.69,107.12,97.28,96.18,92.6,85.96,88.48,75.31,66.78,60.9
30,Comprehensive Income & Other,-0.85,-1.04,-1.62,-2.68,-3.44,-2.79,-4.01,-4.01,-4.74,-4.78
31,Total Common Equity,215.52,199.14,189.3,159.63,155.3,149.3,150.6,137.43,128.18,122.25
32,Minority Interest,1.36,1.5,1.67,1.92,2.07,2.05,2.36,2.29,2.18,2.07
33,Shareholders' Equity,216.89,200.65,190.97,161.55,157.37,151.36,152.96,139.72,130.35,124.32
34,Total Liabilities & Equity,237.78,221.86,211.52,192.36,191.04,185.13,198.5,181.47,150.49,154.76
35,Total Debt,1.75,1.4,1.06,9.26,11.04,12.24,15.04,17.03,3.65,11.47
36,Net Cash (Debt),46.91,50.95,57.16,21.97,7.48,14.29,26.64,27.82,49.05,73.07
37,Net Cash Growth,-17.93%,131.91%,664.58%,53.76%,-71.93%,-48.64%,-45.69%,-61.93%,62.25%,458.23%
38,Net Cash Per Share,0.04,0.04,0.05,0.02,0.01,0.01,0.03,0.03,0.05,0.07
39,Filing Date Shares Outstanding,1280,1200,1200,1000,1000,1000,1000,1000,1000,1000
40,Total Common Shares Outstanding,1280,1200,1200,1000,1000,1000,1000,1000,1000,1000
41,Working Capital,181.04,172.71,162.03,129.04,123.56,119.01,120.7,105.57,101.01,95.79
42,Book Value Per Share,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.12
43,Tangible Book Value,215.48,199.11,189.27,159.58,155.24,149.24,150.53,137.35,128.18,122.25
44,Tangible Book Value Per Share,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.12
45,Machinery,-,68.73,-,69.51,-,61.62,-,48.31,-,47.48
46,Leasehold Improvements,-,3.45,-,3.37,-,3.05,-,3.02,-,2.75
