,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,120.37,98.18,77.38,105.1,132.17,153.24,135.44,129.31,68.46,80.04
1,Revenue Growth (YoY),55.57%,-6.58%,-41.46%,-31.42%,-2.41%,18.51%,97.83%,61.55%,-29.10%,-65.71%
2,Cost of Revenue,94.95,80.55,57.71,99.38,105.93,135.32,105.43,103.56,49.6,54.51
3,Gross Profit,25.42,17.63,19.67,5.72,26.24,17.92,30.01,25.75,18.86,25.53
4,"Selling, General & Admin",15.22,4.72,15.11,7.6,15.5,12.67,11.2,11.48,8.94,16.02
5,Other Operating Expenses,-0.11,-1.73,1.03,-1.98,0.01,-1.46,-0.39,-3.65,0.85,-0.5
6,Operating Expenses,15.54,3.35,16.46,11.69,15.66,20.76,10.81,10.71,9.92,15.9
7,Operating Income,9.88,14.28,3.21,-5.97,10.58,-2.84,19.2,15.04,8.94,9.63
8,Interest Expense,-0.03,-0.11,-0.13,-0.28,-0.37,-0.39,-0.36,-0.24,-0.14,-0.35
9,Interest & Investment Income,0.43,0.6,0.16,0.03,0.04,1.53,0.06,-,0.32,0.39
10,Currency Exchange Gain (Loss),0.02,0.09,-,0.46,-,-,-,-,-,-
11,EBT Excluding Unusual Items,10.3,14.85,3.24,-5.76,10.25,-1.7,18.9,14.8,9.13,9.67
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,0.2,-,0.33
13,Gain (Loss) on Sale of Assets,-,-0.09,0.07,0.06,-,0.03,-,0.27,-,-
14,Asset Writedown,-,-0.52,-,-,-,-,-,-,-,-
15,Other Unusual Items,-,0.06,-,11.99,-,4.16,-,-1.81,-,-
16,Pretax Income,10.3,14.3,3.3,6.29,10.25,2.49,18.9,13.46,9.13,10
17,Income Tax Expense,2.86,4.62,2.46,2.86,3.59,5.31,5.66,4.81,3.14,3.67
18,Earnings From Continuing Operations,7.44,9.68,0.84,3.43,6.66,-2.82,13.23,8.65,5.99,6.34
19,Minority Interest in Earnings,0.14,0.16,0.25,0.15,-0.02,0.3,-0.06,-0.12,-0.11,-0.17
20,Net Income,7.58,9.84,1.1,3.58,6.64,-2.52,13.17,8.53,5.88,6.17
21,Net Income to Common,7.58,9.84,1.1,3.58,6.64,-2.52,13.17,8.53,5.88,6.17
22,Net Income Growth,591.24%,174.73%,-83.48%,-,-49.62%,-,124.11%,38.30%,8.85%,-70.80%
23,Shares Outstanding (Basic),1207,1164,1200,1000,1000,1000,1000,1000,1000,1000
24,Shares Outstanding (Diluted),1207,1164,1200,1000,1000,1000,1000,1000,1000,1000
25,Shares Change (YoY),0.62%,16.38%,20.00%,-,-,-,-,-,-,-
26,EPS (Basic),0.01,0.01,0.00,0.00,0.01,-0.00,0.01,0.01,0.01,0.01
27,EPS (Diluted),0.01,0.01,0.00,0.00,0.01,-0.00,0.01,0.01,0.01,0.01
28,EPS Growth,587.19%,136.04%,-86.24%,-,-49.62%,-,124.11%,38.30%,8.85%,-70.80%
29,Free Cash Flow,-12.35,-5.57,7.13,12.02,-4.38,-13.3,-1.08,-14.77,-24.26,26.14
30,Free Cash Flow Per Share,-0.01,-0.00,0.01,0.01,-0.00,-0.01,-0.00,-0.01,-0.02,0.03
31,Operating Margin,8.21%,14.54%,4.15%,-5.68%,8.01%,-1.85%,14.17%,11.63%,13.06%,12.03%
32,Profit Margin,6.29%,10.02%,1.42%,3.41%,5.02%,-1.64%,9.72%,6.60%,8.58%,7.70%
33,Free Cash Flow Margin,-10.26%,-5.68%,9.21%,11.44%,-3.31%,-8.68%,-0.80%,-11.42%,-35.43%,32.66%
34,EBITDA,13.38,17.44,7.01,-3.85,14.21,-1.42,22.88,17.78,11.96,12.62
35,D&A For EBITDA,3.49,3.16,3.8,2.12,3.62,1.42,3.68,2.74,3.02,2.99
36,EBIT,9.88,14.28,3.21,-5.97,10.58,-2.84,19.2,15.04,8.94,9.63
