,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,818.51,839.4,1354,2066,1177,1457,2066,2000,1250,1387,2000,1471,1420,1251,1854,1240,515.52,730.62,799.05,1024,Upgrade
1,Cash & Short-Term Investments,818.51,839.4,1354,2066,1177,1457,2066,2000,1250,1387,2000,1471,1420,1251,1854,1240,515.52,730.62,799.05,1024,Upgrade
2,Cash Growth,-30.45%,-42.41%,-34.46%,3.32%,-5.83%,5.08%,3.29%,35.97%,-12.00%,10.87%,7.92%,18.59%,175.45%,71.23%,131.97%,21.13%,0.86%,-30.68%,-21.86%,-10.84%,Upgrade
3,Accounts Receivable,3589,3391,3452,3641,3978,3433,2449,2547,3674,2874,2073,2721,1805,1625,1211,1694,1541,1183,1461,1576,Upgrade
4,Other Receivables,33.92,26.89,44.68,26.98,14.73,13.88,19.59,9.91,102.82,101.39,111.65,7.75,6.89,7.33,58.33,128.55,16.38,12.16,9.26,6.45,Upgrade
5,Receivables,3623,3418,3497,3668,3993,3447,2469,2557,3777,2975,2185,2729,1812,1632,1270,1823,1557,1195,1470,1583,Upgrade
6,Inventory,679.67,641.76,579.48,423.76,718.19,776.78,764.07,609.14,739.64,851.32,712.49,705.74,1166,962.03,824.18,612.18,1022,928.99,768.01,567.51,Upgrade
7,Prepaid Expenses,-,0.77,-,0.77,-,0.77,-,9.77,-,3.52,-,0.77,-,1.46,-,0.78,-,3.43,-,-,Upgrade
8,Other Current Assets,104.38,111.41,93.38,16.86,64.72,71.09,65,31.74,61.09,49.85,42.48,238.66,238.21,222.99,283.36,214.04,331.13,313.8,304.45,294.07,Upgrade
9,Total Current Assets,5225,5011,5524,6175,5952,5753,5364,5208,5827,5267,4940,5144,4636,4070,4231,3890,3425,3172,3342,3468,Upgrade
10,"Property, Plant & Equipment",851.22,851.5,839.43,834.53,779.61,778.68,774.24,787.76,750.6,758.4,763.82,925.81,910.28,918.33,928.69,937.25,897.68,903.01,910.77,928.5,Upgrade
11,Long-Term Investments,2.57,2.57,2.35,2.58,2.85,3.4,4.46,4.78,5.39,5.88,5.72,5.83,7.64,7.63,7.51,7.5,8.34,8.83,7.94,9.43,Upgrade
12,Goodwill,55.37,55.37,55.37,55.37,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,60.25,Upgrade
13,Other Intangible Assets,114.83,121.36,117.1,123.33,124.34,130.46,134.86,140.7,143.62,152.08,161.08,213.92,233.51,245.05,256.27,268.31,309.88,320.84,332.4,344.09,Upgrade
