,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,65,92,85,82,99,104,107,100,107,111,95,92,98,102,76,71,56,57,79,86,90,Upgrade
1,Market Cap Growth,-10.71%,-10.71%,-20.69%,-18.40%,-7.51%,-6.67%,12.26%,9.40%,8.42%,8.73%,26.36%,29.92%,75.82%,78.49%,-3.91%,-17.86%,-37.67%,-51.05%,-45.06%,-39.13%,-44.91%,Upgrade
2,Enterprise Value,64,36,29,29,46,106,110,48,54,82,67,25,31,17,-10,-15,-30,-8,13,26,30,Upgrade
3,Last Close Price,0.11,0.15,0.13,0.12,0.15,0.16,0.15,0.14,0.15,0.16,0.13,0.12,0.13,0.14,0.10,0.09,0.07,0.07,0.09,0.10,0.11,Upgrade
4,PE Ratio,3.66,5.17,4.83,12.54,-9.75,-57.19,-,-,12.52,-19.17,-,-,-,-,15.31,-,-11.77,-,-,-,19.11,Upgrade
5,PS Ratio,0.11,0.16,0.15,0.16,0.18,0.19,0.22,0.20,0.25,0.29,0.25,0.22,0.36,0.35,0.26,-,0.12,0.11,0.14,0.16,0.19,Upgrade
6,PB Ratio,0.30,0.45,0.41,0.39,0.51,0.53,0.51,0.48,-,0.67,0.52,0.50,-,0.56,0.39,0.36,-,0.31,0.39,0.43,-,Upgrade
7,P/TBV Ratio,0.43,0.43,0.40,0.38,0.49,0.52,0.50,0.47,-,0.65,0.51,0.49,-,0.54,0.38,0.35,-,0.30,0.39,0.42,-,Upgrade
8,EV/Sales Ratio,0.11,0.06,0.05,0.06,0.09,0.20,0.23,0.10,0.13,0.21,0.17,0.06,0.11,0.06,-,-,-,-,0.02,0.05,0.06,Upgrade
9,EV/EBITDA Ratio,3.22,-,-,3.63,-3.52,-,-,-,19.49,-,-,-8.38,-,-,-,-,-,-,-,-,7.12,Upgrade
10,EV/EBIT Ratio,3.70,-,-,4.15,-3.28,-,-,-,31.48,-,-,-5.79,-,-,-,-,-,-,-,-,15.80,Upgrade
11,Debt / Equity Ratio,0.24,0.24,0.24,0.00,0.01,0.01,0.16,0.16,-,0.00,0.03,0.03,-,0.01,0.02,0.02,-,0.01,0.01,0.01,-,Upgrade
12,Debt / EBITDA Ratio,2.46,-,-,0.01,0.12,-,-,-,-,-,-,0.71,-,-,0.34,-,-,-,-,-,-,Upgrade
13,Asset Turnover,1.23,1.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,24.04,17.39,18.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.05,1.05,1.05,1.22,-,1.16,-,1.24,-,1.11,-,1.39,-,1.39,-,1.60,-,1.70,-,1.40,-,Upgrade
16,Current Ratio,1.53,1.53,1.53,1.62,-,1.63,-,1.64,-,1.60,-,1.80,-,1.81,-,2.05,-,1.84,-,1.83,-,Upgrade
17,Return on Equity (ROE),0.37%,0.36%,23.34%,8.83%,-0.12%,-20.39%,-,-,4.17%,-13.50%,-,-,-10.21%,5.15%,-,-,-5.79%,-10.38%,-,-,Upgrade,
18,Return on Assets (ROA),-0.84%,-0.87%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-1.53%,-1.67%,20.90%,4.31%,-1.16%,-12.74%,-,-,-6.52%,-9.27%,-,-,-7.20%,2.40%,-,-,-4.73%,-7.43%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),8.32%,-,-,3.36%,-,-,-,-,-,-,-,-2.32%,-,-,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,27.35%,19.32%,20.69%,7.97%,-10.26%,-1.75%,0.28%,5.44%,7.99%,-5.22%,-14.44%,-6.88%,-5.07%,2.14%,6.53%,-,-8.50%,-11.76%,2.00%,-6.11%,5.23%,Upgrade
22,FCF Yield,-83.95%,-61.91%,-33.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Dividend Yield,9.43%,-,-,8.06%,-,-,-,6.96%,-,-,-,8.06%,-,-,-,-,-,-,-,9.89%,-,Upgrade
24,Buyback Yield / Dilution,-1.00%,-,-,0.54%,1.74%,-,-0.04%,-1.17%,-1.17%,-0.27%,-,-0.50%,0.42%,-0.01%,-,-0.28%,-0.51%,-,-,1.54%,Upgrade,
25,Total Shareholder Return,9.43%,-1.00%,-,8.06%,0.54%,1.74%,-,6.92%,-1.17%,-1.17%,-0.27%,8.06%,-0.50%,0.42%,-0.01%,-,-0.28%,-0.51%,-,9.89%,1.54%,Upgrade
