,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,142.55,142.55,195.62,114.13,132.91,85.4,201.72,122.76,78.64,88.45,139.4,75.93,85.76,111.99,-,94.8,83.02,90.26,194.17,148.13,Upgrade
1,Revenue Growth (YoY),7.26%,66.93%,-3.02%,-7.03%,69.02%,-3.45%,44.71%,61.68%,-8.31%,-21.02%,-,-19.91%,3.30%,24.07%,-,-36.00%,-25.52%,16.43%,50.18%,37.09%,Upgrade
2,Cost of Revenue,120.11,120.11,154.97,86.66,110.64,69.35,177.43,91.4,59.59,73.13,111.22,50.52,67.87,85.92,-,64.59,61.06,72.27,145.51,119.93,Upgrade
3,Gross Profit,22.45,22.45,40.65,27.48,22.27,16.05,24.29,31.36,19.04,15.33,28.18,25.41,17.89,26.07,-,30.2,21.97,18,48.65,28.2,Upgrade
4,"Selling, General & Admin",23.8,23.8,29.23,23.9,22.73,25.55,27.17,19.97,23.95,22.43,26.61,27.98,23.69,23.96,-,25.88,26.41,24.15,52.07,25.75,Upgrade
5,Other Operating Expenses,0.21,0.21,-4.72,0.2,0.55,2.81,-0.22,-0.56,-0.28,-0.08,-0.03,-0.46,-0.29,0.19,-,0.05,-0.78,-0.15,0.54,-0.58,Upgrade
6,Operating Expenses,24.01,24.01,23.65,24.1,23.28,28.37,28.34,19.41,23.67,22.34,26.77,27.51,23.41,24.16,-,25.93,25.62,24,52.61,25.17,Upgrade
7,Operating Income,-1.56,-1.56,17,3.38,-1.01,-12.32,-4.05,11.95,-4.63,-7.02,1.41,-2.1,-5.51,1.91,-,4.27,-3.66,-6,-3.95,3.03,Upgrade
8,Interest Expense,-0.13,-0.13,-0.02,-0.02,-0.03,-0.03,-0.04,-0.01,-0.01,-0.03,-0.04,-0.03,-0.03,-0.03,-,-0.02,-0.03,-0.03,-0.13,-0.06,Upgrade
9,Interest & Investment Income,1,1,0.94,0.98,0.98,0.88,0.6,0.84,0.79,0.82,0.88,0.73,0.74,0.64,-,0.96,0.92,0.86,1.02,1.01,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,Upgrade
11,EBT Excluding Unusual Items,-0.69,-0.69,17.93,4.33,-0.06,-11.46,-3.49,12.79,-3.85,-6.23,2.26,-1.4,-4.8,2.52,-,5.2,-2.77,-5.17,-3.06,3.98,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-5.87,-,-,-,-1.44,-,-,-,-4.03,-,-,-,-,-,-,-,0.14,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,5.67,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Pretax Income,-0.69,-0.69,12.05,4.33,-0.06,-11.46,-4.93,12.79,1.82,-6.23,-1.77,-1.4,-4.8,2.52,-,5.2,-2.77,-5.17,-2.92,3.98,Upgrade
15,Income Tax Expense,-0.88,-0.88,0.27,0.05,-,-0.85,0.05,-0.01,-0.01,-0,0.29,0.01,0.02,-,-,-,0,-,1.26,0.12,Upgrade
16,Earnings From Continuing Operations,0.19,0.19,11.79,4.28,-0.06,-10.62,-4.98,12.8,1.82,-6.23,-2.06,-1.4,-4.82,2.52,-,5.2,-2.77,-5.17,-4.18,3.86,Upgrade
17,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,0.27,0.1,-1.68,-1.36,-,-,-,-,-,-,Upgrade
18,Net Income to Company,0.19,0.19,11.79,4.28,-0.06,-10.62,-4.98,12.8,1.82,-6.23,-1.79,-1.3,-6.5,1.16,-,5.2,-2.77,-5.17,-4.18,3.86,Upgrade
19,Minority Interest in Earnings,0.26,0.26,0.47,0.42,0.24,0.01,0.59,0.21,0.47,0.77,0.46,0.01,0.79,0.85,-,0.67,-0.19,0.68,1,0.05,Upgrade
20,Net Income,0.45,0.45,12.25,4.71,0.18,-10.61,-4.39,13.01,2.3,-5.45,-1.34,-1.29,-5.71,2.02,-,5.88,-2.96,-4.49,-3.18,3.91,Upgrade
21,Net Income to Common,0.45,0.45,12.25,4.71,0.18,-10.61,-4.39,13.01,2.3,-5.45,-1.34,-1.29,-5.71,2.02,-,5.88,-2.96,-4.49,-3.18,3.91,Upgrade
22,Net Income Growth,146.17%,-,-,-63.83%,-92.03%,-,-,-,-,-,-,-,-,-,-,50.42%,-,-,-,-,Upgrade
23,Shares Outstanding (Basic),616,616,616,619,610,616,616,617,621,616,616,615,614,614,-,612,616,614,614,610,Upgrade
24,Shares Outstanding (Diluted),616,616,616,619,610,616,616,622,621,616,616,615,614,614,-,612,616,614,614,610,Upgrade
25,Shares Change (YoY),1.00%,-,-,-0.54%,-1.74%,-,0.04%,1.17%,1.17%,0.27%,-,0.50%,-0.42%,0.01%,-,0.28%,0.51%,-,-,-1.54%,Upgrade
26,EPS (Basic),0.00,0.00,0.02,0.01,0.00,-0.02,-0.01,0.02,0.00,-0.01,-0.00,-0.00,-0.01,0.00,-,0.01,-0.00,-0.01,-0.01,0.01,Upgrade
27,EPS (Diluted),0.00,0.00,0.02,0.01,0.00,-0.02,-0.01,0.02,0.00,-0.01,-0.00,-0.00,-0.01,0.00,-,0.01,-0.00,-0.01,-0.01,0.01,Upgrade
28,EPS Growth,161.07%,-,-,-63.64%,-92.43%,-,-,-,-,-,-,-,-,-,-,50.00%,-,-,-,-,Upgrade
29,Free Cash Flow,-28.61,-28.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Free Cash Flow Per Share,-0.05,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Dividend Per Share,-,-,0.010,-,-,-,0.010,-,-,-,0.010,-,-,-,-,-,-,-,0.010,-,Upgrade
32,Dividend Growth,-,-,0%,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,Upgrade
33,Gross Margin,15.74%,15.74%,20.78%,24.07%,16.75%,18.80%,12.04%,25.55%,24.21%,17.33%,20.22%,33.47%,20.86%,23.28%,-,31.86%,26.46%,19.94%,25.06%,19.04%,Upgrade
34,Operating Margin,-1.10%,-1.10%,8.69%,2.96%,-0.76%,-14.42%,-2.01%,9.74%,-5.89%,-7.94%,1.01%,-2.77%,-6.43%,1.71%,-,4.51%,-4.41%,-6.64%,-2.04%,2.04%,Upgrade
35,Profit Margin,0.32%,0.32%,6.26%,4.12%,0.14%,-12.42%,-2.18%,10.60%,2.92%,-6.16%,-0.96%,-1.70%,-6.65%,1.80%,-,6.20%,-3.56%,-4.97%,-1.64%,2.64%,Upgrade
36,Free Cash Flow Margin,-20.07%,-20.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
37,EBITDA,-1.35,-1.35,17.29,3.61,-0.76,-12.08,-3.81,12.24,-4.44,-6.73,1.7,-1.68,-5.32,2.33,-,4.84,-3.26,-5.43,-3.39,3.6,Upgrade
