,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1792,1996,2024,2071,1959,1978,2117,2145,1616,1862,2718,Upgrade
1,Market Cap Growth,2.75%,-3.59%,3.32%,4.69%,-7.46%,-7.79%,31.03%,15.22%,-40.55%,-37.11%,-5.81%,Upgrade
2,Enterprise Value,-582,-8,354,484,746,792,1215,1031,828,1116,2098,Upgrade
3,Last Close Price,1.93,2.10,2.00,2.00,1.76,1.74,1.70,1.69,1.19,1.35,1.85,Upgrade
4,PE Ratio,8.73,9.01,8.52,9.60,8.46,7.15,8.04,7.88,6.98,8.98,7.50,Upgrade
5,Forward PE,-,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,Upgrade
6,PS Ratio,2.28,2.48,2.43,2.39,2.07,2.03,2.28,2.43,1.82,1.95,2.56,Upgrade
7,PB Ratio,0.29,0.33,0.33,0.35,0.32,0.33,0.35,0.36,0.27,0.32,0.46,Upgrade
8,P/TBV Ratio,0.36,0.35,0.34,0.36,0.33,0.34,0.35,0.38,0.28,0.34,0.48,Upgrade
9,P/FCF Ratio,-,4.38,3.68,3.29,2.97,2.91,3.54,3.79,2.37,2.81,3.38,Upgrade
10,P/OCF Ratio,-,4.17,3.57,3.22,2.96,2.83,3.38,3.68,2.31,2.62,3.14,Upgrade
11,PEG Ratio,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,Upgrade
12,EV/Sales Ratio,0.10,-,0.42,0.56,0.79,0.81,1.31,1.17,0.93,1.17,1.97,Upgrade
13,EV/EBITDA Ratio,0.11,-,0.55,0.71,1.01,1.05,1.69,1.49,1.25,1.52,2.40,Upgrade
14,EV/EBIT Ratio,0.26,-,1.37,1.67,2.11,2.20,3.69,3.32,3.31,3.91,5.02,Upgrade
15,EV/FCF Ratio,-,-,0.64,0.77,1.13,1.17,2.03,1.82,1.22,1.68,2.61,Upgrade
16,Debt / Equity Ratio,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
17,Debt / FCF Ratio,-,0.29,0.27,0.24,0.25,0.28,0.31,0.35,0.29,0.27,0.23,Upgrade
18,Return on Capital Employed (ROCE),4.38%,3.12%,3.77%,4.26%,5.09%,5.18%,4.66%,4.46%,3.62%,4.23%,6.11%,Upgrade
19,Earnings Yield,11.45%,11.09%,11.74%,10.41%,11.82%,13.99%,12.44%,12.70%,14.33%,11.13%,13.33%,Upgrade
20,FCF Yield,22.82%,27.16%,30.36%,33.62%,34.33%,28.28%,26.36%,42.16%,35.64%,29.55%,Upgrade,
21,Dividend Yield,9.84%,9.03%,9.75%,10.99%,12.48%,14.66%,14.41%,13.57%,18.89%,13.73%,10.56%,Upgrade
22,Buyback Yield / Dilution,-0.00%,-,-,-,-,-,0.11%,0.24%,0.13%,-,0.00%,Upgrade
23,Total Shareholder Return,9.84%,9.03%,9.75%,10.99%,12.48%,14.66%,14.51%,13.81%,19.03%,13.73%,10.56%,Upgrade
