,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,391.84,414.25,419.73,445.9,498.4,477.77,450.04,433.08,456.16,497.59,Upgrade
1,Revenue Growth (YoY),-6.64%,-7.10%,-15.79%,-6.67%,10.75%,10.32%,-1.34%,-12.97%,-19.26%,-19.01%,Upgrade
2,Cost of Revenue,245.14,246.49,231.92,242.31,246.95,250.36,231.06,231.43,263.98,264.57,Upgrade
3,Gross Profit,146.71,167.75,187.81,203.6,251.45,227.41,218.98,201.65,192.17,233.02,Upgrade
4,"Selling, General & Admin",53.07,51.56,48.29,59.97,49.24,72.73,47.61,69,84.68,66.77,Upgrade
5,Other Operating Expenses,-0.51,-0.74,-1.85,-5.08,-1.87,-1.59,-1.76,-5.05,-4.77,-6.66,Upgrade
6,Operating Expenses,52.56,50.82,46.44,54.89,47.37,71.15,45.85,63.95,79.91,60.11,Upgrade
7,Operating Income,94.15,116.93,141.37,148.71,204.08,156.27,173.14,137.7,112.26,172.91,Upgrade
8,Interest Expense,-2.56,-2.88,-2.89,-3.92,-3.1,-3.03,-3.16,-3.28,-3.52,-2.67,Upgrade
9,Interest & Investment Income,56.44,47.44,40.52,20.68,7.63,9.28,9.77,11.03,8.24,6.77,Upgrade
10,Earnings From Equity Investments,-25.79,-29.64,-29.38,-33.38,-24.53,-18.03,-25.7,-7.56,-5.55,-12.34,Upgrade
11,Currency Exchange Gain (Loss),-5.74,8.08,-10.23,-10.56,-15.84,22.26,-4.58,30.59,-10.91,-3.95,Upgrade
12,EBT Excluding Unusual Items,116.5,139.94,139.39,121.53,168.24,166.74,149.47,168.48,100.53,160.72,Upgrade
13,Gain (Loss) on Sale of Investments,1.39,-,-,-2.69,0.71,-,-0.43,-0.85,-0.99,-1.28,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-0.09,-,-0,0.02,-,-,-,Upgrade
15,Asset Writedown,-0.31,-0.84,0.46,0.13,-0.69,-0.19,-0.58,0.77,-0.79,-0.64,Upgrade
16,Other Unusual Items,-,-,-,0.12,-,-,-,-,-,-,Upgrade
17,Pretax Income,117.58,139.17,139.85,119,168.26,170.42,148.49,182.7,98.75,158.87,Upgrade
18,Income Tax Expense,15.92,19.35,22.02,21.2,34.46,27.51,28.01,30.81,19.17,31.21,Upgrade
19,Net Income,101.66,119.83,117.83,97.8,133.81,142.9,120.48,151.89,79.58,127.66,Upgrade
20,Net Income to Common,101.66,119.83,117.83,97.8,133.81,142.9,120.48,151.89,79.58,127.66,Upgrade
21,Net Income Growth,-13.72%,22.52%,-11.94%,-31.56%,11.06%,-5.91%,51.40%,18.98%,-66.09%,-43.87%,Upgrade
22,Shares Outstanding (Basic),929,929,929,929,929,929,929,930,931,931,Upgrade
23,Shares Outstanding (Diluted),929,929,929,929,929,929,929,930,931,931,Upgrade
24,Shares Change (YoY),-,-,-,-,-,-0.11%,-0.24%,-0.13%,-,-0.00%,Upgrade
25,EPS (Basic),0.11,0.13,0.13,0.11,0.14,0.15,0.13,0.16,0.09,0.14,Upgrade
26,EPS (Diluted),0.11,0.13,0.13,0.11,0.14,0.15,0.13,0.16,0.09,0.14,Upgrade
27,EPS Growth,-13.72%,22.52%,-11.94%,-31.56%,11.06%,-5.81%,51.77%,19.14%,-66.09%,-43.87%,Upgrade
28,Free Cash Flow,97.53,358.02,191.71,436.87,221.77,457.15,141.66,423.67,257.55,405.91,Upgrade
29,Free Cash Flow Per Share,0.11,0.39,0.21,0.47,0.24,0.49,0.15,0.46,0.28,0.44,Upgrade
30,Dividend Per Share,0.045,0.145,0.050,0.170,0.050,0.205,0.040,0.190,0.035,0.150,Upgrade
31,Dividend Growth,-10.00%,-14.71%,0%,-17.07%,25.00%,7.89%,14.29%,26.67%,-22.22%,30.43%,Upgrade
32,Operating Margin,24.03%,28.23%,33.68%,33.35%,40.95%,32.71%,38.47%,31.80%,24.61%,34.75%,Upgrade
33,Profit Margin,25.94%,28.93%,28.07%,21.93%,26.85%,29.91%,26.77%,35.07%,17.44%,25.66%,Upgrade
34,Free Cash Flow Margin,24.89%,86.43%,45.67%,97.97%,44.50%,95.68%,31.48%,97.83%,56.46%,81.57%,Upgrade
35,EBITDA,287.53,310.38,335.14,342.95,398.22,355.55,363.88,327.08,333.4,402.29,Upgrade
36,D&A For EBITDA,193.38,193.45,193.77,194.23,194.14,199.29,190.74,189.38,221.15,229.38,Upgrade
37,EBIT,94.15,116.93,141.37,148.71,204.08,156.27,173.14,137.7,112.26,172.91,Upgrade
