,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,11258,12083,10818,10483,11797,13397,10937,12298,12107,11729,13129,12854,15030,13129,11404,11609,10373,11837,12871,11660,15572,Upgrade
1,Market Cap Growth,-9.80%,-9.80%,-1.09%,-14.76%,-2.56%,14.22%,-16.70%,-4.32%,-19.44%,-10.67%,15.13%,10.72%,44.90%,10.92%,-11.40%,-0.43%,-33.39%,-14.55%,-12.04%,-8.23%,121.57%,Upgrade
2,Enterprise Value,21380,21633,20118,17686,18999,20840,15303,16536,16345,16963,17746,15984,38850,36174,34439,32378,31141,32082,32334,30148,34059,Upgrade
3,PE Ratio,30.56,32.21,20.30,21.26,34.97,41.44,66.53,97.04,-,37.19,25.55,19.80,20.62,18.85,16.38,17.38,15.87,14.46,16.15,15.73,21.84,Upgrade
4,PS Ratio,1.96,2.07,1.94,1.92,2.22,2.03,1.66,1.86,1.81,1.64,1.13,0.80,0.73,0.57,0.50,0.51,0.47,0.54,0.61,0.57,0.84,Upgrade
5,PB Ratio,1.04,1.09,0.98,0.96,1.09,1.25,1.01,1.17,1.16,1.12,-,1.14,1.35,1.04,0.92,0.94,0.83,0.96,1.06,1.00,1.33,Upgrade
6,P/FCF Ratio,-,-,-9.76,-,-,-,-,-,-,-,-10.01,-,-67.22,-,-,-,-20.13,-,-13.96,-,-,Upgrade
7,P/OCF Ratio,7.88,7.88,10.94,10.07,24.54,20.28,18.18,-,20.39,-,11.85,-,5.95,4.24,3.60,3.74,3.45,4.00,4.44,4.46,6.49,Upgrade
8,EV/Sales Ratio,3.66,3.71,3.60,3.24,3.57,3.16,2.32,2.50,2.44,2.37,1.53,1.00,1.89,1.58,1.52,1.43,1.42,1.48,1.52,1.48,1.83,Upgrade
9,EV/EBITDA Ratio,10.72,11.53,11.52,10.61,13.02,13.37,8.93,10.10,8.52,10.11,8.19,5.54,11.74,8.80,8.57,8.15,8.08,8.38,10.01,9.70,13.59,Upgrade
10,EV/EBIT Ratio,19.27,18.47,18.66,17.70,22.97,21.65,19.35,22.80,24.01,149.24,32.75,17.57,-,17.98,17.66,16.77,16.85,17.28,19.04,18.04,22.56,Upgrade
11,EV/FCF Ratio,-20.61,-,-18.15,-,-,-,-,-,-,-,-13.53,-,-173.77,-,-,-,-60.42,-,-35.08,-,-,Upgrade
12,Debt / Equity Ratio,1.01,1.01,1.00,0.99,0.96,0.82,0.92,0.60,0.84,0.57,-,0.56,0.63,2.06,2.09,2.04,1.67,1.93,1.87,1.90,1.82,Upgrade
13,Debt / EBITDA Ratio,5.65,5.28,6.00,5.36,5.48,5.44,6.57,5.33,4.23,2.67,-,2.73,3.53,6.18,5.58,6.33,4.92,6.23,5.90,6.28,5.15,Upgrade
14,Debt / FCF Ratio,-,-,-9.95,-,-,-,-,-,-,-,-,-,-31.38,-,-,-,-40.39,-,-24.72,-,-,Upgrade
15,Quick Ratio,0.52,0.52,0.56,0.56,0.56,0.59,0.68,0.58,0.56,0.49,-,0.64,0.98,0.61,0.66,0.66,0.69,0.73,0.74,0.72,0.75,Upgrade
16,Current Ratio,0.67,0.67,0.67,0.71,0.67,0.76,0.81,0.76,0.71,0.79,-,0.92,1.20,0.78,0.80,0.84,0.83,0.89,0.89,0.90,0.91,Upgrade
17,Asset Turnover,0.22,0.20,0.18,0.23,0.20,0.19,0.17,0.44,-,-,0.20,0.34,0.44,0.44,0.45,0.45,0.44,0.47,0.43,0.49,Upgrade,
18,Return on Equity (ROE),0.35%,5.97%,7.73%,0.82%,6.66%,5.00%,1.88%,-0.33%,-,-,1.47%,6.86%,6.96%,9.30%,5.14%,8.07%,7.43%,7.50%,4.38%,10.51%,Upgrade,
19,Return on Assets (ROA),3.11%,2.33%,2.91%,1.98%,2.40%,1.69%,1.46%,3.42%,-,-,1.14%,-1.36%,2.47%,2.33%,2.30%,2.64%,2.31%,2.41%,2.04%,3.01%,Upgrade,
