,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1961,1485,2955,2239,1733,958.55,1194,1137,740.29,-,736.47,757.08,150.89,292.69,503.18,1154,152.62,354,250.28,835.33,Upgrade
1,Short-Term Investments,-,404.17,-,601.41,-,50.39,-,251.93,-,-,-,716.17,-,350,-,230,-,-,-,-,Upgrade
2,Trading Asset Securities,1667,1687,1584,1579,1571,1823,2528,2197,1727,-,1994,1407,1329,1133,1582,786.37,1341,1110,1429,1288,Upgrade
3,Cash & Short-Term Investments,3628,3577,4539,4420,3304,2832,3722,3586,2467,-,2731,2880,1480,1776,2085,2170,1494,1464,1679,2123,Upgrade
4,Cash Growth,9.82%,26.32%,21.93%,23.26%,33.90%,-,36.32%,24.50%,66.71%,-,30.94%,32.71%,-0.95%,21.31%,24.18%,2.21%,9.68%,25.39%,-0.02%,140.70%,Upgrade
5,Accounts Receivable,70.56,60.97,59.17,43.57,46.89,45.65,56.88,90.34,53.37,-,56.69,60.61,56.42,55.06,67.29,100.63,40.19,40.13,100.71,78.28,Upgrade
6,Other Receivables,14.16,14.35,12.64,10.77,14.03,10.28,15.16,10.73,10.14,-,9.86,17.04,5.19,5.43,6.67,5.47,9.53,8.44,12.99,6.25,Upgrade
7,Receivables,84.72,75.32,71.81,54.34,60.91,55.94,72.04,101.07,63.51,-,66.55,77.65,61.61,60.48,73.96,106.1,49.72,48.57,113.69,84.52,Upgrade
8,Inventory,4811,4602,4462,4451,4303,4185,3989,4010,3866,-,3571,3520,3322,3126,3075,3020,2807,2757,2693,2698,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-,0.05,Upgrade
10,Other Current Assets,396.58,87.71,399.29,97.06,185.59,80.8,330.33,73.31,313.54,-,679.25,85.63,659.73,59.84,238.64,53.12,41.17,42.85,31.97,31.36,Upgrade
11,Total Current Assets,8920,8341,9471,9022,7853,7153,8114,7771,6710,-,7048,6563,5523,5022,5473,5349,4392,4312,4518,4938,Upgrade
12,"Property, Plant & Equipment",2543,2354,2269,2178,2025,1947,1945,1921,1787,-,1721,1796,1722,1712,1734,1763,1759,1764,1750,1780,Upgrade
