,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,256.64,155.26,141.53,111.37,252.39,167.05,159.69,15.73,126.06,39.74,58.47,54.83,120.5,151.48,88.94,137.33,161.4,61.32,29.83,129.98,Upgrade
1,Other Revenue,-14.63,14.63,-,28.53,-13.04,13.04,-,16.19,-8.2,8.2,-,18.81,-10.74,10.74,-,15.48,-6.25,6.25,-,24.12,Upgrade
2,Revenue,242.01,169.89,141.53,139.9,239.36,180.09,159.69,31.91,117.86,47.94,58.47,73.64,109.77,162.22,88.94,152.81,155.15,67.57,29.83,154.1,Upgrade
3,Revenue Growth (YoY),1.11%,-5.66%,-11.37%,338.35%,103.08%,275.68%,173.09%,-56.66%,7.38%,-70.45%,-34.25%,-51.81%,-29.25%,140.08%,198.19%,-0.84%,-35.20%,-61.30%,-72.52%,6.58%,Upgrade
4,Cost of Revenue,83.86,72.84,53.98,73.58,75.08,67.65,52.72,42.91,53.01,42.4,43.25,58.97,58,70.35,49.29,79.9,62.21,56.06,48.76,71.97,Upgrade
5,Gross Profit,158.14,97.05,87.56,66.32,164.28,112.44,106.97,-11,64.85,5.54,15.22,14.67,51.76,91.87,39.65,72.91,92.94,11.51,-18.93,82.13,Upgrade
6,"Selling, General & Admin",34.79,32.72,36.78,34.95,42.1,44.69,41.09,36.73,32.8,37.75,29,41.83,33.15,42.23,36.44,58.57,38.85,35.87,38.89,56.03,Upgrade
7,Other Operating Expenses,2.1,2.18,1.37,2.39,0.05,2.27,0.95,5.9,3.48,-1.02,-0.04,9.58,0.65,-1,-4.49,16.22,-8.51,-2.81,-1.07,5.52,Upgrade
8,Operating Expenses,36.91,34.62,38.15,40.67,39.14,47.63,41.35,44.68,34.91,34.4,30.63,41.08,44.64,39.99,33.35,52.61,52.22,31.59,38.98,45.72,Upgrade
9,Operating Income,121.24,62.43,49.4,25.65,125.14,64.81,65.62,-55.67,29.94,-28.86,-15.41,-26.4,7.13,51.89,6.3,20.3,40.72,-20.08,-57.91,36.41,Upgrade
10,Interest Expense,-,-2.06,-0.6,-3.77,-3.18,-4.67,-5.33,-14.5,-9.16,-15.47,-5.91,-14.35,-14.7,-12.33,-12.17,-20.67,-20.95,-23.74,-21.43,-22.99,Upgrade
