,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,222,234,258,297,221,221,154,193,229,234,208,203,129,167,179,196,179,175,217,187,187,Upgrade
1,Market Cap Growth,5.88%,5.88%,67.80%,54.05%,-3.41%,-5.56%,-26.25%,-5.13%,77.42%,40.63%,16.28%,3.72%,-27.91%,-4.76%,-17.31%,4.44%,-4.44%,-8.70%,13.04%,0%,-31.82%,Upgrade
2,Enterprise Value,356,369,393,421,345,354,286,314,350,362,336,315,241,276,289,290,273,295,337,282,282,Upgrade
3,Last Close Price,0.40,0.45,0.49,0.57,0.42,0.42,0.29,0.37,0.44,0.45,0.40,0.39,0.25,0.32,0.34,0.38,0.34,0.34,0.42,0.36,0.36,Upgrade
4,PE Ratio,-,-,-,-,-,-15.30,-,-,-,-,-,-,-,-,-,-,-21.92,-18.31,-11.90,-,-2.94,Upgrade
5,PS Ratio,3.34,3.76,3.24,2.99,1.83,1.54,1.00,1.19,1.41,1.41,1.23,1.18,0.71,0.91,0.95,1.04,0.99,0.95,1.17,1.00,0.94,Upgrade
6,PB Ratio,-1.63,-1.63,-1.79,-2.23,-1.66,-1.80,-1.29,-1.62,-2.10,-2.15,-1.96,-1.91,-,-1.76,-2.12,-2.31,-,-2.16,-2.46,-2.13,-,Upgrade
7,P/FCF Ratio,16.61,-,-,17.85,26.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,16.87,-,-,17.31,25.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,5.71,5.92,4.94,4.24,2.86,2.47,1.86,1.93,2.16,2.17,1.98,1.83,1.33,1.51,1.54,1.54,1.50,1.60,1.82,1.50,1.41,Upgrade
10,EV/EBITDA Ratio,-,-,-,-49.33,-26.10,-,-,-,-,-,-46.85,-,-,-,-,-,37.16,48.36,-,-,82.45,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.96,750.70,-,-,-62.42,Upgrade
12,EV/FCF Ratio,26.64,-,-,25.32,41.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,-1.05,-1.05,-1.05,-1.17,-1.17,-1.24,-1.40,-1.40,-1.62,-1.62,-1.79,-1.79,-,-1.76,-2.15,-2.15,-,-2.23,-2.30,-2.30,-,Upgrade
14,Debt / EBITDA Ratio,-,-,-,115.33,115.33,-,-,-,-,-,57.89,-,-,-,-,-,-,7.76,-,-,-,Upgrade
15,Debt / FCF Ratio,11.34,-,-,9.39,18.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Asset Turnover,0.92,0.87,1.46,1.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Inventory Turnover,126.79,143.91,119.75,196.71,148.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Quick Ratio,0.14,0.14,0.14,0.13,0.13,0.17,-,0.24,-,0.44,-,0.38,-,0.38,-,0.39,-,0.46,-,0.47,-,Upgrade
19,Current Ratio,0.23,0.23,0.23,0.20,0.20,0.26,-,0.34,-,0.46,-,0.47,-,0.49,-,0.48,-,0.53,-,0.57,-,Upgrade
20,Return on Assets (ROA),-24.81%,-23.35%,-1.04%,-0.98%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
21,Return on Capital (ROIC),-155.85%,-78.47%,-2.48%,-2.15%,-36.70%,-29.13%,-23.56%,-10.92%,-8.08%,-0.68%,-,-,-8.95%,-10.61%,-,-,11.36%,-3.41%,-,-,Upgrade,
22,Earnings Yield,-9.77%,-9.25%,-6.17%,-5.46%,-7.08%,-6.53%,-11.61%,-6.43%,-7.00%,-6.51%,-7.27%,-9.75%,-12.14%,-6.65%,-1.83%,1.29%,-4.56%,-5.46%,-8.40%,-12.25%,-33.96%,Upgrade
23,FCF Yield,6.02%,5.70%,5.82%,5.60%,3.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Buyback Yield / Dilution,4.45%,-,-,-0.07%,-5.10%,-,-,0.02%,0.18%,-,-,1.86%,1.22%,-,-,-1.84%,-0.99%,-,-,0.51%,Upgrade,
25,Total Shareholder Return,4.45%,-,-,-0.07%,-5.10%,-,-,0.02%,0.18%,-,-,1.86%,1.22%,-,-,-1.84%,-0.99%,-,-,0.51%,Upgrade,
