,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,822,687,1423,1289,2068,811,1208,1477,3007,1188,1252,Upgrade
1,Market Cap Growth,-60.62%,-46.67%,-31.17%,58.94%,71.11%,-45.09%,-59.82%,24.28%,140.30%,16.41%,48.66%,Upgrade
2,Enterprise Value,1040,1591,2034,1742,2572,1259,1117,1362,2919,1099,1126,Upgrade
3,Last Close Price,0.15,0.13,0.27,0.24,0.39,0.15,0.23,0.28,0.56,0.22,0.23,Upgrade
4,PE Ratio,-,-,-,-,-,133.78,-,-,-,-,-,Upgrade
5,PS Ratio,2.01,3.51,-,10.43,-,2.15,3.13,3.62,6.64,2.29,2.19,Upgrade
6,PB Ratio,5.07,4.19,8.49,6.48,9.91,4.04,7.25,7.54,13.70,4.10,4.16,Upgrade
7,P/TBV Ratio,4.24,4.24,8.60,6.57,10.07,4.17,7.69,8.05,13.98,4.19,4.26,Upgrade
8,P/FCF Ratio,9.96,7.43,-,128.74,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,8.19,7.43,-,128.74,-,-,-,-,-1681.10,-,-,Upgrade
10,EV/Sales Ratio,2.54,8.13,-,14.10,-,3.34,2.90,3.34,6.44,2.12,1.97,Upgrade
11,EV/EBITDA Ratio,-,-,-,5945.81,-,32.64,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,46.90,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,12.61,17.20,-,174.00,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,2.41,2.41,5.86,3.61,2.66,2.98,3.58,0.53,0.69,0.59,0.59,Upgrade
15,Debt / FCF Ratio,4.80,4.28,-,71.79,-,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,13.08%,-,-,-,-,-,Upgrade
17,Earnings Yield,-4.27%,-0.49%,-,-0.71%,-,0.75%,-4.80%,-6.70%,-3.12%,-5.08%,-4.92%,Upgrade
18,FCF Yield,10.04%,13.45%,-,0.78%,-,-20.03%,-5.20%,-1.70%,-0.22%,-5.11%,-5.39%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,0.05%,-0.48%,-1.68%,-1.57%,-0.42%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,0.05%,-0.48%,-1.68%,-1.57%,-0.42%,Upgrade,
