,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Cash & Equivalents,143.58,61.95,84.97,90.63,80.73,135.56,184.46,236.74,242.19,239.57,Upgrade
1,Short-Term Investments,16.17,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,19.13,19.34,25.28,14.63,17.92,20.86,16.55,25.9,16.6,27.65,Upgrade
3,Cash & Short-Term Investments,178.88,81.29,110.26,105.26,98.65,156.41,201.01,262.64,258.79,267.22,Upgrade
4,Cash Growth,62.24%,-22.77%,11.76%,-32.71%,-50.92%,-40.45%,-22.33%,-1.71%,-19.53%,-21.76%,Upgrade
5,Accounts Receivable,60.02,68.31,69.98,57.54,73.43,71.16,121.38,121.37,170.74,165.65,Upgrade
6,Other Receivables,13.08,29.99,33.44,34.86,14.75,11.8,28.32,26.02,31.19,28.75,Upgrade
7,Receivables,73.1,98.3,114.38,103.55,104.48,100.82,171.4,166.95,244.6,235.2,Upgrade
8,Inventory,420.11,1123,804.07,649.49,1177,560.1,40.03,81.65,-,-,Upgrade
9,Restricted Cash,-,-,-,-,-,-,-,-,3.91,-,Upgrade
10,Other Current Assets,1.89,24.05,31.84,226.68,103.76,147.55,67.09,51.79,8.89,6.75,Upgrade
11,Total Current Assets,673.97,1327,1061,1085,1484,964.87,479.53,563.01,516.19,509.16,Upgrade
12,"Property, Plant & Equipment",10.95,6.38,14.32,20.02,25.21,27.32,25.45,37.35,69.12,84.98,Upgrade
13,Other Intangible Assets,0.2,0.2,0.2,0.2,2.53,4.9,7.59,4.46,6.1,7.57,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,0.24,0.24,-,-,0.86,0.45,Upgrade
15,Other Long-Term Assets,-,-,-,-,-,-,-,0.32,2.18,1.05,Upgrade
16,Total Assets,685.13,1333,1075,1105,1512,997.33,512.57,605.14,594.44,603.22,Upgrade
