,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+13 Quarters
0,Market Capitalization,3564,4222,3872,3743,3466,3090,2494,2400,2000,2055,2778,3173,3414,2178,1821,1881,2205,2386,2263,2235,-,Upgrade
1,Market Cap Growth,36.61%,36.61%,55.27%,55.94%,73.36%,50.38%,-10.24%,-24.35%,-41.44%,-5.67%,52.60%,68.69%,54.85%,-8.71%,-19.55%,-15.85%,-,-,-,-,-,Upgrade
2,Enterprise Value,3652,4185,3805,3392,3217,2826,2446,2134,1727,1889,2547,2795,3011,1606,1215,1160,1485,1560,1691,2100,-,Upgrade
3,Last Close Price,22.65,27.70,25.38,25.39,23.36,20.83,16.81,16.18,13.60,13.98,18.90,21.59,23.02,14.66,12.12,12.49,14.64,15.85,15.03,14.76,-,Upgrade
4,PE Ratio,30.33,35.32,34.87,28.30,-,46.79,43.15,-,-,8.63,10.55,13.68,18.54,20.02,24.76,36.42,54.28,60.36,43.16,40.66,-,Upgrade
5,PS Ratio,3.00,3.49,3.33,3.68,3.70,3.75,3.35,3.46,2.67,2.11,2.69,2.67,3.24,2.81,2.76,4.44,5.99,7.16,7.27,7.39,-,Upgrade
6,PB Ratio,2.30,2.79,2.61,2.74,2.58,2.30,1.91,1.95,1.58,1.61,2.23,2.70,3.07,2.30,2.01,2.11,2.51,2.75,2.63,2.61,-,Upgrade
7,P/TBV Ratio,3.08,3.08,2.88,2.92,2.76,2.42,2.01,2.06,1.66,1.68,2.35,2.89,3.29,2.41,2.11,2.22,2.64,2.83,2.71,2.68,-,Upgrade
8,P/FCF Ratio,-,-,-,-,29.54,-,57.69,-,-,-9.50,-,-,-,-,-6.84,-,21.07,-,9.87,37.27,-,Upgrade
